rental_id,top_distances,top_bus_ids
16570654,"[229596.98, 229658.63, 229932.11, 233909.67, 270674.59]","['51880', '51881', '51888', '50166', '50167']"
17672070,"[227622.52, 227684.16, 227957.64, 231935.2, 268700.13]","['51880', '51881', '51888', '50166', '50167']"
17726836,"[230140.33, 230201.95, 230475.45, 234453.02, 271217.94]","['51880', '51881', '51888', '50166', '50167']"
17738732,"[225736.5, 225798.14, 226071.63, 230049.19, 266814.13]","['51880', '51881', '51888', '50166', '50167']"
17738956,"[228365.33, 228426.95, 228700.45, 232678.02, 269442.94]","['51880', '51881', '51888', '50166', '50167']"
17738967,"[228453.36, 228514.98, 228788.48, 232766.05, 269530.97]","['51880', '51881', '51888', '50166', '50167']"
17739160,"[228383.94, 228445.56, 228719.06, 232696.61, 269461.56]","['51880', '51881', '51888', '50166', '50167']"
17739817,"[228419.61, 228481.25, 228754.73, 232732.3, 269497.22]","['51880', '51881', '51888', '50166', '50167']"
17741390,"[228422.13, 228483.75, 228757.25, 232734.8, 269499.75]","['51880', '51881', '51888', '50166', '50167']"
17741666,"[226204.88, 226266.5, 226540.0, 230517.56, 267282.5]","['51880', '51881', '51888', '50166', '50167']"
17742125,"[226141.17, 226202.8, 226476.3, 230453.86, 267218.78]","['51880', '51881', '51888', '50166', '50167']"
17742581,"[227408.75, 227470.38, 227743.88, 231721.44, 268486.38]","['51880', '51881', '51888', '50166', '50167']"
17742740,"[227239.61, 227301.23, 227574.73, 231552.3, 268317.22]","['51880', '51881', '51888', '50166', '50167']"
17743828,"[228384.75, 228446.38, 228719.88, 232697.42, 269462.38]","['51880', '51881', '51888', '50166', '50167']"
17744554,"[232040.17, 232101.8, 232375.3, 236352.86, 273117.78]","['51880', '51881', '51888', '50166', '50167']"
17746500,"[228028.83, 228090.45, 228363.95, 232341.52, 269106.44]","['51880', '51881', '51888', '50166', '50167']"
17747596,"[229375.45, 229437.08, 229710.58, 233688.14, 270453.06]","['51880', '51881', '51888', '50166', '50167']"
17748312,"[226440.45, 226502.08, 226775.58, 230753.14, 267518.06]","['51880', '51881', '51888', '50166', '50167']"
17559175,"[229651.64, 229713.27, 229986.77, 233964.33, 270729.25]","['51880', '51881', '51888', '50166', '50167']"
17583790,"[225908.33, 225969.95, 226243.45, 230221.02, 266985.94]","['51880', '51881', '51888', '50166', '50167']"
17638598,"[226684.44, 226746.08, 227019.56, 230997.13, 267762.06]","['51880', '51881', '51888', '50166', '50167']"
17650570,"[228023.11, 228084.73, 228358.23, 232335.8, 269100.72]","['51880', '51881', '51888', '50166', '50167']"
17658503,"[230303.59, 230365.23, 230638.72, 234616.28, 271381.22]","['51880', '51881', '51888', '50166', '50167']"
17663462,"[224966.47, 225028.11, 225301.59, 229279.16, 266044.09]","['51880', '51881', '51888', '50166', '50167']"
17705568,"[226537.11, 226598.73, 226872.23, 230849.8, 267614.72]","['51880', '51881', '51888', '50166', '50167']"
17718220,"[229226.25, 229287.88, 229561.38, 233538.94, 270303.88]","['51880', '51881', '51888', '50166', '50167']"
17718294,"[224892.91, 224954.55, 225228.03, 229205.59, 265970.53]","['51880', '51881', '51888', '50166', '50167']"
17721748,"[224220.16, 224281.78, 224555.28, 228532.83, 265297.78]","['51880', '51881', '51888', '50166', '50167']"
17722308,"[227251.88, 227313.5, 227587.0, 231564.56, 268329.5]","['51880', '51881', '51888', '50166', '50167']"
17722499,"[230030.83, 230092.47, 230365.95, 234343.52, 271108.44]","['51880', '51881', '51888', '50166', '50167']"
17728171,"[228880.86, 228942.48, 229215.98, 233193.55, 269958.47]","['51880', '51881', '51888', '50166', '50167']"
17728278,"[232466.33, 232527.97, 232801.45, 236779.02, 273543.94]","['51880', '51881', '51888', '50166', '50167']"
17731660,"[227075.81, 227137.44, 227410.94, 231388.5, 268153.44]","['51880', '51881', '51888', '50166', '50167']"
17731666,"[227195.28, 227256.91, 227530.41, 231507.97, 268272.91]","['51880', '51881', '51888', '50166', '50167']"
17733608,"[226824.92, 226886.55, 227160.05, 231137.61, 267902.53]","['51880', '51881', '51888', '50166', '50167']"
17737940,"[230088.61, 230150.23, 230423.73, 234401.3, 271166.22]","['51880', '51881', '51888', '50166', '50167']"
17738056,"[226766.11, 226827.73, 227101.23, 231078.78, 267843.72]","['51880', '51881', '51888', '50166', '50167']"
17642814,"[254639.61, 254701.25, 254974.73, 258952.3, 295717.22]","['51880', '51881', '51888', '50166', '50167']"
16771980,"[161991.27, 162052.89, 162326.39, 166303.95, 203068.88]","['51880', '51881', '51888', '50166', '50167']"
17696248,"[162106.95, 162168.58, 162442.08, 166419.64, 203184.58]","['51880', '51881', '51888', '50166', '50167']"
17737077,"[162448.98, 162510.61, 162784.11, 166761.67, 203526.59]","['51880', '51881', '51888', '50166', '50167']"
17740497,"[7106.13, 7549.48, 7963.28, 8224.47, 8231.63]","['51890', '50166', '51881', '51882', '50261']"
12755834,"[326032.34, 326327.22, 326546.78, 326762.28, 327306.25]","['51888', '51881', '51880', '50166', '51884']"
17039325,"[325305.19, 325600.09, 325819.66, 326035.16, 326579.13]","['51888', '51881', '51880', '50166', '51884']"
17687623,"[322147.94, 322442.84, 322662.38, 322877.91, 323421.88]","['51888', '51881', '51880', '50166', '51884']"
17714633,"[328370.0, 328664.91, 328884.47, 329099.97, 329643.94]","['51888', '51881', '51880', '50166', '51884']"
17737036,"[324265.97, 324560.88, 324780.44, 324995.94, 325539.91]","['51888', '51881', '51880', '50166', '51884']"
17743985,"[329081.88, 329376.78, 329596.34, 329811.84, 330355.81]","['51888', '51881', '51880', '50166', '51884']"
17752899,"[325267.53, 325562.44, 325782.0, 325997.5, 326541.47]","['51888', '51881', '51880', '50166', '51884']"
16075264,"[184941.61, 185236.52, 185465.89, 185671.58, 186215.55]","['51888', '51881', '51886', '50166', '51884']"
16253869,"[186008.64, 186303.55, 186532.92, 186738.61, 187282.58]","['51888', '51881', '51886', '50166', '51884']"
17570742,"[185623.56, 185918.45, 186147.84, 186353.52, 186897.48]","['51888', '51881', '51886', '50166', '51884']"
17725386,"[186480.13, 186775.02, 187004.41, 187210.08, 187754.05]","['51888', '51881', '51886', '50166', '51884']"
17732365,"[186895.95, 187190.84, 187420.23, 187625.91, 188169.88]","['51888', '51881', '51886', '50166', '51884']"
17732871,"[186285.5, 186580.39, 186809.78, 187015.45, 187559.42]","['51888', '51881', '51886', '50166', '51884']"
17753411,"[422.63, 494.82, 2050.82, 2321.64, 4257.4]","['50174', '50173', '50192', '50191', '50189']"
17745457,"[377.37, 449.56, 2096.08, 2113.52, 2366.9]","['50174', '50173', '50192', '7202', '50191']"
15524911,"[400.85, 592.86, 1281.02, 3780.79, 4820.23]","['50173', '50174', '5218', '5216', '7201']"
16575392,"[782.76, 1934.3, 2067.66, 3925.47, 4140.88]","['50174', '50192', '50191', '50190', '50189']"
17728013,"[492.21, 1981.24, 2252.06, 3972.42, 4187.83]","['50174', '50192', '50191', '50190', '50189']"
17708870,"[111.48, 391.62, 545.83, 1097.33, 2334.54]","['50175', '5975', '50176', '5217', '7202']"
17664750,"[955.25, 971.31, 1271.71, 1880.77, 8585.57]","['50176', '50175', '5975', '5745', '7209']"
17730137,"[951.91, 1957.07, 2227.89, 4231.0, 4330.78]","['50176', '50192', '50191', '50194', '50193']"
17750897,"[378.4, 1332.3, 3163.06, 3471.3, 8585.41]","['50177', '50178', '5225', '5224', '7209']"
17668151,"[2508.99, 2540.8, 2736.02, 2817.5, 3021.94]","['50185', '50186', '50183', '50184', '5136']"
17749464,"[1744.28, 2015.1, 3735.45, 3950.86, 4018.21]","['50192', '50191', '50190', '50189', '50194']"
17749173,"[1778.3, 2203.76, 4194.93, 4410.35, 8634.12]","['50191', '50192', '50190', '50189', '6321']"
17749803,"[1725.24, 4434.15, 4649.57, 7732.55, 8976.04]","['50219', '50190', '50189', '6272', '6321']"
17673113,"[4472.23, 4687.64, 7770.63, 9014.12, 9761.01]","['50190', '50189', '6272', '6321', '6322']"
17680532,"[1384.72, 1981.92, 2337.89, 2540.49, 5042.34]","['50218', '50219', '50221', '50220', '50190']"
17334425,"[3622.6, 3719.23, 8017.51, 9260.99, 10007.89]","['6273', '50190', '6272', '6321', '6322']"
16404954,"[1925.99, 2212.44, 2614.07, 2682.18, 3444.41]","['5138', '6274', '5755', '50199', '50193']"
17708829,"[4270.11, 4275.42, 4688.64, 10773.29, 11862.62]","['50195', '50196', '5231', '50210', '50211']"
15767284,"[2582.74, 2705.2, 8329.1, 9058.2, 10179.25]","['6326', '6277', '50198', '50214', '50215']"
17726387,"[4561.16, 8612.2, 20858.66, 22078.73, 68281.93]","['50216', '50198', '5974', '50217', '5991']"
17747098,"[524.6, 664.26, 4496.92, 7999.27, 19824.91]","['6274', '6273', '6322', '50198', '6323']"
17737495,"[873.29, 8945.08, 21466.32, 61368.75, 61388.2]","['6276', '50214', '6325', '50215', '6326']"
17739844,"[3960.54, 70638.04, 70654.8, 71010.0, 71124.1]","['5765', '50221', '50219', '50218', '50220']"
17732126,"[568.94, 891.3, 3991.75, 4860.6, 75532.47]","['50270', '7003', '6874', '50269', '50224']"
16611474,"[1117.11, 4509.94, 76035.43, 76073.05, 76578.25]","['7007', '6878', '50228', '50227', '50226']"
16804406,"[7533.34, 7720.65, 7757.11, 74337.66, 74354.89]","['50265', '50266', '50261', '50236', '50235']"
17080056,"[8650.55, 8837.86, 8874.32, 75454.88, 75472.1]","['50265', '50266', '50261', '50236', '50235']"
17718380,"[7845.61, 8032.92, 8069.38, 74649.94, 74667.16]","['50265', '50266', '50261', '50236', '50235']"
17744903,"[7986.17, 8173.47, 8209.93, 74790.49, 74807.71]","['50265', '50266', '50261', '50236', '50235']"
17746314,"[8193.71, 8381.02, 8417.48, 74998.04, 75015.26]","['50265', '50266', '50261', '50236', '50235']"
17171667,"[8255.69, 8442.99, 8479.45, 75060.02, 75077.23]","['50265', '50266', '50261', '50236', '50235']"
17681121,"[8187.13, 8374.43, 8410.89, 74991.45, 75008.67]","['50265', '50266', '50261', '50236', '50235']"
17700284,"[8197.74, 8385.04, 8421.5, 75002.06, 75019.28]","['50265', '50266', '50261', '50236', '50235']"
17707005,"[8589.41, 8776.71, 8813.17, 75393.73, 75410.95]","['50265', '50266', '50261', '50236', '50235']"
16199434,"[7395.87, 7583.18, 7619.64, 74200.2, 74217.41]","['50265', '50266', '50261', '50236', '50235']"
17492148,"[7611.85, 7799.15, 7835.61, 74416.17, 74433.39]","['50265', '50266', '50261', '50236', '50235']"
17621868,"[8223.9, 8411.21, 8447.67, 75028.23, 75045.45]","['50265', '50266', '50261', '50236', '50235']"
17631957,"[7446.78, 7634.09, 7670.55, 74251.11, 74268.33]","['50265', '50266', '50261', '50236', '50235']"
17735031,"[7091.79, 7279.1, 7315.56, 8287.34, 73896.12]","['50265', '50266', '50261', '50262', '50236']"
17749420,"[7705.13, 7892.43, 7928.89, 8900.68, 74509.45]","['50265', '50266', '50261', '50262', '50236']"
17745377,"[7620.27, 7807.57, 7844.03, 8815.82, 74424.59]","['50265', '50266', '50261', '50262', '50236']"
17681100,"[391.82, 458.47, 914.93, 3797.98, 4172.83]","['7004', '50270', '7003', '6875', '6874']"
17710120,"[21665.98, 21666.56, 24416.77, 24758.42, 64373.36]","['50819', '50818', '50821', '50820', '51637']"
17677864,"[21575.07, 21575.65, 24325.87, 24667.52, 64356.99]","['50819', '50818', '50821', '50820', '51637']"
15588803,"[21553.62, 24304.41, 24646.06, 64421.34, 64427.21]","['50819', '50821', '50820', '51638', '51637']"
17584865,"[21418.66, 24169.46, 24511.1, 64507.53, 64513.4]","['50819', '50821', '50820', '51638', '51637']"
17721796,"[12561.05, 68171.09, 68211.02, 72287.45, 72290.02]","['51009', '51000', '51132', '51134', '51117']"
16691190,"[1078.4, 1457.56, 1677.35, 3208.96, 70144.24]","['51016', '51019', '51017', '51015', '51014']"
17747721,"[1207.78, 1240.3, 1455.36, 1586.94, 1806.74]","['51016', '51020', '51018', '51019', '51017']"
17745012,"[955.63, 1044.64, 1077.16, 1087.21, 1305.97]","['51019', '51016', '51020', '51018', '51021']"
17700464,"[836.33, 967.92, 1166.5, 1395.32, 74517.2]","['51019', '51018', '51020', '51021', '51081']"
17687748,"[13162.72, 13214.98, 68040.23, 77365.23, 77559.4]","['51022', '51023', '51082', '51104', '51103']"
17723750,"[12370.14, 12473.4, 63682.14, 78058.92, 78253.09]","['51024', '51023', '51025', '51104', '51103']"
12873883,"[60514.05, 65617.99, 65764.34, 67096.45, 67818.25]","['51029', '51027', '51026', '51032', '51030']"
17754272,"[752.05, 1078.54, 33018.7, 33020.12, 33067.51]","['9443', '9442', '5269', '6196', '5103']"
17194255,"[542.92, 1272.67, 32947.69, 32949.11, 32996.5]","['9443', '9444', '5269', '6196', '5103']"
17746442,"[4117.23, 4974.55, 7879.75, 30386.77, 30655.39]","['51031', '51727', '51728', '51730', '51729']"
17708158,"[12011.39, 12068.76, 12095.41, 40874.78, 41993.12]","['7741', '51037', '51038', '7739', '7694']"
17632286,"[18488.45, 18946.41, 19013.41, 19800.7, 47815.61]","['51037', '51039', '51040', '51042', '51041']"
17725860,"[12763.58, 13221.54, 13288.54, 14075.83, 42090.74]","['51037', '51039', '51040', '51042', '51041']"
17728734,"[3419.11, 3602.08, 4062.36, 7683.48, 33791.63]","['51043', '51044', '51045', '51047', '51048']"
17733660,"[3222.43, 3519.23, 5415.84, 7384.14, 33124.07]","['51044', '51043', '51049', '51047', '51048']"
16306842,"[4294.19, 6721.22, 7954.78, 8588.71, 34170.55]","['51045', '51050', '51047', '51046', '51048']"
17750502,"[4171.05, 6598.08, 7831.64, 8465.57, 34047.41]","['51045', '51050', '51047', '51046', '51048']"
17667415,"[4218.07, 6645.11, 7878.66, 8512.59, 34094.43]","['51045', '51050', '51047', '51046', '51048']"
17721113,"[4688.26, 6787.78, 8348.85, 8982.78, 34796.95]","['51045', '51052', '51047', '51046', '51048']"
17739759,"[3213.34, 6007.61, 7568.69, 8202.62, 33784.46]","['51045', '51052', '51047', '51046', '51048']"
17740694,"[5256.19, 5663.41, 5990.93, 7224.49, 33440.26]","['51049', '51052', '51050', '51047', '51048']"
15692972,"[6010.13, 6143.69, 7704.77, 33920.54, 34289.34]","['51051', '51052', '51047', '51048', '51054']"
17710866,"[4674.37, 4713.89, 4987.55, 5121.12, 5448.64]","['51708', '51049', '51051', '51052', '51050']"
17748613,"[786.71, 816.93, 5135.17, 5268.73, 33414.38]","['51053', '51056', '51051', '51052', '51054']"
16888046,"[917.5, 947.72, 5265.96, 5399.52, 33545.17]","['51053', '51056', '51051', '51052', '51054']"
17719433,"[924.71, 954.93, 1296.55, 5273.17, 33552.37]","['51053', '51056', '51055', '51051', '51054']"
17713173,"[971.26, 1001.49, 1343.11, 13082.03, 33598.93]","['51053', '51056', '51055', '51110', '51054']"
17694364,"[1649.42, 2079.54, 3998.56, 12813.65, 13366.98]","['51055', '51057', '51058', '51111', '51110']"
17707607,"[1994.41, 27255.11, 30811.64, 34017.14, 34364.07]","['5108', '5107', '5106', '5265', '5264']"
17752949,"[27712.11, 31268.64, 34474.14, 34485.93, 34821.06]","['5107', '5106', '5265', '5266', '5264']"
17717439,"[2202.98, 3793.34, 4052.37, 30072.88, 31340.31]","['51062', '51063', '51061', '51709', '51064']"
17715732,"[1575.49, 1871.3, 2616.1, 6878.48, 16289.59]","['51737', '7715', '7716', '7672', '51066']"
17650081,"[661.92, 1121.61, 5518.68, 6288.39, 14778.11]","['7717', '7716', '7673', '51067', '7718']"
16287851,"[2323.33, 27584.04, 34556.07, 34693.0, 42489.36]","['5108', '5107', '5262', '5264', '5109']"
17744435,"[5844.08, 14030.9, 14194.64, 15127.36, 28880.01]","['51076', '51074', '51071', '51075', '51072']"
17753504,"[5426.45, 13851.26, 14203.17, 14783.98, 28536.63]","['51736', '51071', '51735', '51075', '51072']"
17744241,"[457.47, 1700.64, 58883.15, 59301.1, 59826.01]","['51080', '51079', '7721', '7720', '7676']"
17709061,"[325.54, 379.27, 5071.51, 29295.18, 65073.05]","['51089', '51088', '51087', '51090', '51710']"
17731911,"[504.67, 558.4, 4963.12, 29474.31, 65252.18]","['51089', '51088', '51087', '51090', '51710']"
17747463,"[338.03, 30335.58, 46903.74, 47064.25, 47697.87]","['5110', '5109', '5260', '5261', '5262']"
17752894,"[401.6, 508.37, 549.96, 668.37, 27302.74]","['51099', '51100', '51097', '51098', '51717']"
17752677,"[708.87, 827.92, 28333.85, 28579.12, 28816.64]","['51098', '51097', '51717', '51718', '51720']"
17640097,"[739.43, 858.48, 28385.34, 28630.61, 28868.12]","['51098', '51097', '51717', '51718', '51720']"
15982051,"[4934.26, 27172.21, 56510.89, 57418.5, 57439.75]","['51121', '51122', '51124', '51127', '51126']"
17727470,"[4386.62, 27835.79, 57174.47, 58082.08, 58103.33]","['51121', '51122', '51124', '51127', '51126']"
17748749,"[4569.7, 26807.65, 56146.33, 57053.95, 57075.19]","['51121', '51122', '51124', '51127', '51126']"
17716852,"[19101.45, 25752.25, 55090.93, 55998.54, 56019.79]","['52088', '51122', '51124', '51127', '51126']"
17712643,"[67.32, 277.51, 39031.27, 50511.3, 51864.38]","['5250', '5120', '5249', '5123', '5121']"
16579317,"[71853.46, 72362.97, 72551.63, 72835.44, 73110.22]","['51203', '51204', '51205', '51208', '51209']"
17738464,"[568.18, 38770.66, 38786.85, 50625.96, 51979.04]","['5250', '5248', '5249', '5123', '5121']"
16595529,"[362.75, 28055.8, 38811.1, 38827.29, 50420.53]","['5250', '5122', '5248', '5249', '5123']"
17744455,"[367.91, 28060.96, 38709.93, 38726.11, 50425.69]","['5250', '5122', '5248', '5249', '5123']"
17747847,"[58135.12, 74768.32, 75015.2, 80813.42, 80870.12]","['51225', '51223', '51224', '51227', '51226']"
17743288,"[611.58, 1039.15, 49943.2, 49983.21, 80290.24]","['5125', '6856', '5244', '5124', '5245']"
17714941,"[926.49, 942.93, 49846.98, 49886.99, 80194.02]","['5125', '6856', '5244', '5124', '5245']"
17674865,"[869.85, 886.29, 49790.34, 49830.35, 80137.38]","['5125', '6856', '5244', '5124', '5245']"
17736901,"[46390.48, 49780.87, 49820.88, 65462.13, 80127.91]","['5761', '5244', '5124', '5989', '5245']"
17727326,"[465.21, 765.48, 1503.18, 62723.13, 80770.5]","['6842', '5126', '5125', '5243', '5675']"
17711187,"[505.06, 1079.03, 46459.82, 49999.52, 62298.98]","['6856', '5125', '6985', '5244', '5243']"
17748220,"[256.72, 1134.04, 1692.55, 1922.99, 47073.33]","['6856', '6855', '5125', '6984', '6985']"
15617438,"[1027.69, 59464.98, 62803.69, 64898.47, 65869.26]","['5126', '5127', '5241', '5242', '5128']"
17703140,"[566.84, 846.99, 59284.28, 62804.46, 64717.78]","['6842', '5126', '5127', '5243', '5242']"
17670177,"[59636.33, 61863.67, 62975.04, 65069.82, 66040.61]","['5127', '5129', '5241', '5242', '5128']"
17671392,"[59522.0, 61749.34, 62860.7, 64955.49, 65926.27]","['5127', '5129', '5241', '5242', '5128']"
17730456,"[59506.49, 62845.2, 64939.98, 65910.77, 81074.04]","['5127', '5241', '5242', '5128', '5675']"
17651825,"[1135.35, 59734.53, 63073.23, 65168.02, 66138.8]","['6853', '5127', '5241', '5242', '5128']"
17404109,"[480.7, 22291.38, 48417.15, 51130.44, 77450.95]","['6847', '5240', '6976', '6981', '5129']"
17734923,"[1561.05, 6201.63, 6287.15, 80460.88, 80801.19]","['51290', '51299', '51297', '51316', '51317']"
17703371,"[79331.34, 79623.54, 84786.88, 85331.97, 85337.25]","['51313', '51312', '51301', '51303', '51302']"
17733941,"[79666.91, 79835.12, 84347.05, 84892.14, 84897.42]","['51319', '51318', '51301', '51303', '51302']"
17750197,"[79875.14, 80038.95, 80043.35, 85100.38, 85105.66]","['51319', '51311', '51318', '51303', '51302']"
17742943,"[79309.07, 79598.4, 79890.59, 85599.02, 85604.3]","['51315', '51313', '51312', '51303', '51302']"
17719077,"[46883.25, 51534.17, 79686.33, 79854.54, 84911.56]","['51321', '51320', '51319', '51318', '51303']"
17751297,"[47484.73, 80118.06, 80410.25, 80904.89, 81057.26]","['51314', '51313', '51312', '51310', '51311']"
17744336,"[35025.26, 35025.56, 35072.24, 36017.34, 44886.79]","['51332', '51334', '51333', '51331', '51335']"
17723904,"[21763.73, 47600.04, 50472.98, 51003.63, 51182.7]","['51380', '51369', '51377', '51379', '51378']"
17686403,"[21887.6, 47723.91, 51127.5, 51306.57, 81418.04]","['51380', '51369', '51379', '51378', '51801']"
17676940,"[32164.03, 32220.95, 32479.36, 79730.14, 80531.39]","['51557', '51555', '51556', '51564', '51565']"
17740887,"[32385.66, 32644.07, 79894.85, 80018.62, 80696.1]","['51555', '51556', '51564', '51566', '51565']"
17752167,"[21666.18, 31713.28, 52353.06, 79279.39, 79398.7]","['51562', '51557', '51558', '51564', '51563']"
17723214,"[17561.73, 18161.21, 25800.48, 44575.8, 47279.11]","['5189', '5156', '5187', '5188', '5157']"
17704290,"[24865.59, 25108.91, 25387.0, 46040.4, 47571.18]","['5185', '5186', '5187', '5158', '5157']"
17742130,"[51430.98, 51520.66, 53107.96, 53492.75, 53709.71]","['7585', '51573', '7586', '51581', '7461']"
16881718,"[51950.77, 52040.45, 53627.74, 54012.53, 54229.5]","['7585', '51573', '7586', '51581', '7461']"
15231756,"[51072.23, 51161.91, 52749.21, 53350.96, 53591.92]","['7585', '51573', '7586', '7461', '7460']"
10794482,"[51227.18, 51316.87, 52904.16, 53505.92, 53746.88]","['7585', '51573', '7586', '7461', '7460']"
17667195,"[51071.59, 51161.27, 52748.57, 53350.32, 53591.28]","['7585', '51573', '7586', '7461', '7460']"
17719479,"[50996.5, 51086.18, 52673.48, 53275.23, 53516.19]","['7585', '51573', '7586', '7461', '7460']"
17746913,"[8975.35, 36732.38, 36799.07, 37502.81, 47799.03]","['7101', '51587', '51586', '51588', '6544']"
17733450,"[2860.43, 2915.05, 18026.79, 31047.27, 54907.84]","['6476', '8187', '51598', '51597', '51599']"
17700272,"[2619.33, 2673.94, 17913.3, 36061.66, 54794.34]","['6476', '8187', '51598', '51597', '51599']"
17695166,"[3682.16, 3736.77, 18286.49, 30875.13, 55167.53]","['6476', '8187', '51598', '51597', '51599']"
17647013,"[2655.66, 2710.28, 17753.96, 35902.32, 54635.01]","['6476', '8187', '51598', '51597', '51599']"
17720206,"[3063.31, 10333.2, 18054.59, 30606.2, 54935.64]","['6476', '9490', '51598', '51597', '51599']"
17721825,"[18246.48, 18473.48, 25342.24, 40439.87, 45508.58]","['51604', '51609', '51603', '51605', '51601']"
17716574,"[10504.9, 18826.61, 25922.37, 39101.71, 45222.1]","['51608', '51604', '51603', '51605', '51606']"
17673728,"[478.94, 20819.91, 22292.08, 22383.94, 43001.93]","['51765', '51610', '51625', '51624', '51611']"
17709603,"[18720.71, 18924.68, 19199.51, 19225.81, 22504.1]","['51633', '51635', '51632', '51630', '51634']"
16383309,"[18818.38, 19022.35, 19297.18, 19323.48, 22601.77]","['51633', '51635', '51632', '51630', '51634']"
16565604,"[18686.28, 18890.25, 19165.08, 19191.38, 22469.67]","['51633', '51635', '51632', '51630', '51634']"
17667446,"[18817.98, 19021.95, 19296.78, 19323.08, 22601.37]","['51633', '51635', '51632', '51630', '51634']"
17731350,"[19741.88, 22889.51, 23213.38, 23471.47, 49567.51]","['5171', '5559', '5170', '5590', '5173']"
17752638,"[4.69, 41688.91, 42575.65, 42804.51, 42817.85]","['51733', '51731', '51704', '7680', '51703']"
17731799,"[22919.89, 78685.43, 79583.67, 79802.27, 79953.66]","['51728', '51722', '51721', '51719', '51720']"
17745105,"[22775.56, 22853.25, 78618.79, 79735.63, 79887.02]","['51727', '51728', '51722', '51719', '51720']"
17719558,"[23074.7, 23152.39, 78158.78, 78381.59, 79279.82]","['51727', '51728', '51726', '51722', '51721']"
17129343,"[4946.56, 5006.75, 5368.23, 15240.67, 17073.22]","['51759', '51760', '51758', '51768', '51769']"
17652526,"[4820.91, 4881.1, 5242.58, 15115.02, 16947.57]","['51759', '51760', '51758', '51768', '51769']"
17745295,"[52584.98, 74919.23, 78387.35, 104527.77, 104533.11]","['51823', '51825', '51824', '51813', '51814']"
17741559,"[500.46, 755.76, 2615.15, 2882.66, 39268.55]","['51860', '51861', '7115', '7116', '51841']"
17704112,"[659.93, 1037.82, 20351.44, 40167.87, 40899.79]","['51860', '51859', '51844', '51842', '51843']"
17737718,"[30826.29, 31275.12, 43001.59, 43007.83, 53144.3]","['51854', '51855', '51846', '51845', '51853']"
17748881,"[4361.37, 29380.93, 29751.66, 30172.24, 46933.92]","['51850', '51848', '51852', '51851', '51847']"
17675272,"[45730.95, 45817.82, 45834.18, 46257.91, 55144.01]","['51875', '51866', '51865', '51876', '6754']"
17745580,"[663.23, 1708.53, 38792.65, 55152.7, 55400.61]","['51889', '51890', '51883', '51881', '51882']"
17747155,"[978.6, 1808.75, 38892.87, 55468.07, 55715.98]","['51889', '51890', '51883', '51881', '51882']"
17680668,"[954.5, 1730.53, 38814.65, 55443.97, 55691.88]","['51889', '51890', '51883', '51881', '51882']"
17683563,"[582.15, 2036.14, 39120.26, 55535.63, 55783.53]","['51889', '51890', '51883', '51881', '51882']"
17600292,"[469.59, 2019.67, 39103.79, 55913.63, 56161.53]","['51889', '51890', '51883', '51881', '51882']"
17615445,"[833.74, 1737.62, 38821.74, 55323.2, 55571.11]","['51889', '51890', '51883', '51881', '51882']"
17208707,"[1961.46, 2437.42, 38252.72, 38458.24, 56698.83]","['51889', '51888', '51883', '51884', '51882']"
17748665,"[838.92, 1396.93, 38673.58, 38843.2, 56134.3]","['51887', '51889', '51883', '51885', '51882']"
17741185,"[849.44, 1386.41, 38684.11, 38853.72, 56123.79]","['51887', '51889', '51883', '51885', '51882']"
17651684,"[951.21, 1284.65, 38785.87, 38955.48, 56022.02]","['51887', '51889', '51883', '51885', '51882']"
17689169,"[1025.89, 1209.96, 1776.43, 38860.55, 55947.34]","['51887', '51889', '51890', '51883', '51882']"
17748655,"[1345.01, 1538.68, 1820.97, 38622.81, 56082.38]","['51889', '51890', '51888', '51883', '51882']"
17748353,"[453.58, 1891.06, 2367.02, 38182.32, 38387.84]","['51887', '51889', '51888', '51883', '51884']"
16942130,"[316.3, 1753.79, 2229.74, 38045.05, 38250.56]","['51887', '51889', '51888', '51883', '51884']"
17701317,"[422.91, 1860.4, 2336.35, 38151.66, 38357.18]","['51887', '51889', '51888', '51883', '51884']"
16398134,"[8450.4, 8708.33, 9037.74, 9265.81, 9304.43]","['51885', '51884', '51888', '51886', '51887']"
17752777,"[8720.17, 8978.09, 9307.51, 9535.58, 9574.2]","['51885', '51884', '51888', '51886', '51887']"
16730484,"[8737.88, 8995.8, 9325.22, 9553.29, 9591.91]","['51885', '51884', '51888', '51886', '51887']"
17731906,"[8529.8, 8787.73, 9117.15, 9345.21, 9383.83]","['51885', '51884', '51888', '51886', '51887']"
17180263,"[9396.33, 9654.25, 9983.67, 10211.73, 10250.35]","['51885', '51884', '51888', '51886', '51887']"
17651786,"[8745.44, 9003.37, 9332.78, 9560.85, 9599.47]","['51885', '51884', '51888', '51886', '51887']"
17651791,"[8732.95, 8990.88, 9320.29, 9548.36, 9586.98]","['51885', '51884', '51888', '51886', '51887']"
17655404,"[8507.0, 8764.93, 9094.34, 9322.41, 9361.03]","['51885', '51884', '51888', '51886', '51887']"
17664223,"[8198.06, 8455.98, 8785.4, 9013.46, 9052.08]","['51885', '51884', '51888', '51886', '51887']"
17236858,"[8744.01, 9001.93, 9331.35, 9559.41, 9598.03]","['51885', '51884', '51888', '51886', '51887']"
17721456,"[7732.68, 7990.6, 8320.02, 8548.08, 8586.7]","['51885', '51884', '51888', '51886', '51887']"
