rental_id,top_distances,top_bus_ids
17747586,"[433.52, 581.43, 14211.31, 25808.42, 55651.27]","['1001', '1000', '10345', '1201', '10837']"
17292142,"[440.8, 536.4, 960.47, 26116.62, 26390.48]","['1000', '1001', '1202', '1201', '1200']"
17717715,"[671.15, 2716.4, 25618.05, 26167.44, 53286.2]","['1000', '998', '1199', '999', '1198']"
17721816,"[765.37, 26715.05, 27772.45, 27990.99, 29923.31]","['1000', '1200', '22361', '999', '22359']"
16512589,"[803.2, 21361.67, 21659.3, 28089.64, 28258.79]","['10001', '22678', '22674', '10308', '10307']"
16518434,"[279.54, 23287.97, 23599.28, 23620.28, 29764.71]","['10009', '47540', '47539', '47538', '10315']"
17741577,"[332.1, 18830.94, 23220.46, 23531.77, 29817.27]","['10009', '47562', '47540', '47539', '10315']"
17695238,"[313.74, 447.72, 495.64, 1163.23, 25668.94]","['1002', '1203', '1001', '1202', '1201']"
17737146,"[649.09, 26229.31, 28099.27, 54776.28, 55354.26]","['1001', '1201', '587', '1919', '1918']"
17551890,"[108.36, 408.69, 18235.84, 27204.57, 29481.58]","['10010', '10011', '47562', '10316', '47578']"
17126521,"[109.61, 294.0, 26088.79, 26364.95, 28679.57]","['10012', '47651', '10871', '10318', '10869']"
17724519,"[457.28, 546.71, 3055.24, 25526.48, 27836.63]","['47650', '10013', '10644', '10872', '10870']"
14063593,"[389.23, 589.07, 25594.53, 25804.96, 27904.68]","['47650', '10013', '10872', '10871', '10870']"
17720423,"[52.81, 241.17, 25637.17, 25847.6, 27947.32]","['47651', '10013', '10872', '10871', '10870']"
17594849,"[220.27, 512.38, 25518.1, 25728.53, 25969.03]","['10013', '47651', '10872', '10871', '48466']"
17752102,"[993.92, 24244.28, 54980.76, 55098.22, 56629.74]","['10014', '13356', '10322', '10321', '13409']"
17720558,"[202.46, 504.62, 1575.12, 54775.97, 55106.02]","['10014', '10323', '22494', '13410', '10322']"
17708483,"[1126.82, 1630.04, 3335.05, 25676.22, 56030.38]","['10014', '3018', '40292', '3017', '10322']"
17748797,"[68.0, 357.25, 3802.17, 24480.18, 24898.3]","['10017', '10016', '10326', '10325', '10324']"
17712335,"[467.63, 3291.09, 21928.87, 24249.05, 56634.5]","['10017', '10327', '10325', '13356', '13409']"
17751204,"[623.56, 4104.22, 4142.59, 25563.09, 26024.3]","['10017', '10326', '10328', '10404', '10402']"
17701361,"[413.37, 3568.7, 25867.32, 54656.25, 55708.56]","['10018', '4730', '4729', '1191', '1189']"
15393921,"[327.56, 3658.46, 25940.13, 26008.64, 54729.07]","['10018', '4730', '4729', '5076', '1191']"
17692836,"[312.58, 3643.47, 25925.15, 25993.65, 54714.09]","['10018', '4730', '4729', '5076', '1191']"
17723204,"[614.45, 3618.55, 26114.1, 26182.61, 27459.19]","['10018', '574', '4729', '5076', '1905']"
17733810,"[584.18, 10592.47, 14062.77, 14685.56, 16542.29]","['10019', '46528', '46533', '46532', '46527']"
17749050,"[3568.83, 5180.29, 7146.49, 7454.63, 12924.19]","['10019', '8334', '8335', '8336', '9021']"
15961816,"[9704.98, 10845.65, 14211.64, 14251.25, 14394.69]","['1203', '1002', '13777', '10836', '1202']"
17732890,"[9585.09, 13881.84, 14031.28, 14070.89, 14214.32]","['1203', '1002', '13777', '10836', '1202']"
17691922,"[10004.28, 14207.43, 14356.86, 14396.48, 14539.91]","['1203', '1002', '13777', '10836', '1202']"
17753696,"[3513.68, 3766.55, 3972.04, 3978.16, 6358.44]","['10020', '10021', '8337', '10022', '9022']"
17702856,"[3635.58, 3888.45, 4093.94, 6255.85, 6480.34]","['10020', '10021', '8337', '8336', '9022']"
16292575,"[3612.15, 3817.64, 3823.76, 5636.52, 6132.83]","['10021', '8337', '10022', '10023', '9022']"
17718044,"[3321.21, 3622.6, 4261.39, 5870.34, 6750.61]","['9023', '10022', '9024', '10023', '10025']"
17732219,"[3210.08, 3511.47, 4150.26, 5759.21, 6639.48]","['9023', '10022', '9024', '10023', '10025']"
17726925,"[3408.73, 3710.12, 4348.92, 5957.87, 6838.13]","['9023', '10022', '9024', '10023', '10025']"
17735710,"[3116.93, 4057.12, 5666.06, 6546.33, 13306.41]","['9023', '9024', '10023', '10025', '10026']"
17706857,"[2721.02, 3757.4, 6246.62, 13710.56, 13879.71]","['9025', '9024', '10025', '10027', '10026']"
17610912,"[451.43, 2062.07, 2578.93, 14128.12, 14297.27]","['47762', '9026', '9025', '10027', '10026']"
15912537,"[821.77, 1020.74, 1416.63, 3162.18, 14410.36]","['47761', '47757', '47756', '9027', '10028']"
17711672,"[789.33, 1384.2, 2362.63, 3019.0, 14377.92]","['47761', '47756', '9028', '9027', '10028']"
17748748,"[1473.44, 1478.82, 1998.82, 2803.56, 14776.56]","['10031', '10029', '10030', '9028', '9029']"
16506421,"[685.01, 1439.18, 2076.56, 2866.47, 11620.1]","['40895', '10031', '10030', '9030', '9029']"
17704190,"[719.82, 1473.99, 2111.37, 2901.28, 11654.9]","['40895', '10031', '10030', '9030', '9029']"
17694735,"[936.84, 1379.94, 2037.55, 3118.3, 3154.95]","['40895', '10031', '9591', '9030', '9312']"
16614939,"[552.92, 2072.99, 2239.98, 2734.32, 3316.48]","['40895', '9032', '9031', '9030', '10032']"
17731553,"[1001.63, 2009.49, 2176.92, 2450.19, 2685.82]","['10034', '10033', '2254', '2454', '9033']"
17533126,"[1335.78, 1837.87, 2547.28, 2616.28, 4877.0]","['10034', '20754', '9034', '10035', '9604']"
17739630,"[2181.92, 2462.36, 2587.01, 2793.14, 2862.15]","['10037', '9035', '10036', '9034', '10035']"
17711498,"[1850.1, 2136.81, 2472.15, 2752.59, 5400.63]","['9325', '9036', '10037', '9035', '9607']"
16802267,"[2790.03, 3572.03, 4344.27, 6928.48, 7238.97]","['9038', '9037', '2466', '10039', '10038']"
17567350,"[2790.03, 3572.03, 4344.27, 6928.48, 7238.97]","['9038', '9037', '2466', '10039', '10038']"
17753419,"[2790.03, 3572.03, 4344.27, 6928.48, 7238.97]","['9038', '9037', '2466', '10039', '10038']"
16802189,"[2790.03, 3572.03, 4344.27, 6928.48, 7238.97]","['9038', '9037', '2466', '10039', '10038']"
16802333,"[2790.03, 3572.03, 4344.27, 6928.48, 7238.97]","['9038', '9037', '2466', '10039', '10038']"
17740620,"[2790.03, 3572.03, 4344.27, 6928.48, 7238.97]","['9038', '9037', '2466', '10039', '10038']"
17713443,"[3086.38, 3328.14, 4110.14, 7466.59, 7777.07]","['9039', '9038', '9037', '10039', '10038']"
17741958,"[3605.41, 3847.17, 4629.17, 7985.62, 8296.11]","['9039', '9038', '9037', '10039', '10038']"
17702519,"[3115.05, 3356.81, 4138.82, 7337.99, 7648.47]","['9039', '9038', '9037', '10039', '10038']"
17746538,"[1286.12, 1588.91, 5031.13, 5475.75, 5782.71]","['9038', '9039', '10039', '10040', '10041']"
17730656,"[1227.99, 1638.12, 4973.0, 5417.62, 5724.58]","['9038', '9039', '10039', '10040', '10041']"
17303144,"[549.69, 940.41, 1350.55, 4685.42, 5130.04]","['9037', '9038', '9039', '10039', '10040']"
17714560,"[1412.65, 2793.12, 5192.14, 5499.1, 5761.0]","['9039', '9040', '10040', '10041', '10042']"
17747316,"[1158.96, 2633.27, 5032.3, 5339.26, 5601.15]","['9039', '9040', '10040', '10041', '10042']"
17743607,"[666.48, 4193.58, 4586.28, 4652.41, 4659.93]","['40943', '9041', '49738', '49739', '10042']"
17746623,"[349.04, 1527.3, 1689.33, 1698.24, 4504.23]","['563', '1893', '1894', '564', '10043']"
17745726,"[1572.8, 3574.34, 4179.58, 4245.71, 4507.0]","['1895', '9042', '49738', '49739', '10043']"
17112210,"[3711.42, 3923.96, 4316.66, 4382.79, 4644.08]","['9042', '9041', '49738', '49739', '10043']"
17119325,"[3711.42, 3923.96, 4316.66, 4382.79, 4644.08]","['9042', '9041', '49738', '49739', '10043']"
17179537,"[3711.42, 3923.96, 4316.66, 4382.79, 4644.08]","['9042', '9041', '49738', '49739', '10043']"
17736488,"[3731.15, 3943.69, 4336.39, 4402.52, 4663.81]","['9042', '9041', '49738', '49739', '10043']"
17684668,"[1162.45, 1505.08, 1679.62, 3744.54, 4119.72]","['10964', '20911', '8462', '9045', '10047']"
16599894,"[939.41, 1447.98, 1965.16, 3513.44, 4046.52]","['8465', '10964', '8462', '10047', '8463']"
17724949,"[1679.96, 1950.99, 2264.08, 3743.25, 3908.63]","['306', '10965', '10048', '10049', '393']"
16888264,"[776.37, 963.2, 981.47, 4298.87, 4564.91]","['10967', '720', '10966', '10050', '393']"
17635554,"[411.08, 670.43, 770.62, 1146.35, 3158.49]","['10967', '10968', '10053', '10052', '10051']"
17717341,"[227.12, 1189.64, 5485.38, 6173.47, 6507.71]","['10969', '10053', '10054', '10970', '6685']"
17717347,"[227.12, 1189.64, 5485.38, 6173.47, 6507.71]","['10969', '10053', '10054', '10970', '6685']"
16770257,"[406.51, 4816.0, 5664.77, 6130.67, 6352.86]","['10969', '6675', '10054', '10971', '10970']"
17753085,"[303.83, 4770.03, 5562.09, 6250.18, 6584.41]","['10969', '84', '10054', '10970', '6685']"
16990633,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17736789,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17108833,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17730776,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17733661,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17711237,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17711300,"[229.95, 4696.15, 5488.21, 6176.3, 6510.53]","['10969', '84', '10054', '10970', '6685']"
17702976,"[249.54, 4659.02, 5507.8, 6073.91, 6530.12]","['10969', '6675', '10054', '6684', '6685']"
17720605,"[283.96, 4693.45, 5542.23, 6108.33, 6564.55]","['10969', '6675', '10054', '6684', '6685']"
16325157,"[4959.97, 5808.74, 6274.64, 6374.85, 6496.83]","['6675', '10054', '10971', '6684', '10970']"
17743505,"[5066.05, 5848.66, 6697.43, 7163.33, 7385.52]","['98', '6675', '10054', '10971', '10970']"
17649973,"[1386.65, 2752.28, 2838.83, 3181.0, 21949.49]","['10970', '98', '97', '10971', '10054']"
17749167,"[1290.0, 2655.63, 2742.18, 3084.34, 21852.84]","['10970', '98', '97', '10971', '10054']"
17152554,"[1290.0, 2655.63, 2742.18, 3084.34, 21852.84]","['10970', '98', '97', '10971', '10054']"
17710557,"[1386.65, 2752.28, 2838.83, 3181.0, 21949.49]","['10970', '98', '97', '10971', '10054']"
17740978,"[1290.0, 2655.63, 2742.18, 3084.34, 21852.84]","['10970', '98', '97', '10971', '10054']"
17709578,"[1290.0, 2655.63, 2742.18, 3084.34, 21852.84]","['10970', '98', '97', '10971', '10054']"
17736873,"[3166.58, 3345.87, 3401.5, 3540.55, 22164.86]","['6675', '6683', '6676', '6684', '10054']"
17743864,"[574.8, 746.83, 21170.88, 21179.73, 21355.22]","['10973', '10974', '10055', '10056', '10057']"
17658631,"[1204.82, 1513.23, 20855.1, 21498.16, 21634.89]","['10972', '5600', '5549', '5550', '10055']"
17711138,"[792.6, 1325.93, 20442.89, 21085.95, 21222.68]","['10972', '5600', '5549', '5550', '10055']"
16678640,"[1293.22, 1299.57, 1587.61, 21586.56, 21723.29]","['10972', '5600', '99', '5550', '10055']"
17747775,"[373.84, 478.96, 580.4, 2573.27, 20938.47]","['5602', '5601', '10973', '5548', '10056']"
17747801,"[350.97, 456.09, 513.12, 2506.0, 20915.6]","['5602', '5601', '10973', '5548', '10056']"
17626236,"[886.68, 2357.49, 21951.62, 22900.37, 23142.43]","['10974', '10975', '10057', '10058', '10059']"
17676017,"[2690.71, 2853.13, 21878.05, 22826.8, 23068.86]","['10975', '10976', '10057', '10058', '10059']"
17722807,"[1766.77, 3185.03, 3186.13, 20867.39, 23342.4]","['10060', '10976', '10977', '1704', '10059']"
17735812,"[988.75, 1111.06, 2521.73, 23606.21, 23712.53]","['508', '507', '10976', '10059', '1703']"
17598583,"[701.43, 1624.88, 3272.6, 3273.71, 20954.96]","['508', '10060', '10976', '10977', '1704']"
17742266,"[1716.5, 2569.6, 2865.56, 22089.2, 22633.87]","['10060', '1705', '1706', '509', '510']"
17740598,"[2292.81, 2822.26, 2937.22, 22045.9, 22590.57]","['1705', '1706', '10062', '509', '510']"
17665285,"[3757.64, 4216.23, 22837.03, 22920.62, 24877.83]","['10063', '10980', '10982', '10981', '10925']"
17723471,"[21137.31, 21163.59, 21187.06, 23130.45, 23321.46]","['10065', '10064', '12014', '10227', '10228']"
17717841,"[20856.72, 20883.0, 21512.51, 22849.86, 23040.87]","['10065', '10064', '7944', '10227', '10228']"
17711298,"[20886.97, 20913.26, 21542.76, 22880.12, 23071.13]","['10065', '10064', '7944', '10227', '10228']"
17750233,"[20524.36, 20550.64, 21180.14, 22517.5, 22708.51]","['10065', '10064', '7944', '10227', '10228']"
17699261,"[515.63, 20491.12, 20959.1, 21120.63, 22457.98]","['9220', '10064', '7943', '7944', '10227']"
17746547,"[1176.46, 21273.51, 21531.49, 23457.66, 23860.55]","['10230', '10065', '10066', '10228', '10229']"
17144326,"[21153.25, 21175.18, 21411.22, 23337.4, 23740.28]","['10065', '12015', '10066', '10228', '10229']"
17724046,"[1208.32, 1382.11, 21437.35, 21674.94, 23766.41]","['10231', '10230', '10066', '10067', '10229']"
16620856,"[569.49, 26340.76, 26662.08, 27058.73, 27299.36]","['8310', '10072', '8995', '10234', '10235']"
17709230,"[1023.88, 1542.54, 1839.79, 2515.25, 22214.88]","['10243', '10244', '4906', '10073', '6516']"
17743623,"[1341.93, 2532.15, 2652.38, 3006.56, 21694.46]","['10243', '10073', '4907', '4908', '6515']"
17640271,"[259.11, 670.08, 2262.54, 2992.4, 4080.15]","['648', '10246', '10076', '10075', '336']"
17656988,"[457.41, 1128.36, 3198.07, 3597.49, 4285.81]","['648', '10245', '10075', '335', '336']"
17750339,"[956.15, 2033.25, 2341.74, 3062.09, 3461.5]","['646', '647', '334', '10075', '335']"
17738061,"[475.09, 817.2, 1895.05, 3228.07, 3627.49]","['646', '647', '334', '10075', '335']"
17516943,"[969.12, 1000.34, 2222.41, 2942.76, 3342.18]","['646', '647', '334', '10075', '335']"
17668342,"[173.78, 559.22, 714.77, 1554.23, 2732.66]","['10246', '47133', '10247', '47138', '10076']"
17735689,"[257.21, 504.63, 523.91, 1344.1, 2023.78]","['10246', '10247', '47133', '47138', '10076']"
17667390,"[224.72, 597.11, 635.69, 1714.35, 2228.15]","['648', '47132', '10246', '47139', '10076']"
17741519,"[204.19, 589.64, 1584.64, 2763.07, 45621.21]","['10246', '47133', '47138', '10076', '47137']"
15181071,"[382.51, 396.82, 721.73, 1762.96, 2941.4]","['10246', '47133', '647', '47138', '10076']"
17715519,"[1260.81, 2171.21, 2553.8, 2614.47, 23202.04]","['10247', '10078', '10248', '10079', '10077']"
17722222,"[1100.41, 2384.89, 2391.65, 2560.77, 2717.04]","['8406', '10078', '10249', '10248', '10079']"
17668711,"[2468.24, 2870.41, 3048.58, 3177.46, 3573.17]","['10079', '10250', '10249', '10080', '10081']"
17725345,"[2396.39, 2443.81, 2574.38, 2621.98, 3058.76]","['10248', '10250', '10079', '10249', '10080']"
17709998,"[22833.34, 22978.87, 23250.64, 23746.14, 24683.15]","['1208', '8479', '4522', '4523', '1008']"
17740049,"[2101.7, 2287.52, 2401.39, 2671.23, 3002.37]","['10252', '10251', '10080', '10081', '10250']"
17704800,"[2458.63, 2574.21, 2665.5, 2750.71, 2876.76]","['10252', '10253', '10251', '10081', '10082']"
17729454,"[2271.9, 2387.48, 2478.78, 2690.03, 2707.3]","['10252', '10253', '10251', '10082', '10081']"
17703335,"[2874.73, 3001.86, 3117.44, 3419.99, 3978.31]","['10084', '10252', '10253', '10082', '10254']"
17746237,"[730.61, 1154.29, 3425.29, 4113.44, 5079.71]","['10086', '10088', '10257', '10087', '10256']"
17745536,"[929.12, 2921.16, 3056.21, 4093.33, 4701.35]","['10088', '22906', '10257', '10087', '10256']"
17701308,"[860.1, 3429.41, 3835.05, 4601.57, 24862.25]","['10088', '22906', '10257', '10087', '21242']"
15951794,"[860.1, 3429.41, 3835.05, 4601.57, 24862.25]","['10088', '22906', '10257', '10087', '21242']"
17488401,"[996.37, 3565.68, 3971.32, 4737.85, 24998.52]","['10088', '22906', '10257', '10087', '21242']"
17752815,"[459.86, 631.05, 3506.2, 5241.05, 23371.22]","['10088', '46066', '22906', '22905', '21242']"
17520350,"[243.49, 965.64, 3608.84, 5250.1, 23154.85]","['10088', '46066', '22906', '4610', '21242']"
17747368,"[299.92, 701.41, 3344.61, 4985.87, 23211.28]","['10088', '46066', '22906', '4610', '21242']"
17726301,"[320.84, 674.8, 3571.23, 5212.49, 23232.2]","['10088', '46066', '22906', '4610', '21242']"
17728086,"[20574.29, 35716.82, 37313.19, 38212.91, 40405.09]","['1209', '1208', '8479', '4522', '1009']"
17605129,"[20255.73, 20654.56, 35819.74, 36811.1, 39903.0]","['1209', '4521', '8478', '8479', '1009']"
17746815,"[20701.95, 36265.95, 37257.31, 38157.03, 40349.21]","['1209', '8478', '8479', '4522', '1009']"
17646574,"[36321.87, 37311.64, 38211.36, 38507.69, 40403.54]","['8480', '8479', '4522', '4523', '1009']"
17711282,"[5589.47, 5816.41, 36805.53, 37088.37, 37713.71]","['10093', '10094', '11301', '10095', '11302']"
15701550,"[3495.06, 5642.3, 5869.23, 36858.36, 37766.54]","['3367', '10093', '10094', '11301', '11302']"
17700407,"[3567.54, 5714.77, 5941.7, 36454.45, 36527.64]","['3367', '10093', '10094', '11301', '3496']"
17743269,"[3499.34, 6061.18, 6569.58, 36119.8, 36193.0]","['14948', '20248', '10093', '11301', '3496']"
17746794,"[37643.39, 37733.66, 37857.18, 38296.63, 38747.77]","['15994', '15993', '17069', '10095', '11303']"
17636404,"[35818.39, 37495.17, 37618.69, 38058.14, 38509.28]","['17070', '15993', '17069', '10095', '11303']"
17658245,"[1582.47, 1592.6, 6069.82, 34145.3, 36304.46]","['17075', '15987', '10099', '15988', '17074']"
17749156,"[818.15, 1565.36, 1796.69, 27465.62, 28133.41]","['104', '5185', '4831', '5159', '101']"
17161521,"[1457.44, 20172.12, 25369.2, 26952.49, 28097.16]","['3304', '3421', '146', '629', '101']"
17725615,"[1598.51, 26847.48, 27281.87, 27283.52, 27949.66]","['4831', '20993', '5159', '4832', '101']"
17745891,"[1728.86, 22157.55, 22207.89, 40821.66, 42322.79]","['1211', '1212', '1010', '1011', '1012']"
17750094,"[740.12, 2559.54, 3761.56, 35572.57, 38738.36]","['11311', '23268', '14620', '16029', '10103']"
14739378,"[761.84, 26988.44, 27316.74, 27687.96, 38858.89]","['14622', '16028', '14621', '16027', '10103']"
17735822,"[688.61, 26915.21, 27243.5, 27614.73, 38785.66]","['14622', '16028', '14621', '16027', '10103']"
15908046,"[2895.73, 3268.98, 3292.09, 29414.58, 39282.16]","['8034', '8035', '7225', '10104', '7226']"
17752919,"[4342.65, 4645.63, 5159.3, 5384.43, 5959.63]","['11315', '11314', '10107', '10106', '10105']"
17712042,"[1130.26, 4405.08, 5719.08, 6198.88, 40359.77]","['7776', '11314', '10105', '11313', '8040']"
15477825,"[2940.78, 4483.9, 5300.55, 5343.76, 5525.68]","['10108', '11315', '10107', '11316', '10106']"
17644903,"[3305.72, 3600.88, 4848.84, 5665.49, 5708.7]","['10108', '8043', '11315', '10107', '11316']"
17749963,"[2831.18, 3456.6, 3751.76, 4999.73, 5859.58]","['7779', '10108', '8043', '11315', '11316']"
17730250,"[1174.97, 1461.96, 1799.89, 3840.07, 4166.09]","['10111', '10110', '11611', '11320', '11319']"
17727772,"[24536.92, 32817.13, 34472.28, 35056.96, 37956.41]","['40940', '7024', '6901', '9088', '10112']"
17741008,"[798.77, 10297.93, 11126.31, 11389.32, 22364.12]","['40940', '10112', '9088', '9089', '6901']"
17754140,"[1445.45, 10944.62, 11773.0, 12036.0, 21803.67]","['40940', '10112', '9088', '9089', '6901']"
17722145,"[798.77, 10297.93, 11126.31, 11389.32, 22364.12]","['40940', '10112', '9088', '9089', '6901']"
17743080,"[1039.71, 10538.88, 11367.26, 11630.26, 22044.21]","['40940', '10112', '9088', '9089', '6901']"
17753592,"[10278.31, 11106.69, 22245.03, 38415.35, 41118.23]","['10112', '9088', '6901', '7024', '7023']"
17693635,"[33192.85, 33976.73, 34120.14, 39130.18, 39934.05]","['10179', '10114', '10113', '10180', '12752']"
17749791,"[5376.03, 32842.63, 33345.87, 33765.22, 39342.24]","['8785', '10177', '10113', '10178', '8786']"
17750489,"[5806.89, 32849.44, 33776.73, 34196.08, 39773.1]","['8785', '10179', '10113', '10178', '8786']"
17110801,"[34101.35, 39247.6, 39254.81, 39730.58, 40072.01]","['10114', '8639', '10180', '14378', '12754']"
17742234,"[3133.58, 35857.5, 40835.74, 41188.06, 42094.6]","['13447', '10119', '13391', '13392', '13448']"
17747914,"[935.41, 8662.98, 21415.18, 38559.01, 39160.96]","['10608', '1012', '1213', '1013', '10607']"
17746425,"[1697.74, 9159.03, 21911.22, 39468.51, 39937.38]","['1212', '1012', '1213', '10605', '10606']"
17747029,"[1079.7, 8807.27, 38486.57, 38894.4, 39305.24]","['10608', '1012', '10610', '10609', '10607']"
17243663,"[4175.27, 4491.12, 37842.84, 39892.7, 42173.11]","['13447', '13446', '10120', '10186', '13390']"
17721699,"[4496.34, 4812.2, 38163.91, 39750.49, 42494.19]","['13447', '13446', '10120', '10186', '13390']"
17712156,"[4887.46, 5290.05, 37587.67, 39588.94, 39834.41]","['10122', '10121', '14398', '10187', '12778']"
17744137,"[32203.62, 32488.62, 32782.01, 34831.69, 35364.89]","['10132', '10201', '10200', '10133', '10134']"
17752707,"[32488.08, 32781.46, 34831.15, 35364.34, 36127.89]","['10201', '10200', '10133', '10134', '10202']"
17752308,"[813.14, 939.18, 1103.59, 33390.68, 36224.14]","['10138', '10137', '41722', '11656', '10205']"
15799953,"[734.05, 930.8, 987.47, 33565.01, 36149.0]","['10139', '41722', '10138', '11656', '10206']"
17743927,"[1064.55, 1161.04, 7518.6, 8016.22, 36632.16]","['10148', '10139', '11187', '41719', '10207']"
17737915,"[1093.19, 1522.31, 8372.94, 36508.14, 36564.31]","['10139', '11191', '10154', '10206', '10207']"
17716161,"[1456.95, 1886.07, 8009.21, 36448.11, 36504.28]","['10139', '11191', '10154', '10206', '10207']"
16282040,"[1453.77, 7721.77, 8085.86, 36868.72, 36924.89]","['10139', '41719', '10154', '10206', '10207']"
17696160,"[7418.49, 7636.56, 8005.19, 8247.14, 21977.92]","['1014', '1215', '2674', '154', '155']"
17742221,"[7238.35, 7455.21, 7825.04, 8067.0, 8620.09]","['1014', '2673', '2674', '154', '153']"
17420601,"[223.58, 601.64, 721.68, 37078.74, 37881.59]","['10147', '10148', '10140', '10208', '22352']"
16350527,"[1037.37, 2010.28, 8755.05, 8880.43, 37546.43]","['10141', '11196', '10158', '10159', '10209']"
17714756,"[1141.06, 1249.26, 4076.58, 28775.96, 28902.33]","['10151', '22523', '10150', '11189', '11188']"
17712321,"[1309.32, 1417.52, 4320.88, 28944.22, 29081.61]","['10151', '22523', '10150', '11189', '11190']"
17461460,"[1041.56, 11167.16, 11347.03, 28301.04, 32776.86]","['22526', '10152', '10153', '11190', '22353']"
17726778,"[756.14, 11483.98, 11663.85, 28679.09, 33154.91]","['22526', '10152', '10153', '11190', '22353']"
17735102,"[585.41, 11208.24, 11388.11, 28625.28, 33101.1]","['22526', '10152', '10153', '11190', '22353']"
17707887,"[641.4, 11021.54, 11201.42, 28809.13, 33284.96]","['22526', '10152', '10153', '11190', '22353']"
17688557,"[1304.88, 3230.14, 11389.64, 32566.46, 32861.36]","['22526', '10197', '10153', '22353', '22348']"
17741944,"[1230.75, 11714.64, 27978.65, 30575.75, 32440.16]","['22526', '10153', '2473', '2273', '22353']"
17747448,"[30034.02, 30359.59, 31625.73, 32157.32, 34264.56]","['11191', '11192', '11655', '11630', '10155']"
17722423,"[1180.7, 3355.36, 3387.89, 3533.75, 35025.02]","['46239', '46238', '46240', '46237', '10160']"
17752024,"[1725.56, 1734.47, 2384.33, 34343.3, 34808.35]","['10184', '8775', '8776', '10165', '10164']"
16616631,"[4093.49, 4180.76, 34984.29, 35250.57, 39169.96]","['14381', '12757', '10166', '10167', '8777']"
17332730,"[4128.65, 4421.05, 4693.7, 36045.68, 39770.17]","['11099', '11061', '14381', '10167', '8777']"
17747320,"[1054.64, 2869.3, 26504.74, 29644.91, 30088.08]","['8778', '8280', '4438', '46721', '10168']"
17682950,"[1054.64, 2869.3, 26504.74, 29644.91, 30088.08]","['8778', '8280', '4438', '46721', '10168']"
17746901,"[1456.27, 26629.78, 30019.91, 37723.04, 37911.68]","['8780', '8779', '10169', '10170', '10171']"
17002753,"[382.92, 28469.59, 29797.53, 29909.37, 38975.26]","['8781', '8750', '8488', '8487', '10172']"
17559172,"[1160.02, 2131.45, 3364.21, 3371.45, 39743.29]","['8783', '8782', '10175', '10174', '10173']"
17743779,"[1172.71, 2144.14, 2586.73, 3384.14, 39419.43]","['8783', '8782', '8781', '10174', '10173']"
17733748,"[366.37, 3016.31, 4624.79, 30559.96, 32147.17]","['8784', '8638', '10176', '8491', '8492']"
17753997,"[730.29, 2936.62, 3396.49, 4452.06, 30280.13]","['8785', '8638', '8493', '10177', '8754']"
17053692,"[2920.74, 3154.47, 3301.84, 3715.21, 3896.81]","['8494', '8495', '8756', '10177', '8755']"
9185878,"[13541.39, 36258.66, 36557.25, 37220.7, 41748.98]","['1019', '46335', '1018', '1220', '1219']"
15872230,"[1237.99, 1953.03, 2593.13, 3003.73, 37229.03]","['8771', '10180', '12752', '14376', '8629']"
17709322,"[1382.55, 1853.03, 1902.34, 2184.79, 3543.07]","['10186', '14402', '12781', '12782', '14401']"
17701267,"[10809.89, 10950.72, 14083.9, 38957.32, 38987.56]","['1020', '1021', '1019', '1221', '1222']"
17656431,"[311.27, 27838.15, 27990.21, 28216.21, 33109.98]","['10195', '1889', '1890', '1891', '561']"
17751601,"[449.11, 13367.44, 28372.08, 28598.07, 33491.84]","['10195', '1892', '1890', '1891', '561']"
17754207,"[367.25, 13285.59, 28290.22, 28516.22, 33409.99]","['10195', '1892', '1890', '1891', '561']"
17737657,"[6368.7, 9870.76, 14529.44, 14782.46, 19594.23]","['1890', '8828', '1891', '9720', '10195']"
17744771,"[1672.09, 3525.68, 3809.95, 3848.15, 11064.74]","['22348', '10197', '10198', '10196', '41720']"
16398638,"[1590.81, 3444.4, 3728.67, 3766.87, 10983.46]","['22348', '10197', '10198', '10196', '41720']"
17739211,"[1613.55, 3467.14, 3751.41, 3789.62, 11006.21]","['22348', '10197', '10198', '10196', '41720']"
17729255,"[1709.98, 3563.58, 3847.85, 8457.96, 18289.51]","['22348', '10197', '10198', '41723', '10199']"
11992368,"[776.96, 6138.02, 7206.83, 32273.94, 42206.98]","['10610', '2667', '10609', '139', '102']"
17712059,"[4366.14, 5754.63, 10098.56, 31811.2, 42054.92]","['10617', '2667', '8481', '41667', '102']"
17712109,"[4366.14, 5754.63, 10098.56, 31811.2, 42054.92]","['10617', '2667', '8481', '41667', '102']"
15674689,"[4279.35, 5703.55, 5818.94, 31933.27, 42176.99]","['10617', '9969', '2667', '41667', '102']"
17666580,"[3910.48, 5837.35, 32585.41, 32594.48, 42527.53]","['2668', '2667', '5059', '139', '102']"
