rental_id,top_distances,top_tram_ids
17737765,"[1817.26, 2198.68, 2259.98, 2372.18, 2634.63]","[18495, 18492, 18493, 17920, 17922]"
17747287,"[1738.46, 2119.88, 2181.18, 2293.39, 2555.83]","[18495, 18492, 18493, 17920, 17922]"
17751635,"[18374.9, 18380.96, 18571.95, 22197.88, 23089.63]","[17927, 18493, 17928, 18501, 17920]"
16174164,"[18716.29, 18722.36, 18913.35, 22539.28, 23431.02]","[17927, 18493, 17928, 18501, 17920]"
17035934,"[18418.07, 18424.14, 18615.13, 22241.06, 23132.8]","[17927, 18493, 17928, 18501, 17920]"
17728081,"[18641.84, 18647.91, 18838.9, 22464.83, 23356.57]","[17927, 18493, 17928, 18501, 17920]"
17699978,"[18594.94, 18601.0, 18791.99, 22417.92, 23309.67]","[17927, 18493, 17928, 18501, 17920]"
15082212,"[18619.2, 18625.26, 18816.25, 22442.18, 23333.92]","[17927, 18493, 17928, 18501, 17920]"
17676805,"[4510.66, 4722.93, 4728.99, 4919.98, 5402.41]","[18501, 17927, 18493, 17928, 17920]"
17559940,"[4376.15, 4588.42, 4594.48, 4785.47, 5267.9]","[18501, 17927, 18493, 17928, 17920]"
17685574,"[20120.03, 20126.09, 20317.08, 23943.02, 24834.76]","[17927, 18493, 17928, 18501, 17920]"
15906880,"[18259.05, 18456.1, 22082.03, 22899.4, 22973.78]","[17927, 17928, 18501, 18500, 17920]"
17301972,"[17753.47, 17950.52, 21576.45, 22393.82, 22468.2]","[17927, 17928, 18501, 18500, 17920]"
17750504,"[17976.14, 18173.2, 21799.13, 22616.5, 22690.87]","[17927, 17928, 18501, 18500, 17920]"
17750517,"[18546.06, 18743.11, 22369.04, 23186.41, 23260.79]","[17927, 17928, 18501, 18500, 17920]"
17751375,"[19488.13, 19685.18, 23311.11, 24128.48, 24202.86]","[17927, 17928, 18501, 18500, 17920]"
17751653,"[18681.86, 18878.92, 22504.85, 23322.22, 23396.59]","[17927, 17928, 18501, 18500, 17920]"
15764962,"[18359.21, 18556.26, 22182.2, 22999.57, 23073.94]","[17927, 17928, 18501, 18500, 17920]"
17708406,"[16313.24, 16510.29, 20136.22, 20953.59, 21027.96]","[17927, 17928, 18501, 18500, 17920]"
17731608,"[19122.0, 19319.05, 22944.98, 23762.35, 23836.73]","[17927, 17928, 18501, 18500, 17920]"
17748204,"[22042.01, 22239.06, 23822.28, 24639.65, 24714.02]","[17927, 17928, 18501, 18500, 17920]"
15115919,"[19307.43, 19504.48, 23130.41, 23947.78, 24022.16]","[17927, 17928, 18501, 18500, 17920]"
16503528,"[19136.29, 19333.34, 22959.27, 23776.64, 23851.02]","[17927, 17928, 18501, 18500, 17920]"
16885566,"[18066.68, 18263.73, 21889.66, 22707.03, 22781.41]","[17927, 17928, 18501, 18500, 17920]"
17708928,"[18232.4, 18429.45, 22055.38, 22872.76, 22947.13]","[17927, 17928, 18501, 18500, 17920]"
17743545,"[18134.38, 18331.43, 21957.36, 22774.73, 22849.11]","[17927, 17928, 18501, 18500, 17920]"
17744457,"[18436.32, 18633.37, 22259.3, 23076.67, 23151.05]","[17927, 17928, 18501, 18500, 17920]"
17746592,"[16854.33, 17051.39, 20677.32, 21494.69, 21569.06]","[17927, 17928, 18501, 18500, 17920]"
17743837,"[18419.19, 18616.25, 22242.18, 23059.55, 23133.92]","[17927, 17928, 18501, 18500, 17920]"
17277693,"[19539.9, 19736.96, 23362.89, 24180.26, 24254.63]","[17927, 17928, 18501, 18500, 17920]"
17728011,"[17106.51, 17303.56, 20929.5, 21746.87, 21821.24]","[17927, 17928, 18501, 18500, 17920]"
17732096,"[19273.81, 19470.87, 23096.8, 23914.17, 23988.54]","[17927, 17928, 18501, 18500, 17920]"
17733518,"[19548.6, 19745.66, 23371.59, 24188.96, 24263.33]","[17927, 17928, 18501, 18500, 17920]"
17669230,"[18637.61, 18834.66, 22460.59, 23277.96, 23352.34]","[17927, 17928, 18501, 18500, 17920]"
17723055,"[18347.48, 18544.54, 22170.47, 22987.84, 23062.21]","[17927, 17928, 18501, 18500, 17920]"
17723790,"[18234.32, 18431.37, 22057.3, 22874.67, 22949.05]","[17927, 17928, 18501, 18500, 17920]"
15399628,"[18372.9, 18569.95, 22195.88, 23013.25, 23087.63]","[17927, 17928, 18501, 18500, 17920]"
17698953,"[18271.87, 18468.93, 22094.86, 22912.23, 22986.6]","[17927, 17928, 18501, 18500, 17920]"
15387450,"[18527.43, 18724.48, 22350.41, 23167.78, 23242.16]","[17927, 17928, 18501, 18500, 17920]"
17090949,"[18527.43, 18724.48, 22350.41, 23167.78, 23242.16]","[17927, 17928, 18501, 18500, 17920]"
17555679,"[19091.01, 19288.06, 22914.0, 23731.37, 23805.74]","[17927, 17928, 18501, 18500, 17920]"
17653846,"[17043.65, 17240.7, 20866.63, 21684.0, 21758.38]","[17927, 17928, 18501, 18500, 17920]"
16720660,"[16692.45, 16889.5, 20515.44, 21332.8, 21407.18]","[17927, 17928, 18501, 18500, 17920]"
17726111,"[37197.91, 37394.96, 38642.74, 39460.11, 39534.49]","[17927, 17928, 18501, 18500, 17920]"
17751260,"[32807.8, 33004.86, 34252.64, 35070.02, 35144.39]","[17927, 17928, 18501, 18500, 17920]"
17751262,"[36851.2, 37048.25, 38296.04, 39113.41, 39187.78]","[17927, 17928, 18501, 18500, 17920]"
17752209,"[30554.73, 30751.78, 31999.57, 32816.94, 32891.32]","[17927, 17928, 18501, 18500, 17920]"
15205291,"[33047.3, 33244.36, 34492.14, 35309.52, 35383.89]","[17927, 17928, 18501, 18500, 17920]"
17369140,"[33156.46, 33353.52, 34601.3, 35418.68, 35493.05]","[17927, 17928, 18501, 18500, 17920]"
17703971,"[30322.99, 30520.04, 31767.83, 32585.2, 32659.58]","[17927, 17928, 18501, 18500, 17920]"
17720324,"[36345.88, 36542.93, 37790.72, 38608.09, 38682.46]","[17927, 17928, 18501, 18500, 17920]"
17747747,"[37305.1, 37502.15, 38749.94, 39567.31, 39641.68]","[17927, 17928, 18501, 18500, 17920]"
17748989,"[37014.59, 37211.64, 38459.43, 39276.8, 39351.18]","[17927, 17928, 18501, 18500, 17920]"
17749341,"[31889.0, 32086.05, 33333.84, 34151.21, 34225.58]","[17927, 17928, 18501, 18500, 17920]"
17594307,"[36486.8, 36683.86, 37931.64, 38749.01, 38823.39]","[17927, 17928, 18501, 18500, 17920]"
17730421,"[36668.92, 36865.97, 38113.76, 38931.13, 39005.5]","[17927, 17928, 18501, 18500, 17920]"
17740875,"[29803.45, 30000.5, 31248.29, 32065.66, 32140.03]","[17927, 17928, 18501, 18500, 17920]"
17692988,"[30032.81, 30229.87, 31477.65, 32295.03, 32369.4]","[17927, 17928, 18501, 18500, 17920]"
17712367,"[29549.37, 29746.42, 30994.21, 31811.58, 31885.95]","[17927, 17928, 18501, 18500, 17920]"
17713962,"[36497.93, 36694.98, 37942.77, 38760.14, 38834.52]","[17927, 17928, 18501, 18500, 17920]"
17730437,"[36701.65, 36898.7, 38146.49, 38963.86, 39038.23]","[17927, 17928, 18501, 18500, 17920]"
17736003,"[33155.7, 33352.75, 34600.54, 35417.91, 35492.28]","[17927, 17928, 18501, 18500, 17920]"
17736432,"[36190.59, 36387.64, 37635.43, 38452.79, 38527.17]","[17927, 17928, 18501, 18500, 17920]"
15636472,"[37062.52, 37259.57, 38507.36, 39324.73, 39399.11]","[17927, 17928, 18501, 18500, 17920]"
17676839,"[36805.99, 37003.04, 38250.83, 39068.2, 39142.57]","[17927, 17928, 18501, 18500, 17920]"
17689111,"[29795.16, 29992.21, 31240.0, 32057.37, 32131.74]","[17927, 17928, 18501, 18500, 17920]"
17693478,"[30202.4, 30399.45, 31647.23, 32464.61, 32538.98]","[17927, 17928, 18501, 18500, 17920]"
17703933,"[30518.33, 30715.38, 31963.17, 32780.54, 32854.91]","[17927, 17928, 18501, 18500, 17920]"
17706268,"[33090.76, 33287.82, 34535.6, 35352.97, 35427.35]","[17927, 17928, 18501, 18500, 17920]"
17711031,"[36847.61, 37044.66, 38292.45, 39109.82, 39184.2]","[17927, 17928, 18501, 18500, 17920]"
16672430,"[37665.94, 37863.0, 39110.78, 39928.15, 40002.53]","[17927, 17928, 18501, 18500, 17920]"
17436920,"[30215.67, 30412.72, 31660.51, 32477.88, 32552.26]","[17927, 17928, 18501, 18500, 17920]"
17598097,"[30030.09, 30227.14, 31474.93, 32292.29, 32366.67]","[17927, 17928, 18501, 18500, 17920]"
17617319,"[33097.21, 33294.26, 34542.05, 35359.42, 35433.79]","[17927, 17928, 18501, 18500, 17920]"
17646701,"[30023.02, 30220.07, 31467.86, 32285.23, 32359.61]","[17927, 17928, 18501, 18500, 17920]"
17680250,"[29874.47, 30071.52, 31319.31, 32136.68, 32211.05]","[17927, 17928, 18501, 18500, 17920]"
17481309,"[28883.59, 29080.64, 30328.43, 31145.8, 31220.17]","[17927, 17928, 18501, 18500, 17920]"
15668607,"[37466.91, 37663.96, 38911.75, 39729.12, 39803.49]","[17927, 17928, 18501, 18500, 17920]"
16513204,"[37908.16, 38105.21, 39353.0, 40170.37, 40244.74]","[17927, 17928, 18501, 18500, 17920]"
16530510,"[25395.25, 25592.3, 26840.09, 27657.46, 27731.84]","[17927, 17928, 18501, 18500, 17920]"
17749531,"[37759.89, 37956.95, 39204.73, 40022.11, 40096.48]","[17927, 17928, 18501, 18500, 17920]"
14706313,"[37823.52, 38020.57, 39268.36, 40085.72, 40160.1]","[17927, 17928, 18501, 18500, 17920]"
17738059,"[37323.02, 37520.07, 38767.86, 39585.23, 39659.6]","[17927, 17928, 18501, 18500, 17920]"
16503517,"[37757.59, 37954.64, 39202.43, 40019.8, 40094.17]","[17927, 17928, 18501, 18500, 17920]"
17721827,"[25950.58, 26147.63, 27395.42, 28212.79, 28287.17]","[17927, 17928, 18501, 18500, 17920]"
17660022,"[37549.39, 37746.45, 38994.23, 39811.61, 39885.98]","[17927, 17928, 18501, 18500, 17920]"
17678501,"[25818.39, 26015.44, 27263.23, 28080.6, 28154.97]","[17927, 17928, 18501, 18500, 17920]"
17682037,"[37681.32, 37878.38, 39126.16, 39943.54, 40017.91]","[17927, 17928, 18501, 18500, 17920]"
17692781,"[37884.7, 38081.75, 39329.54, 40146.91, 40221.28]","[17927, 17928, 18501, 18500, 17920]"
17696471,"[37692.98, 37890.03, 39137.82, 39955.18, 40029.56]","[17927, 17928, 18501, 18500, 17920]"
17753490,"[20199.42, 20396.48, 24022.41, 24839.78, 24914.15]","[17927, 17928, 18501, 18500, 17920]"
17527870,"[26217.26, 26414.31, 27662.1, 28479.47, 28553.85]","[17927, 17928, 18501, 18500, 17920]"
17693998,"[26966.41, 27163.47, 28411.25, 29228.62, 29303.0]","[17927, 17928, 18501, 18500, 17920]"
17679644,"[26966.41, 27163.47, 28411.25, 29228.62, 29303.0]","[17927, 17928, 18501, 18500, 17920]"
17620580,"[26298.35, 26495.4, 27743.19, 28560.56, 28634.93]","[17927, 17928, 18501, 18500, 17920]"
17195654,"[26088.13, 26285.19, 27532.97, 28350.34, 28424.72]","[17927, 17928, 18501, 18500, 17920]"
17749693,"[25392.56, 25589.62, 26287.28, 27104.65, 27179.03]","[17927, 17928, 18501, 18500, 17920]"
17753315,"[25848.77, 26045.82, 27293.61, 28110.98, 28185.36]","[17927, 17928, 18501, 18500, 17920]"
17753863,"[23148.83, 23345.88, 24704.61, 25521.98, 25596.36]","[17927, 17928, 18501, 18500, 17920]"
17713894,"[24848.82, 25045.88, 26293.66, 27111.03, 27185.41]","[17927, 17928, 18501, 18500, 17920]"
17733724,"[25367.37, 25564.42, 26812.21, 27629.58, 27703.95]","[17927, 17928, 18501, 18500, 17920]"
17740395,"[25642.49, 25839.54, 27087.33, 27904.7, 27979.07]","[17927, 17928, 18501, 18500, 17920]"
17747745,"[25570.21, 25767.26, 27015.04, 27832.41, 27906.79]","[17927, 17928, 18501, 18500, 17920]"
16219428,"[25685.42, 25882.47, 27130.26, 27947.63, 28022.0]","[17927, 17928, 18501, 18500, 17920]"
16910343,"[24478.69, 24675.74, 25923.53, 26740.89, 26815.27]","[17927, 17928, 18501, 18500, 17920]"
17706988,"[25323.03, 25520.09, 26767.87, 27585.24, 27659.62]","[17927, 17928, 18501, 18500, 17920]"
17708829,"[25368.88, 25565.94, 26813.72, 27631.09, 27705.47]","[17927, 17928, 18501, 18500, 17920]"
17715707,"[24894.82, 25091.88, 26339.66, 27157.03, 27231.41]","[17927, 17928, 18501, 18500, 17920]"
15280004,"[25403.79, 25600.84, 26848.63, 27666.0, 27740.37]","[17927, 17928, 18501, 18500, 17920]"
17379186,"[25265.08, 25462.13, 26709.92, 27527.29, 27601.66]","[17927, 17928, 18501, 18500, 17920]"
17516339,"[25678.78, 25875.83, 27123.62, 27940.99, 28015.36]","[17927, 17928, 18501, 18500, 17920]"
17621511,"[24800.02, 24997.07, 26244.86, 27062.22, 27136.6]","[17927, 17928, 18501, 18500, 17920]"
17660387,"[25897.71, 26094.77, 27342.55, 28159.92, 28234.3]","[17927, 17928, 18501, 18500, 17920]"
17668151,"[24967.69, 25164.74, 26412.53, 27229.9, 27304.28]","[17927, 17928, 18501, 18500, 17920]"
17682996,"[25277.0, 25474.06, 26721.84, 27539.21, 27613.59]","[17927, 17928, 18501, 18500, 17920]"
17195147,"[19971.05, 20162.04, 20177.3, 21618.92, 22492.84]","[18493, 17928, 18492, 17944, 17920]"
17748353,"[33806.73, 33997.71, 34012.97, 35263.33, 36137.25]","[18493, 17928, 18492, 17944, 17920]"
16942130,"[33669.45, 33860.44, 33875.7, 35126.05, 35999.97]","[18493, 17928, 18492, 17944, 17920]"
17701317,"[33776.06, 33967.05, 33982.3, 35232.66, 36106.58]","[18493, 17928, 18492, 17944, 17920]"
15124866,"[24497.27, 24688.26, 24703.52, 28313.48, 29187.4]","[18493, 17928, 18492, 17944, 17920]"
17741981,"[30244.47, 30435.46, 30450.72, 30723.25, 31597.17]","[18493, 17928, 18492, 17944, 17920]"
17696594,"[21187.18, 21378.17, 21393.43, 25021.93, 25895.85]","[18493, 17928, 18492, 17944, 17920]"
15402201,"[30225.72, 30416.71, 30431.97, 30742.0, 31615.92]","[18493, 17928, 18492, 17944, 17920]"
17689862,"[30535.32, 30726.31, 30741.56, 30964.78, 31838.7]","[18493, 17928, 18492, 17944, 17920]"
17642708,"[28157.31, 28348.3, 28363.56, 32068.36, 32942.28]","[18493, 17928, 18492, 17944, 17920]"
15646176,"[18655.44, 18661.5, 22496.25, 22750.89, 23370.17]","[17928, 18493, 17944, 18501, 17920]"
17750790,"[18206.14, 18212.2, 22046.95, 22301.6, 22920.87]","[17928, 18493, 17944, 18501, 17920]"
17396472,"[18761.58, 18767.64, 22602.39, 22857.04, 23476.31]","[17928, 18493, 17944, 18501, 17920]"
17713799,"[19074.92, 19080.98, 22915.73, 23170.37, 23789.64]","[17928, 18493, 17944, 18501, 17920]"
17722072,"[18892.08, 18898.15, 21248.29, 21502.93, 22122.2]","[17928, 18493, 17944, 18501, 17920]"
17733096,"[17999.16, 18005.22, 21839.97, 22094.62, 22713.89]","[17928, 18493, 17944, 18501, 17920]"
17746886,"[19198.28, 19204.34, 23039.09, 23293.74, 23913.01]","[17928, 18493, 17944, 18501, 17920]"
16084387,"[19555.8, 19561.86, 20147.9, 20402.55, 21021.82]","[17928, 18493, 17944, 18501, 17920]"
16579134,"[17754.19, 18008.83, 18628.11, 19836.34, 19842.4]","[17944, 18501, 17920, 17928, 18493]"
17721215,"[19187.97, 19194.04, 23028.79, 23283.43, 23902.7]","[17928, 18493, 17944, 18501, 17920]"
17735398,"[18880.37, 18886.43, 22721.18, 22975.82, 23595.09]","[17928, 18493, 17944, 18501, 17920]"
17746033,"[19064.45, 19070.51, 19656.55, 19911.2, 20530.47]","[17928, 18493, 17944, 18501, 17920]"
17720463,"[18754.71, 18760.77, 22595.52, 22850.17, 23469.44]","[17928, 18493, 17944, 18501, 17920]"
17742728,"[18365.43, 18371.49, 22206.24, 22460.88, 23080.16]","[17928, 18493, 17944, 18501, 17920]"
17733446,"[18602.27, 18608.34, 22443.09, 22697.73, 23317.0]","[17928, 18493, 17944, 18501, 17920]"
17734390,"[19299.49, 19305.55, 23140.3, 23394.95, 24014.22]","[17928, 18493, 17944, 18501, 17920]"
17711587,"[18355.74, 18361.8, 22196.55, 22451.19, 23070.47]","[17928, 18493, 17944, 18501, 17920]"
17712067,"[19382.1, 19388.16, 23222.91, 23477.56, 24096.83]","[17928, 18493, 17944, 18501, 17920]"
17725793,"[19199.34, 19205.4, 23040.15, 23294.79, 23914.07]","[17928, 18493, 17944, 18501, 17920]"
17619420,"[19479.88, 19485.94, 23320.69, 23575.33, 24194.61]","[17928, 18493, 17944, 18501, 17920]"
17566123,"[19802.28, 19808.34, 23643.09, 23897.74, 24517.01]","[17928, 18493, 17944, 18501, 17920]"
16114549,"[31642.24, 31648.3, 33104.9, 33513.69, 33978.82]","[17928, 18493, 17944, 18501, 17920]"
17689169,"[33119.57, 33125.63, 34582.23, 34991.02, 35456.15]","[17928, 18493, 17944, 18501, 17920]"
17715437,"[32679.74, 32685.8, 34142.4, 34551.19, 35016.32]","[17928, 18493, 17944, 18501, 17920]"
17745580,"[32572.83, 32578.9, 34035.5, 34444.29, 34909.42]","[17928, 18493, 17944, 18501, 17920]"
17748655,"[33254.61, 33260.67, 34717.28, 35126.06, 35591.2]","[17928, 18493, 17944, 18501, 17920]"
17748665,"[33306.53, 33312.6, 34769.2, 35177.99, 35643.12]","[17928, 18493, 17944, 18501, 17920]"
17752137,"[32359.8, 32365.87, 33822.47, 34231.26, 34696.39]","[17928, 18493, 17944, 18501, 17920]"
17752783,"[32183.11, 32189.17, 33645.78, 34054.56, 34519.7]","[17928, 18493, 17944, 18501, 17920]"
17752909,"[33080.67, 33086.73, 34543.34, 34952.13, 35417.26]","[17928, 18493, 17944, 18501, 17920]"
17753058,"[33047.22, 33053.28, 34509.89, 34918.67, 35383.8]","[17928, 18493, 17944, 18501, 17920]"
17753987,"[33061.84, 33067.9, 34524.5, 34933.29, 35398.42]","[17928, 18493, 17944, 18501, 17920]"
17754136,"[32609.79, 32615.86, 34072.46, 34481.25, 34946.38]","[17928, 18493, 17944, 18501, 17920]"
16804406,"[32070.68, 32076.74, 33533.35, 33942.13, 34407.26]","[17928, 18493, 17944, 18501, 17920]"
17080056,"[33187.89, 33193.95, 34650.56, 35059.34, 35524.48]","[17928, 18493, 17944, 18501, 17920]"
17702791,"[32161.81, 32167.88, 33624.48, 34033.27, 34498.4]","[17928, 18493, 17944, 18501, 17920]"
17716012,"[32312.7, 32318.76, 33775.36, 34184.15, 34649.28]","[17928, 18493, 17944, 18501, 17920]"
17735031,"[31629.13, 31635.19, 33091.8, 33500.58, 33965.71]","[17928, 18493, 17944, 18501, 17920]"
17736215,"[32820.8, 32826.86, 34283.46, 34692.25, 35157.38]","[17928, 18493, 17944, 18501, 17920]"
17747420,"[32360.69, 32366.75, 33823.36, 34232.14, 34697.27]","[17928, 18493, 17944, 18501, 17920]"
17749420,"[32242.46, 32248.53, 33705.13, 34113.92, 34579.05]","[17928, 18493, 17944, 18501, 17920]"
17749904,"[31949.05, 31955.12, 33411.72, 33820.5, 34285.64]","[17928, 18493, 17944, 18501, 17920]"
17749944,"[31511.06, 31517.13, 32973.73, 33382.52, 33847.64]","[17928, 18493, 17944, 18501, 17920]"
17710291,"[32108.44, 32114.5, 33571.11, 33979.89, 34445.02]","[17928, 18493, 17944, 18501, 17920]"
17718380,"[32382.95, 32389.01, 33845.62, 34254.4, 34719.53]","[17928, 18493, 17944, 18501, 17920]"
17739941,"[31485.02, 31491.09, 32947.69, 33356.48, 33821.61]","[17928, 18493, 17944, 18501, 17920]"
17740497,"[32730.0, 32736.06, 34192.66, 34601.45, 35066.58]","[17928, 18493, 17944, 18501, 17920]"
17741185,"[33296.01, 33302.07, 34758.68, 35167.46, 35632.6]","[17928, 18493, 17944, 18501, 17920]"
17744903,"[32523.51, 32529.57, 33986.17, 34394.96, 34860.09]","[17928, 18493, 17944, 18501, 17920]"
17745377,"[32157.6, 32163.67, 33620.27, 34029.05, 34494.19]","[17928, 18493, 17944, 18501, 17920]"
17746314,"[32731.05, 32737.11, 34193.71, 34602.5, 35067.63]","[17928, 18493, 17944, 18501, 17920]"
17747155,"[32888.2, 32894.27, 34350.87, 34759.66, 35224.79]","[17928, 18493, 17944, 18501, 17920]"
16903620,"[32478.97, 32485.03, 33941.64, 34350.42, 34815.55]","[17928, 18493, 17944, 18501, 17920]"
17190579,"[32186.47, 32192.54, 33649.14, 34057.93, 34523.05]","[17928, 18493, 17944, 18501, 17920]"
17208707,"[33871.06, 33877.13, 35333.73, 35742.52, 36207.64]","[17928, 18493, 17944, 18501, 17920]"
17680668,"[32864.11, 32870.17, 34326.77, 34735.56, 35200.69]","[17928, 18493, 17944, 18501, 17920]"
17704120,"[32292.21, 32298.27, 33754.88, 34163.66, 34628.79]","[17928, 18493, 17944, 18501, 17920]"
17718979,"[32116.41, 32122.47, 33579.07, 33987.86, 34452.99]","[17928, 18493, 17944, 18501, 17920]"
17722630,"[31493.13, 31499.2, 32955.8, 33364.59, 33829.72]","[17928, 18493, 17944, 18501, 17920]"
17724786,"[33123.68, 33129.75, 34586.35, 34995.14, 35460.27]","[17928, 18493, 17944, 18501, 17920]"
17732018,"[32288.19, 32294.26, 33750.86, 34159.64, 34624.78]","[17928, 18493, 17944, 18501, 17920]"
17735412,"[31872.11, 31878.18, 33334.78, 33743.57, 34208.7]","[17928, 18493, 17944, 18501, 17920]"
17171667,"[32793.03, 32799.09, 34255.69, 34664.48, 35129.61]","[17928, 18493, 17944, 18501, 17920]"
17681121,"[32724.47, 32730.53, 34187.13, 34595.92, 35061.05]","[17928, 18493, 17944, 18501, 17920]"
17683563,"[32955.76, 32961.82, 34418.42, 34827.21, 35292.34]","[17928, 18493, 17944, 18501, 17920]"
17691126,"[32516.53, 32522.59, 33979.2, 34387.98, 34853.11]","[17928, 18493, 17944, 18501, 17920]"
17700284,"[32735.07, 32741.14, 34197.74, 34606.53, 35071.66]","[17928, 18493, 17944, 18501, 17920]"
17705973,"[32152.45, 32158.51, 33615.11, 34023.9, 34489.03]","[17928, 18493, 17944, 18501, 17920]"
17707005,"[33126.75, 33132.81, 34589.41, 34998.2, 35463.33]","[17928, 18493, 17944, 18501, 17920]"
16136524,"[31729.19, 31735.25, 33191.86, 33600.64, 34065.77]","[17928, 18493, 17944, 18501, 17920]"
16199434,"[31933.21, 31939.27, 33395.88, 33804.66, 34269.79]","[17928, 18493, 17944, 18501, 17920]"
16654459,"[31571.28, 31577.34, 33033.94, 33442.73, 33907.86]","[17928, 18493, 17944, 18501, 17920]"
16842003,"[32357.0, 32363.07, 33819.67, 34228.46, 34693.59]","[17928, 18493, 17944, 18501, 17920]"
17492148,"[32149.18, 32155.25, 33611.85, 34020.64, 34485.77]","[17928, 18493, 17944, 18501, 17920]"
17600292,"[33333.76, 33339.82, 34796.43, 35205.21, 35670.34]","[17928, 18493, 17944, 18501, 17920]"
17615445,"[32743.34, 32749.4, 34206.0, 34614.79, 35079.92]","[17928, 18493, 17944, 18501, 17920]"
17621868,"[32761.24, 32767.3, 34223.91, 34632.7, 35097.82]","[17928, 18493, 17944, 18501, 17920]"
17631957,"[31984.12, 31990.18, 33446.79, 33855.57, 34320.7]","[17928, 18493, 17944, 18501, 17920]"
17651684,"[33194.25, 33200.31, 34656.91, 35065.7, 35530.83]","[17928, 18493, 17944, 18501, 17920]"
17658583,"[32826.64, 32832.7, 34289.3, 34698.09, 35163.22]","[17928, 18493, 17944, 18501, 17920]"
17478024,"[33239.19, 33245.25, 34701.85, 35110.64, 35575.77]","[17928, 18493, 17944, 18501, 17920]"
17744103,"[248970.33, 248976.39, 250432.98, 250841.78, 251306.91]","[17928, 18493, 17944, 18501, 17920]"
17607593,"[248864.63, 248870.69, 250327.3, 250736.08, 251201.22]","[17928, 18493, 17944, 18501, 17920]"
17683113,"[239386.38, 239392.44, 240849.05, 241257.83, 241722.95]","[17928, 18493, 17944, 18501, 17920]"
17724661,"[81366.34, 81372.41, 82829.01, 83237.8, 83702.93]","[17928, 18493, 17944, 18501, 17920]"
11125586,"[21249.66, 21255.73, 25090.48, 25345.12, 25964.39]","[17928, 18493, 17944, 18501, 17920]"
15343497,"[27153.85, 27159.92, 28616.52, 29025.31, 29490.44]","[17928, 18493, 17944, 18501, 17920]"
17596233,"[28637.11, 28643.17, 30099.77, 30508.56, 30973.69]","[17928, 18493, 17944, 18501, 17920]"
17740879,"[29072.45, 29078.51, 30535.12, 30943.9, 31409.04]","[17928, 18493, 17944, 18501, 17920]"
17750848,"[21236.82, 21242.88, 25077.63, 25332.28, 25951.55]","[17928, 18493, 17944, 18501, 17920]"
17751235,"[27003.25, 27009.31, 28465.91, 28874.7, 29339.83]","[17928, 18493, 17944, 18501, 17920]"
17754069,"[28843.13, 28849.19, 30305.79, 30714.58, 31179.71]","[17928, 18493, 17944, 18501, 17920]"
15114946,"[28678.91, 28684.97, 30141.58, 30550.36, 31015.49]","[17928, 18493, 17944, 18501, 17920]"
16301135,"[21323.77, 21329.84, 25164.59, 25419.23, 26038.5]","[17928, 18493, 17944, 18501, 17920]"
17676310,"[29339.26, 29345.33, 30801.93, 31210.72, 31675.85]","[17928, 18493, 17944, 18501, 17920]"
17716026,"[21149.74, 21155.8, 24990.55, 25245.19, 25864.46]","[17928, 18493, 17944, 18501, 17920]"
17724238,"[24951.94, 24958.0, 28521.81, 28776.46, 29395.73]","[17928, 18493, 17944, 18501, 17920]"
17745146,"[21269.52, 21275.59, 25110.33, 25364.98, 25984.25]","[17928, 18493, 17944, 18501, 17920]"
17746007,"[22263.02, 22269.08, 26103.83, 26358.47, 26977.75]","[17928, 18493, 17944, 18501, 17920]"
17749021,"[22284.83, 22290.89, 26125.64, 26380.29, 26999.56]","[17928, 18493, 17944, 18501, 17920]"
15119775,"[28467.52, 28473.58, 29930.18, 30338.97, 30804.1]","[17928, 18493, 17944, 18501, 17920]"
15188501,"[20816.8, 20822.87, 24657.61, 24912.26, 25531.53]","[17928, 18493, 17944, 18501, 17920]"
16958359,"[28750.56, 28756.62, 30213.22, 30622.01, 31087.14]","[17928, 18493, 17944, 18501, 17920]"
17122624,"[22552.32, 22558.38, 26393.13, 26647.78, 27267.05]","[17928, 18493, 17944, 18501, 17920]"
17672711,"[21370.9, 21376.96, 25211.71, 25466.35, 26085.63]","[17928, 18493, 17944, 18501, 17920]"
17691012,"[29484.16, 29490.22, 30265.48, 30520.13, 31139.4]","[17928, 18493, 17944, 18501, 17920]"
17725016,"[27495.14, 27501.2, 28957.8, 29366.59, 29831.72]","[17928, 18493, 17944, 18501, 17920]"
17732831,"[28833.82, 28839.88, 30296.48, 30705.27, 31170.4]","[17928, 18493, 17944, 18501, 17920]"
17733509,"[21135.65, 21141.71, 24976.46, 25231.11, 25850.38]","[17928, 18493, 17944, 18501, 17920]"
17740016,"[27391.34, 27397.41, 28854.01, 29262.79, 29727.93]","[17928, 18493, 17944, 18501, 17920]"
17740080,"[28665.95, 28672.01, 29265.94, 30139.86, 30537.4]","[17928, 18493, 17944, 17920, 18501]"
17748782,"[27387.42, 27393.48, 28850.09, 29258.88, 29724.01]","[17928, 18493, 17944, 18501, 17920]"
16170172,"[21496.07, 21502.13, 25336.88, 25591.53, 26210.8]","[17928, 18493, 17944, 18501, 17920]"
17685757,"[28447.19, 28453.25, 29909.86, 30318.64, 30783.77]","[17928, 18493, 17944, 18501, 17920]"
16015948,"[25018.34, 25024.4, 28935.45, 29190.09, 29809.36]","[17928, 18493, 17944, 18501, 17920]"
16087635,"[27883.1, 27889.17, 29345.77, 29754.56, 30219.69]","[17928, 18493, 17944, 18501, 17920]"
