rental_id,top_distances,top_tram_ids
17749846,"[60974.99, 61434.58, 63432.23, 63699.48, 64402.89]","[18412, 18413, 19000, 19001, 18414]"
17752513,"[64873.51, 65333.11, 67330.76, 67598.0, 68301.41]","[18412, 18413, 19000, 19001, 18414]"
17704618,"[18796.25, 19083.67, 31192.34, 31459.59, 32163.0]","[18412, 18413, 19000, 19001, 18414]"
17724819,"[16755.93, 17043.35, 30571.91, 30839.15, 31542.57]","[18412, 18413, 19000, 19001, 18414]"
17730657,"[17051.44, 17338.86, 30867.42, 31134.66, 31838.08]","[18412, 18413, 19000, 19001, 18414]"
17743104,"[18033.32, 18320.74, 31819.86, 32087.11, 32790.52]","[18412, 18413, 19000, 19001, 18414]"
17750382,"[4478.17, 4937.77, 19570.67, 20202.87, 20440.19]","[18412, 18413, 18414, 19001, 19000]"
17729178,"[4559.23, 5018.82, 19635.43, 20267.63, 20504.96]","[18412, 18413, 18414, 19001, 19000]"
17513279,"[119601.52, 119888.81, 125067.16, 125699.36, 125923.73]","[18413, 18412, 18414, 19001, 19000]"
17744316,"[119266.18, 119553.48, 124731.84, 125364.03, 125588.41]","[18413, 18412, 18414, 19001, 19000]"
12855885,"[26243.53, 26703.13, 30526.84, 30794.08, 31497.5]","[18412, 18413, 19000, 19001, 18414]"
15207782,"[27211.4, 27670.99, 31494.71, 31761.95, 32465.37]","[18412, 18413, 19000, 19001, 18414]"
16875510,"[27389.02, 27848.62, 31672.33, 31939.57, 32642.99]","[18412, 18413, 19000, 19001, 18414]"
17521825,"[26291.83, 26751.43, 30575.14, 30842.38, 31545.8]","[18412, 18413, 19000, 19001, 18414]"
17602805,"[26908.66, 27368.25, 31191.96, 31459.21, 32162.63]","[18412, 18413, 19000, 19001, 18414]"
17718918,"[26021.71, 26481.3, 30305.02, 30572.26, 31275.68]","[18412, 18413, 19000, 19001, 18414]"
17732209,"[25867.64, 26327.23, 30150.94, 30418.19, 31121.61]","[18412, 18413, 19000, 19001, 18414]"
17743913,"[26032.13, 26491.72, 30315.43, 30582.68, 31286.1]","[18412, 18413, 19000, 19001, 18414]"
17485739,"[93147.48, 93607.07, 95604.72, 95871.97, 96575.38]","[18412, 18413, 19000, 19001, 18414]"
17489030,"[87327.97, 87787.57, 89785.22, 90052.46, 90755.88]","[18412, 18413, 19000, 19001, 18414]"
17554036,"[90662.41, 91122.0, 93119.65, 93386.9, 94090.31]","[18412, 18413, 19000, 19001, 18414]"
17659206,"[92505.26, 92964.85, 94962.5, 95229.74, 95933.16]","[18412, 18413, 19000, 19001, 18414]"
17669017,"[87778.23, 88237.82, 90235.48, 90502.72, 91206.13]","[18412, 18413, 19000, 19001, 18414]"
17718063,"[94269.01, 94728.6, 96726.25, 96993.49, 97696.91]","[18412, 18413, 19000, 19001, 18414]"
17732233,"[93552.87, 94012.46, 96010.11, 96277.35, 96980.77]","[18412, 18413, 19000, 19001, 18414]"
17738479,"[93844.12, 94303.71, 96301.36, 96568.6, 97272.02]","[18412, 18413, 19000, 19001, 18414]"
17519803,"[62470.84, 62930.44, 64928.09, 65195.33, 65898.75]","[18412, 18413, 19000, 19001, 18414]"
17617803,"[62530.66, 62990.25, 64987.9, 65255.14, 65958.56]","[18412, 18413, 19000, 19001, 18414]"
17705523,"[65342.68, 65802.27, 67799.92, 68067.16, 68770.59]","[18412, 18413, 19000, 19001, 18414]"
17739083,"[65428.13, 65887.72, 67885.37, 68152.62, 68856.03]","[18412, 18413, 19000, 19001, 18414]"
17212480,"[53984.12, 54443.72, 55362.34, 55629.59, 56333.0]","[18412, 18413, 19000, 19001, 18414]"
17690289,"[54393.84, 54853.44, 55772.06, 56039.3, 56742.72]","[18412, 18413, 19000, 19001, 18414]"
17714801,"[55948.96, 56408.55, 57085.66, 57352.91, 58056.33]","[18412, 18413, 19000, 19001, 18414]"
17717798,"[55748.46, 56208.06, 57126.68, 57393.93, 58097.35]","[18412, 18413, 19000, 19001, 18414]"
17722225,"[55093.64, 55553.23, 56043.18, 56310.43, 57013.84]","[18412, 18413, 19000, 19001, 18414]"
17731653,"[53099.52, 53559.12, 54477.75, 54744.99, 55448.41]","[18412, 18413, 19000, 19001, 18414]"
17741050,"[55074.09, 55533.68, 56452.31, 56719.55, 57422.97]","[18412, 18413, 19000, 19001, 18414]"
17742607,"[55369.92, 55829.51, 56319.46, 56586.71, 57290.12]","[18412, 18413, 19000, 19001, 18414]"
17748882,"[55077.97, 55537.57, 57354.19, 57621.44, 58324.85]","[18412, 18413, 19000, 19001, 18414]"
17749114,"[54922.38, 55381.97, 56300.59, 56567.84, 57271.26]","[18412, 18413, 19000, 19001, 18414]"
16554226,"[124378.53, 124645.77, 125349.19, 134371.44, 134658.73]","[19000, 19001, 18414, 18413, 18412]"
16853778,"[125556.87, 125824.11, 126527.52, 135549.77, 135837.06]","[19000, 19001, 18414, 18413, 18412]"
16954963,"[124877.77, 125145.02, 125848.43, 134870.67, 135157.98]","[19000, 19001, 18414, 18413, 18412]"
17556481,"[124864.9, 125132.14, 125835.56, 134857.8, 135145.11]","[19000, 19001, 18414, 18413, 18412]"
17613060,"[124359.06, 124626.31, 125329.73, 134351.97, 134639.27]","[19000, 19001, 18414, 18413, 18412]"
17648831,"[125069.86, 125337.1, 126040.52, 135062.77, 135350.06]","[19000, 19001, 18414, 18413, 18412]"
17652607,"[124125.04, 124392.28, 125095.7, 134117.94, 134405.23]","[19000, 19001, 18414, 18413, 18412]"
17685972,"[125404.22, 125671.46, 126374.88, 135397.13, 135684.42]","[19000, 19001, 18414, 18413, 18412]"
17689782,"[123496.44, 123763.68, 124467.1, 133489.34, 133776.64]","[19000, 19001, 18414, 18413, 18412]"
17692995,"[126103.55, 126370.8, 127074.22, 136096.47, 136383.77]","[19000, 19001, 18414, 18413, 18412]"
17693912,"[126033.4, 126300.64, 127004.06, 136026.3, 136313.61]","[19000, 19001, 18414, 18413, 18412]"
17698564,"[124291.33, 124558.57, 125261.98, 134284.23, 134571.53]","[19000, 19001, 18414, 18413, 18412]"
17711384,"[124892.3, 125159.55, 125862.96, 134885.2, 135172.5]","[19000, 19001, 18414, 18413, 18412]"
17727970,"[124275.62, 124542.86, 125246.27, 134268.52, 134555.81]","[19000, 19001, 18414, 18413, 18412]"
17730808,"[123235.47, 123502.71, 124206.13, 133228.38, 133515.67]","[19000, 19001, 18414, 18413, 18412]"
17732422,"[122836.53, 123103.78, 123807.2, 132829.44, 133116.73]","[19000, 19001, 18414, 18413, 18412]"
17732423,"[123236.3, 123503.54, 124206.96, 133229.2, 133516.5]","[19000, 19001, 18414, 18413, 18412]"
17741414,"[123099.45, 123366.69, 124070.1, 133092.34, 133379.64]","[19000, 19001, 18414, 18413, 18412]"
17741675,"[125580.98, 125848.22, 126551.64, 135573.88, 135861.19]","[19000, 19001, 18414, 18413, 18412]"
17745437,"[122816.0, 123083.24, 123786.66, 132808.91, 133096.2]","[19000, 19001, 18414, 18413, 18412]"
17517355,"[121328.96, 121596.2, 122299.63, 131321.86, 131609.17]","[19000, 19001, 18414, 18413, 18412]"
17391090,"[81887.91, 82159.06, 82162.38, 82423.87, 82621.98]","[18412, 18413, 19000, 18414, 19001]"
17728257,"[83117.86, 83389.0, 83392.32, 83653.8, 83851.91]","[18412, 18413, 19000, 18414, 19001]"
16661373,"[12020.13, 12291.28, 12294.6, 12556.09, 12582.02]","[18412, 18413, 19000, 18414, 19001]"
17665436,"[11947.58, 12218.72, 12222.04, 12483.53, 12509.46]","[18412, 18413, 19000, 18414, 19001]"
17679793,"[11651.55, 11922.69, 11926.01, 12187.5, 12213.44]","[18412, 18413, 19000, 18414, 19001]"
17698599,"[12421.97, 12693.11, 12696.44, 12957.92, 12983.86]","[18412, 18413, 19000, 18414, 19001]"
17699375,"[10921.09, 11192.23, 11195.55, 11457.04, 11482.97]","[18412, 18413, 19000, 18414, 19001]"
17707091,"[11185.89, 11457.03, 11460.35, 11721.84, 11747.77]","[18412, 18413, 19000, 18414, 19001]"
17709686,"[11651.55, 11922.69, 11926.01, 12187.5, 12213.44]","[18412, 18413, 19000, 18414, 19001]"
17715344,"[12639.4, 12910.54, 12913.87, 13175.35, 13201.29]","[18412, 18413, 19000, 18414, 19001]"
17718201,"[11650.54, 11921.68, 11925.0, 12186.49, 12212.42]","[18412, 18413, 19000, 18414, 19001]"
17725262,"[10604.01, 10875.15, 10878.47, 11139.96, 11165.89]","[18412, 18413, 19000, 18414, 19001]"
17726180,"[11450.46, 11721.61, 11724.93, 11986.42, 12012.35]","[18412, 18413, 19000, 18414, 19001]"
17730709,"[11644.29, 11915.43, 11918.75, 12180.24, 12206.17]","[18412, 18413, 19000, 18414, 19001]"
17733729,"[11932.45, 12203.59, 12206.91, 12468.4, 12494.33]","[18412, 18413, 19000, 18414, 19001]"
17743904,"[11743.09, 12014.23, 12017.56, 12279.04, 12304.98]","[18412, 18413, 19000, 18414, 19001]"
17746175,"[13077.48, 13348.63, 13351.95, 13613.44, 13639.37]","[18412, 18413, 19000, 18414, 19001]"
17750131,"[11052.33, 11323.48, 11326.8, 11588.29, 11614.22]","[18412, 18413, 19000, 18414, 19001]"
17751166,"[11839.0, 12110.14, 12113.46, 12374.95, 12400.88]","[18412, 18413, 19000, 18414, 19001]"
17752377,"[12338.36, 12609.51, 12612.83, 12874.32, 12900.25]","[18412, 18413, 19000, 18414, 19001]"
17753458,"[10919.33, 11190.48, 11193.8, 11455.29, 11481.22]","[18412, 18413, 19000, 18414, 19001]"
17648245,"[11641.47, 11912.61, 11915.94, 12177.42, 12203.36]","[18412, 18413, 19000, 18414, 19001]"
17666911,"[10272.25, 10543.39, 10546.72, 10808.2, 10834.14]","[18412, 18413, 19000, 18414, 19001]"
17715415,"[11584.51, 11855.65, 11858.97, 12120.46, 12146.39]","[18412, 18413, 19000, 18414, 19001]"
17728801,"[10767.43, 11038.57, 11041.89, 11303.38, 11329.32]","[18412, 18413, 19000, 18414, 19001]"
17732740,"[11883.51, 12154.66, 12157.98, 12419.47, 12445.4]","[18412, 18413, 19000, 18414, 19001]"
17737128,"[11471.23, 11742.37, 11745.69, 12007.18, 12033.12]","[18412, 18413, 19000, 18414, 19001]"
17739512,"[11904.36, 12175.5, 12178.82, 12440.31, 12466.24]","[18412, 18413, 19000, 18414, 19001]"
17742883,"[12146.79, 12417.93, 12421.25, 12682.74, 12708.67]","[18412, 18413, 19000, 18414, 19001]"
17604233,"[115459.93, 115485.8, 115747.23, 115750.55, 116101.36]","[19001, 18414, 19000, 18413, 18412]"
17705161,"[117931.46, 117957.34, 118218.77, 118222.09, 118572.89]","[19001, 18414, 19000, 18413, 18412]"
17720115,"[115305.49, 115331.37, 115592.79, 115596.12, 115946.92]","[19001, 18414, 19000, 18413, 18412]"
17736055,"[116101.78, 116127.66, 116389.09, 116392.41, 116743.21]","[19001, 18414, 19000, 18413, 18412]"
17747278,"[115075.48, 115101.37, 115362.79, 115366.11, 115716.91]","[19001, 18414, 19000, 18413, 18412]"
16358599,"[35019.01, 35290.15, 35293.47, 35554.96, 35753.07]","[18412, 18413, 19000, 18414, 19001]"
17697343,"[35129.79, 35400.93, 35404.25, 35665.74, 35863.84]","[18412, 18413, 19000, 18414, 19001]"
17717358,"[35641.35, 35912.49, 35915.81, 36177.3, 36375.41]","[18412, 18413, 19000, 18414, 19001]"
17717367,"[35611.82, 35882.96, 35886.29, 36147.77, 36345.88]","[18412, 18413, 19000, 18414, 19001]"
17723761,"[35135.09, 35406.23, 35409.56, 35671.05, 35869.15]","[18412, 18413, 19000, 18414, 19001]"
17728652,"[34917.82, 35188.96, 35192.28, 35453.77, 35651.88]","[18412, 18413, 19000, 18414, 19001]"
17731562,"[35022.18, 35293.33, 35296.65, 35558.14, 35756.24]","[18412, 18413, 19000, 18414, 19001]"
17733295,"[34860.64, 35131.78, 35135.11, 35396.59, 35594.7]","[18412, 18413, 19000, 18414, 19001]"
17735835,"[34729.61, 35000.75, 35004.07, 35265.56, 35463.67]","[18412, 18413, 19000, 18414, 19001]"
17742048,"[35925.64, 36196.78, 36200.1, 36461.59, 36659.7]","[18412, 18413, 19000, 18414, 19001]"
17743620,"[37191.34, 37462.48, 37465.8, 37727.29, 37925.4]","[18412, 18413, 19000, 18414, 19001]"
17750708,"[37177.14, 37448.28, 37451.6, 37713.09, 37911.2]","[18412, 18413, 19000, 18414, 19001]"
17751336,"[34474.54, 34745.68, 34749.0, 35010.49, 35208.6]","[18412, 18413, 19000, 18414, 19001]"
17751582,"[36081.46, 36352.6, 36355.92, 36617.41, 36815.52]","[18412, 18413, 19000, 18414, 19001]"
17752016,"[35523.7, 35794.84, 35798.16, 36059.65, 36257.76]","[18412, 18413, 19000, 18414, 19001]"
17753119,"[34701.34, 34972.48, 34975.8, 35237.29, 35435.4]","[18412, 18413, 19000, 18414, 19001]"
17753342,"[40254.69, 40525.83, 40529.16, 40790.64, 40988.75]","[18412, 18413, 19000, 18414, 19001]"
17753553,"[33533.49, 33804.63, 33807.95, 34069.44, 34267.55]","[18412, 18413, 19000, 18414, 19001]"
17753666,"[32755.37, 33026.52, 33029.84, 33291.32, 33489.43]","[18412, 18413, 19000, 18414, 19001]"
17753935,"[37500.85, 37771.99, 37775.31, 38036.8, 38234.91]","[18412, 18413, 19000, 18414, 19001]"
17100009,"[36635.98, 36907.12, 36910.44, 37171.93, 37370.04]","[18412, 18413, 19000, 18414, 19001]"
17668015,"[35723.41, 35994.55, 35997.87, 36259.36, 36457.46]","[18412, 18413, 19000, 18414, 19001]"
17686770,"[35903.29, 36174.43, 36177.75, 36439.23, 36637.34]","[18412, 18413, 19000, 18414, 19001]"
17705103,"[35243.72, 35514.87, 35518.19, 35779.68, 35977.78]","[18412, 18413, 19000, 18414, 19001]"
17706693,"[34719.98, 34991.13, 34994.45, 35255.93, 35454.04]","[18412, 18413, 19000, 18414, 19001]"
17708711,"[34861.33, 35132.47, 35135.79, 35397.28, 35595.39]","[18412, 18413, 19000, 18414, 19001]"
17710421,"[34500.23, 34771.37, 34774.69, 35036.18, 35234.29]","[18412, 18413, 19000, 18414, 19001]"
17713132,"[35187.72, 35458.86, 35462.18, 35723.67, 35921.78]","[18412, 18413, 19000, 18414, 19001]"
17722678,"[35619.84, 35890.98, 35894.3, 36155.79, 36353.9]","[18412, 18413, 19000, 18414, 19001]"
17725353,"[34882.7, 35153.84, 35157.16, 35418.65, 35616.76]","[18412, 18413, 19000, 18414, 19001]"
17731538,"[34750.21, 35021.36, 35024.68, 35286.16, 35484.27]","[18412, 18413, 19000, 18414, 19001]"
17731563,"[34672.63, 34943.78, 34947.1, 35208.59, 35406.69]","[18412, 18413, 19000, 18414, 19001]"
17731565,"[34755.84, 35026.98, 35030.3, 35291.79, 35489.89]","[18412, 18413, 19000, 18414, 19001]"
17745415,"[34501.56, 34772.7, 34776.02, 35037.51, 35235.62]","[18412, 18413, 19000, 18414, 19001]"
17746816,"[35674.36, 35945.5, 35948.82, 36210.31, 36408.42]","[18412, 18413, 19000, 18414, 19001]"
17746896,"[36799.76, 37070.9, 37074.22, 37335.71, 37533.82]","[18412, 18413, 19000, 18414, 19001]"
17746957,"[39706.68, 39977.82, 39981.14, 40242.63, 40440.73]","[18412, 18413, 19000, 18414, 19001]"
17748648,"[35727.59, 35998.73, 36002.06, 36263.55, 36461.65]","[18412, 18413, 19000, 18414, 19001]"
17749052,"[34276.39, 34547.54, 34550.86, 34812.34, 35010.45]","[18412, 18413, 19000, 18414, 19001]"
17749850,"[34883.7, 35154.84, 35158.16, 35419.65, 35617.76]","[18412, 18413, 19000, 18414, 19001]"
16492498,"[33114.75, 33385.89, 33389.22, 33650.71, 33848.81]","[18412, 18413, 19000, 18414, 19001]"
16938472,"[34099.77, 34370.91, 34374.23, 34635.71, 34833.82]","[18412, 18413, 19000, 18414, 19001]"
17727511,"[33362.07, 33633.21, 33636.53, 33898.02, 34096.13]","[18412, 18413, 19000, 18414, 19001]"
17729397,"[34017.97, 34289.11, 34292.43, 34553.92, 34752.03]","[18412, 18413, 19000, 18414, 19001]"
17732120,"[35862.96, 36134.11, 36137.43, 36398.92, 36597.02]","[18412, 18413, 19000, 18414, 19001]"
17732158,"[33818.58, 34089.72, 34093.05, 34354.54, 34552.64]","[18412, 18413, 19000, 18414, 19001]"
17732326,"[35256.16, 35527.3, 35530.63, 35792.11, 35990.22]","[18412, 18413, 19000, 18414, 19001]"
17733522,"[35326.07, 35597.22, 35600.54, 35862.03, 36060.13]","[18412, 18413, 19000, 18414, 19001]"
17733694,"[35269.47, 35540.62, 35543.94, 35805.43, 36003.53]","[18412, 18413, 19000, 18414, 19001]"
17735055,"[37169.59, 37440.73, 37444.05, 37705.54, 37903.64]","[18412, 18413, 19000, 18414, 19001]"
17735752,"[34505.7, 34776.84, 34780.16, 35041.65, 35239.76]","[18412, 18413, 19000, 18414, 19001]"
17738265,"[33852.5, 34123.64, 34126.96, 34388.45, 34586.56]","[18412, 18413, 19000, 18414, 19001]"
17738959,"[36318.31, 36589.45, 36592.77, 36854.26, 37052.37]","[18412, 18413, 19000, 18414, 19001]"
17739589,"[36595.12, 36866.26, 36869.59, 37131.07, 37329.18]","[18412, 18413, 19000, 18414, 19001]"
17744119,"[35843.5, 36114.64, 36117.96, 36379.45, 36577.55]","[18412, 18413, 19000, 18414, 19001]"
17744884,"[35446.17, 35717.31, 35720.63, 35982.12, 36180.23]","[18412, 18413, 19000, 18414, 19001]"
17745352,"[36406.17, 36677.31, 36680.63, 36942.12, 37140.23]","[18412, 18413, 19000, 18414, 19001]"
17745372,"[34953.68, 35224.82, 35228.14, 35489.63, 35687.73]","[18412, 18413, 19000, 18414, 19001]"
17745401,"[34587.61, 34858.75, 34862.07, 35123.56, 35321.66]","[18412, 18413, 19000, 18414, 19001]"
17745413,"[34501.56, 34772.7, 34776.02, 35037.51, 35235.62]","[18412, 18413, 19000, 18414, 19001]"
14755117,"[35915.43, 36186.57, 36189.89, 36451.38, 36649.48]","[18412, 18413, 19000, 18414, 19001]"
17478724,"[35639.61, 35910.75, 35914.07, 36175.56, 36373.67]","[18412, 18413, 19000, 18414, 19001]"
17574137,"[35446.17, 35717.31, 35720.63, 35982.12, 36180.23]","[18412, 18413, 19000, 18414, 19001]"
17643055,"[34688.78, 34959.92, 34963.24, 35224.73, 35422.84]","[18412, 18413, 19000, 18414, 19001]"
17671095,"[34647.91, 34919.05, 34922.38, 35183.86, 35381.97]","[18412, 18413, 19000, 18414, 19001]"
17671674,"[33441.2, 33712.34, 33715.66, 33977.15, 34175.26]","[18412, 18413, 19000, 18414, 19001]"
17674698,"[35435.7, 35706.84, 35710.16, 35971.65, 36169.75]","[18412, 18413, 19000, 18414, 19001]"
17676939,"[35276.75, 35547.89, 35551.21, 35812.7, 36010.8]","[18412, 18413, 19000, 18414, 19001]"
17688674,"[35022.18, 35293.33, 35296.65, 35558.14, 35756.24]","[18412, 18413, 19000, 18414, 19001]"
17694009,"[35272.39, 35543.54, 35546.86, 35808.34, 36006.45]","[18412, 18413, 19000, 18414, 19001]"
17698753,"[32424.76, 32695.9, 32699.22, 32960.71, 33158.82]","[18412, 18413, 19000, 18414, 19001]"
17710422,"[34500.23, 34771.37, 34774.69, 35036.18, 35234.29]","[18412, 18413, 19000, 18414, 19001]"
17711673,"[33663.67, 33934.81, 33938.13, 34199.62, 34397.73]","[18412, 18413, 19000, 18414, 19001]"
17712512,"[33623.11, 33894.25, 33897.57, 34159.06, 34357.17]","[18412, 18413, 19000, 18414, 19001]"
17713116,"[36303.22, 36574.36, 36577.68, 36839.17, 37037.28]","[18412, 18413, 19000, 18414, 19001]"
17713394,"[34937.95, 35209.09, 35212.41, 35473.9, 35672.0]","[18412, 18413, 19000, 18414, 19001]"
17714827,"[34934.9, 35206.04, 35209.36, 35470.85, 35668.96]","[18412, 18413, 19000, 18414, 19001]"
17718814,"[40131.24, 40402.38, 40405.7, 40667.19, 40865.3]","[18412, 18413, 19000, 18414, 19001]"
17726487,"[36935.57, 37206.71, 37210.03, 37471.52, 37669.63]","[18412, 18413, 19000, 18414, 19001]"
17728113,"[35599.98, 35871.12, 35874.44, 36135.93, 36334.04]","[18412, 18413, 19000, 18414, 19001]"
16699948,"[48607.14, 48878.28, 48881.6, 49143.09, 49341.2]","[18412, 18413, 19000, 18414, 19001]"
15477825,"[7906.35, 8177.49, 8180.81, 8442.3, 8468.23]","[18412, 18413, 19000, 18414, 19001]"
17644903,"[8271.29, 8542.43, 8545.75, 8807.24, 8833.17]","[18412, 18413, 19000, 18414, 19001]"
17674632,"[7167.1, 7438.25, 7441.57, 7703.06, 7728.99]","[18412, 18413, 19000, 18414, 19001]"
17712042,"[7524.52, 7795.66, 7798.99, 8060.47, 8086.41]","[18412, 18413, 19000, 18414, 19001]"
17718395,"[6842.34, 7113.48, 7116.8, 7378.29, 7404.22]","[18412, 18413, 19000, 18414, 19001]"
17722122,"[6437.52, 6708.66, 6711.98, 6973.47, 6999.4]","[18412, 18413, 19000, 18414, 19001]"
17741194,"[6749.21, 7020.35, 7023.67, 7285.16, 7311.09]","[18412, 18413, 19000, 18414, 19001]"
17741557,"[6664.07, 6935.21, 6938.53, 7200.02, 7225.95]","[18412, 18413, 19000, 18414, 19001]"
17749963,"[8422.17, 8693.31, 8696.63, 8958.12, 8984.06]","[18412, 18413, 19000, 18414, 19001]"
17752919,"[7765.1, 8036.24, 8039.56, 8301.05, 8326.98]","[18412, 18413, 19000, 18414, 19001]"
17723080,"[40358.59, 40629.73, 40633.05, 40894.54, 41092.64]","[18412, 18413, 19000, 18414, 19001]"
17021983,"[89367.05, 89638.19, 89641.51, 89903.0, 90101.1]","[18412, 18413, 19000, 18414, 19001]"
17594944,"[87206.59, 87477.73, 87481.05, 87742.54, 87940.64]","[18412, 18413, 19000, 18414, 19001]"
17631852,"[89506.44, 89777.59, 89780.91, 90042.39, 90240.5]","[18412, 18413, 19000, 18414, 19001]"
17656764,"[87975.06, 88246.2, 88249.53, 88511.02, 88709.13]","[18412, 18413, 19000, 18414, 19001]"
17748411,"[85218.08, 85489.23, 85492.55, 85754.03, 85952.14]","[18412, 18413, 19000, 18414, 19001]"
14866098,"[54624.54, 54895.68, 54899.0, 55160.49, 55358.6]","[18412, 18413, 19000, 18414, 19001]"
17610403,"[51898.79, 52169.93, 52173.25, 52434.74, 52632.85]","[18412, 18413, 19000, 18414, 19001]"
17692481,"[51935.09, 52206.23, 52209.55, 52471.04, 52669.15]","[18412, 18413, 19000, 18414, 19001]"
17699045,"[53689.48, 53960.63, 53963.95, 54225.44, 54423.54]","[18412, 18413, 19000, 18414, 19001]"
17701456,"[53791.3, 54062.45, 54065.77, 54327.26, 54525.36]","[18412, 18413, 19000, 18414, 19001]"
17703796,"[54896.79, 55167.93, 55171.25, 55432.74, 55630.84]","[18412, 18413, 19000, 18414, 19001]"
17724120,"[51840.31, 52111.46, 52114.78, 52376.27, 52574.37]","[18412, 18413, 19000, 18414, 19001]"
17732316,"[53755.87, 54027.01, 54030.33, 54291.82, 54489.93]","[18412, 18413, 19000, 18414, 19001]"
17733418,"[51586.97, 51858.11, 51861.43, 52122.92, 52321.03]","[18412, 18413, 19000, 18414, 19001]"
17734010,"[55050.86, 55322.0, 55325.32, 55586.81, 55784.92]","[18412, 18413, 19000, 18414, 19001]"
17741030,"[55684.11, 55955.25, 55958.57, 56220.06, 56418.16]","[18412, 18413, 19000, 18414, 19001]"
17742636,"[54634.23, 54905.37, 54908.7, 55170.18, 55368.29]","[18412, 18413, 19000, 18414, 19001]"
17742704,"[54741.32, 55012.46, 55015.79, 55277.28, 55475.38]","[18412, 18413, 19000, 18414, 19001]"
17743427,"[51600.73, 51871.88, 51875.2, 52136.69, 52334.79]","[18412, 18413, 19000, 18414, 19001]"
17744606,"[54705.73, 54976.88, 54980.2, 55241.68, 55439.79]","[18412, 18413, 19000, 18414, 19001]"
17748168,"[53839.57, 54110.71, 54114.03, 54375.52, 54573.63]","[18412, 18413, 19000, 18414, 19001]"
17749330,"[51367.87, 51639.01, 51642.33, 51903.82, 52101.93]","[18412, 18413, 19000, 18414, 19001]"
17750776,"[55046.58, 55317.72, 55321.04, 55582.53, 55780.64]","[18412, 18413, 19000, 18414, 19001]"
17750835,"[54966.63, 55237.77, 55241.09, 55502.58, 55700.69]","[18412, 18413, 19000, 18414, 19001]"
17753797,"[53687.82, 53958.96, 53962.28, 54223.77, 54421.88]","[18412, 18413, 19000, 18414, 19001]"
17607796,"[53442.34, 53713.48, 53716.8, 53978.29, 54176.4]","[18412, 18413, 19000, 18414, 19001]"
17678233,"[54379.95, 54651.09, 54654.41, 54915.9, 55114.01]","[18412, 18413, 19000, 18414, 19001]"
17740762,"[65452.77, 65723.91, 65727.24, 65988.73, 66186.84]","[18412, 18413, 19000, 18414, 19001]"
17753185,"[63095.58, 63366.72, 63370.04, 63631.53, 63829.64]","[18412, 18413, 19000, 18414, 19001]"
16863132,"[20417.14, 20688.28, 20691.61, 20953.09, 20979.03]","[18412, 18413, 19000, 18414, 19001]"
17640849,"[24140.26, 24411.41, 24414.73, 24676.21, 24874.32]","[18412, 18413, 19000, 18414, 19001]"
17640906,"[23846.4, 24117.54, 24120.87, 24382.35, 24580.46]","[18412, 18413, 19000, 18414, 19001]"
17687344,"[20467.04, 20738.18, 20741.51, 21002.99, 21028.93]","[18412, 18413, 19000, 18414, 19001]"
17725689,"[24182.56, 24453.7, 24457.02, 24718.51, 24916.62]","[18412, 18413, 19000, 18414, 19001]"
17729533,"[24495.68, 24766.82, 24770.14, 25031.63, 25229.73]","[18412, 18413, 19000, 18414, 19001]"
17736490,"[21815.53, 22086.67, 22089.99, 22351.48, 22377.41]","[18412, 18413, 19000, 18414, 19001]"
17739893,"[24635.18, 24906.33, 24909.65, 25171.14, 25369.24]","[18412, 18413, 19000, 18414, 19001]"
17742166,"[24731.04, 25002.18, 25005.5, 25266.99, 25465.1]","[18412, 18413, 19000, 18414, 19001]"
17745688,"[23879.37, 24150.51, 24153.83, 24415.32, 24613.42]","[18412, 18413, 19000, 18414, 19001]"
17747327,"[24645.44, 24916.59, 24919.91, 25181.39, 25379.5]","[18412, 18413, 19000, 18414, 19001]"
17747565,"[24554.85, 24825.99, 24829.32, 25090.8, 25288.91]","[18412, 18413, 19000, 18414, 19001]"
17748540,"[20591.41, 20862.55, 20865.88, 21127.36, 21153.3]","[18412, 18413, 19000, 18414, 19001]"
17752796,"[24731.04, 25002.18, 25005.5, 25266.99, 25465.1]","[18412, 18413, 19000, 18414, 19001]"
16999212,"[62596.0, 62867.14, 62870.46, 63131.95, 63330.06]","[18412, 18413, 19000, 18414, 19001]"
17334722,"[60527.35, 60798.49, 60801.82, 61063.3, 61261.41]","[18412, 18413, 19000, 18414, 19001]"
17555213,"[59522.96, 59794.1, 59797.42, 60058.91, 60257.02]","[18412, 18413, 19000, 18414, 19001]"
17668315,"[58402.48, 58673.62, 58676.94, 58938.43, 59136.54]","[18412, 18413, 19000, 18414, 19001]"
17691742,"[61955.21, 62226.35, 62229.67, 62491.16, 62689.27]","[18412, 18413, 19000, 18414, 19001]"
17699190,"[57533.75, 57804.89, 57808.21, 58069.7, 58267.81]","[18412, 18413, 19000, 18414, 19001]"
17725261,"[61759.06, 62030.2, 62033.52, 62295.01, 62493.12]","[18412, 18413, 19000, 18414, 19001]"
17726177,"[54972.71, 55243.86, 55247.18, 55508.67, 55706.77]","[18412, 18413, 19000, 18414, 19001]"
17727999,"[65056.67, 65327.82, 65331.14, 65592.63, 65790.73]","[18412, 18413, 19000, 18414, 19001]"
17744052,"[62721.06, 62992.2, 62995.52, 63257.01, 63455.12]","[18412, 18413, 19000, 18414, 19001]"
17752534,"[54528.7, 54799.84, 54803.16, 55064.65, 55262.75]","[18412, 18413, 19000, 18414, 19001]"
