sa2_code,sa2_name,hh_total,hh_low_u650,hh_high_ge2000,pct_low_u650,pct_high_ge2000
203021044,Leopold,4401,800,1527,0.1817768688934333,0.34696659850034084
203021045,Newcomb - Moolap,5721,1504,1290,0.262891102954029,0.22548505506030414
203021046,Newtown (Vic.),2941,573,1118,0.19483168990139407,0.3801428085685141
203021047,North Geelong - Bell Park,5491,1307,1590,0.23802586049899835,0.289564742305591
203021485,Charlemont,3225,376,1464,0.11658914728682171,0.45395348837209304
203021486,Corio - Lovely Banks,5753,1348,1368,0.2343125325916913,0.23778897966278464
203021487,Grovedale - Mount Duneed,7745,1279,3069,0.16513879922530664,0.3962556488056811
203021488,Norlane,3336,1151,531,0.34502398081534774,0.1591726618705036
203031048,Clifton Springs,5817,1128,1811,0.19391438886023724,0.31132886367543405
203031049,Lorne - Anglesea,1914,359,606,0.18756530825496343,0.3166144200626959
203031051,Portarlington,3622,991,795,0.2736057426836002,0.2194919933738266
203031052,Point Lonsdale - Queenscliff,1868,389,550,0.2082441113490364,0.2944325481798715
203031053,Torquay,6309,898,2900,0.14233634490410524,0.4596608020288477
203031489,Barwon Heads - Armstrong Creek,3074,353,1454,0.11483409238776839,0.4729993493819128
203031490,Ocean Grove,5657,956,2239,0.16899416651935656,0.39579282305108715
204011054,Alexandra,2540,698,580,0.2748031496062992,0.2283464566929134
204011055,Euroa,2468,665,517,0.2694489465153971,0.2094813614262561
204011056,Kilmore - Broadford,4866,930,1631,0.19112207151664612,0.33518290176736537
204011057,Mansfield (Vic.),3328,768,877,0.23076923076923078,0.26352163461538464
204011058,Nagambie,1577,398,411,0.25237793278376663,0.26062143310082436
204011059,Seymour,2326,625,547,0.2687016337059329,0.2351676698194325
204011060,Seymour Surrounds,1220,163,503,0.13360655737704918,0.4122950819672131
204011061,Upper Yarra Valley,81,25,10,0.30864197530864196,0.12345679012345678
204011062,Yea,1403,364,348,0.2594440484675695,0.248039914468995
204021063,Benalla,4027,1067,916,0.2649615098087907,0.22746461385646882
204021064,Benalla Surrounds,1251,259,332,0.2070343725019984,0.2653876898481215
204021065,Rutherglen,1407,291,413,0.2068230277185501,0.2935323383084577
204021066,Wangaratta,7185,1805,1863,0.2512178148921364,0.2592901878914405
