sa2_code,sa2_name,hh_total,hh_low_u650,hh_high_ge2000,pct_low_u650,pct_high_ge2000
212031300,Cranbourne,6357,1060,1970,0.16674532011955326,0.309894604373132
212031303,Cranbourne South,4606,414,2397,0.08988276161528441,0.5204081632653061
212031304,Cranbourne West,5876,555,2540,0.09445200816882232,0.4322668481960517
212031306,Lynbrook - Lyndhurst,4015,277,2194,0.06899128268991282,0.5464508094645081
212031308,Pearcedale - Tooradin,2226,321,920,0.14420485175202155,0.4132973944294699
212031457,Narre Warren South - East,2896,250,1489,0.08632596685082873,0.5141574585635359
212031458,Narre Warren South - West,4001,397,1808,0.09922519370157461,0.45188702824293925
212031555,Clyde North - North,2591,215,1395,0.08297954457738325,0.5384021613276727
212031556,Clyde North - South,3713,151,1985,0.040667923511984914,0.5346081335847024
212031557,Cranbourne East - North,5994,641,2648,0.10694027360694028,0.4417751084417751
212031558,Cranbourne East - South,3349,345,1529,0.10301582561958794,0.4565541952821738
212031559,Cranbourne North - East,2988,193,1549,0.0645917001338688,0.5184069611780455
212031560,Cranbourne North - West,3298,446,1206,0.13523347483323225,0.36567616737416614
212031561,Hampton Park - East,3299,435,1138,0.13185813882994846,0.3449530160654744
212031562,Hampton Park - West,3686,580,1137,0.15735214324470972,0.30846446011937056
212041309,Clarinda - Oakleigh South,3387,722,1199,0.2131679952760555,0.3540005904930617
212041310,Clayton South,4127,784,1429,0.18996850012115338,0.3462563605524594
212041312,Dandenong North,6570,1371,2062,0.20867579908675798,0.31385083713850837
212041313,Dingley Village,3048,561,1256,0.18405511811023623,0.4120734908136483
212041316,Noble Park North,2325,466,758,0.20043010752688173,0.3260215053763441
212041317,Springvale,6259,1402,1828,0.22399744368109922,0.2920594344144432
212041318,Springvale South,3300,638,1075,0.19333333333333333,0.32575757575757575
212041459,Noble Park - East,4215,930,1139,0.2206405693950178,0.2702253855278766
212041460,Noble Park - West,5656,1204,1636,0.21287128712871287,0.28925035360678925
212041563,Dandenong - North,6578,1668,1527,0.2535725144420797,0.2321374277896017
212041564,Dandenong - South,2521,623,664,0.2471241570805236,0.26338754462514874
212041565,Keysborough - North,4259,808,1411,0.1897158957501761,0.33129842686076544
212041566,Keysborough - South,3276,273,1791,0.08333333333333333,0.5467032967032966
212051319,Ashwood - Chadstone,5563,1210,2139,0.21750853855833183,0.38450476361675356
212051321,Glen Waverley - East,5613,1155,2121,0.20577231427044362,0.3778727952966328
212051322,Glen Waverley - West,5566,1151,2064,0.20679123248293207,0.37082285303629176
212051323,Mount Waverley - North,4296,825,1687,0.1920391061452514,0.3926908752327747
212051324,Mount Waverley - South,5137,920,2049,0.17909285575238465,0.39887093634416976
212051325,Mulgrave,5509,948,2171,0.17208204755854056,0.394082410600835
212051326,Oakleigh - Huntingdale,6824,1322,2694,0.1937280187573271,0.3947831184056272
212051327,Wheelers Hill,5637,1230,1934,0.21820117083555082,0.3430902962568742
212051567,Clayton (North) - Notting Hill,2673,739,692,0.2764683875794987,0.25888514777403665
212051568,Clayton - Central,3506,699,1278,0.1993725042783799,0.3645179691956646
213011328,Ardeer - Albion,2541,692,710,0.27233372687918145,0.2794175521448249
213011329,Cairnlea,2286,293,1017,0.12817147856517935,0.4448818897637795
213011331,Delahey,2370,503,763,0.21223628691983124,0.32194092827004217
213011332,Keilor Downs,3877,743,1285,0.19164302295589372,0.3314418364714986
213011333,Kings Park (Vic.),4022,901,1023,0.22401790154152162,0.2543510691198409
213011334,St Albans - North,6095,1613,1402,0.2646431501230517,0.23002461033634125
213011335,St Albans - South,4893,1262,1244,0.25791947680359695,0.2542407520948293
213011336,Sunshine,2841,586,943,0.20626539950721576,0.3319253783878916
213011337,Sunshine North,3357,785,993,0.2338397378611856,0.2957998212689902
213011338,Sunshine West,5413,1185,1576,0.21891742102346204,0.2911509329392204
213011339,Sydenham,3263,465,1283,0.1425068954949433,0.3931964449892737
213011340,Taylors Lakes,4281,659,1869,0.15393599626255547,0.4365802382620883
213011569,Deer Park,5109,1019,1562,0.19945194754355058,0.30573497749070266
213011570,Derrimut,1850,162,949,0.08756756756756756,0.512972972972973
213021341,Altona,4380,966,1607,0.22054794520547946,0.36689497716894975
213021342,Altona Meadows,6239,1224,2139,0.19618528610354224,0.34284340439172944
213021343,Altona North,4556,1020,1655,0.22388059701492538,0.3632572431957858
213021344,Newport,4761,727,2238,0.15269901281243436,0.4700693131695022
213021345,Seabrook,1351,169,596,0.12509252405625462,0.4411547002220577
213021346,Williamstown,4011,867,1556,0.2161555721765146,0.3879331837447021
213031347,Braybrook,5765,1223,2038,0.21214223764093668,0.35351257588898527
213031348,Footscray,6217,1168,2258,0.18787196396976033,0.3631976837703072
213031349,Maribyrnong,4057,554,1665,0.1365541040177471,0.41040177471037714
213031350,Seddon - Kingsville,2657,451,1180,0.16974030861874295,0.4441098983816334
213031351,West Footscray - Tottenham,3686,635,1493,0.17227346717308736,0.40504612045577865
213031352,Yarraville,4152,658,1917,0.15847784200385356,0.46170520231213874
213041353,Bacchus Marsh,7430,1282,2899,0.17254374158815614,0.3901749663526245
213041358,Melton West,5889,846,2067,0.1436576668364748,0.3509933774834437
213041359,Rockbank - Mount Cottrell,3859,309,1897,0.0800725576574242,0.4915781290489764
213041360,Taylors Hill,4385,446,2261,0.1017103762827822,0.5156214367160775
213041461,Burnside,1448,268,566,0.1850828729281768,0.39088397790055246
213041462,Burnside Heights,1381,122,696,0.08834178131788559,0.503982621288921
213041463,Caroline Springs,5029,612,2297,0.12169417379200637,0.4567508450984291
213041571,Brookfield,2700,455,928,0.1685185185185185,0.3437037037037037
213041572,Cobblebank - Strathtulloh,1915,142,909,0.07415143603133159,0.47467362924281986
213041573,Eynesbury - Exford,712,46,424,0.06460674157303371,0.5955056179775281
213041574,Fraser Rise - Plumpton,2545,183,1364,0.0719056974459725,0.5359528487229862
213041575,Hillside,3970,442,1942,0.11133501259445844,0.48916876574307305
213041576,Kurunjang - Toolern Vale,3392,545,1093,0.16067216981132076,0.32222877358490565
213041577,Melton,2686,732,492,0.27252419955323903,0.18317200297840655
213041578,Melton South - Weir Views,4787,914,1251,0.19093377898475036,0.26133277626906204
213051361,Hoppers Crossing - North,5220,774,1909,0.1482758620689655,0.3657088122605364
213051362,Hoppers Crossing - South,5611,1004,1748,0.17893423632151131,0.31153092140438426
213051363,Laverton,2988,389,1299,0.13018741633199465,0.4347389558232932
213051368,Werribee - South,4988,860,1899,0.1724137931034483,0.3807137129109864
213051464,Point Cook - East,4224,435,2133,0.10298295454545454,0.5049715909090909
213051466,Point Cook - South,4093,314,2370,0.07671634497923284,0.5790373808942096
213051467,Werribee - East,6040,1260,1685,0.20860927152317882,0.27897350993377484
213051468,Werribee - West,6420,799,2874,0.12445482866043614,0.44766355140186914
213051579,Manor Lakes - Quandong,2488,137,1394,0.055064308681672024,0.5602893890675241
213051580,Point Cook - North East,3581,452,1674,0.12622172577492322,0.46746718793633063
213051581,Point Cook - North West,2206,174,1223,0.07887579329102448,0.5543970988213962
213051582,Tarneit (West) - Mount Cottrell,2433,155,1207,0.06370735717221537,0.49609535552815454
213051583,Tarneit - Central,6342,520,3169,0.08199306212551245,0.499684642068748
213051584,Tarneit - North,1658,82,877,0.04945717732207479,0.528950542822678
213051585,Tarneit - South,2739,316,1133,0.1153705732018985,0.41365461847389556
213051586,Truganina - North,1953,82,1073,0.04198668714797747,0.5494111623143881
213051587,Truganina - South East,2238,136,1229,0.06076854334226988,0.5491510277033065
213051588,Truganina - South West,4330,443,1864,0.1023094688221709,0.43048498845265587
213051589,Wyndham Vale - North,2424,225,1003,0.09282178217821782,0.4137788778877888
213051590,Wyndham Vale - South,3727,472,1439,0.1266434129326536,0.3861014220552723
214011370,Carrum Downs,7393,1242,2695,0.16799675368591913,0.36453401866630597
214011371,Frankston,8599,2020,2520,0.23491103616699616,0.2930573322479358
214011372,Frankston North,6856,1581,1860,0.2306009334889148,0.27129521586931155
214011373,Frankston South,5292,958,2147,0.18102796674225247,0.40570672713529854
214011374,Langwarrin,7493,1088,3173,0.14520218870946217,0.42346189777125315
214011375,Seaford (Vic.),6210,1345,2046,0.21658615136876005,0.3294685990338164
214011376,Skye - Sandhurst,3565,357,1753,0.10014025245441795,0.4917251051893408
214021377,Dromana,4582,1003,1299,0.21890004364906154,0.2835006547359232
214021378,Flinders,1489,246,559,0.16521155137676294,0.37541974479516454
214021379,Hastings - Somers,7710,1691,2334,0.21932555123216602,0.3027237354085603
214021381,Mount Eliza,4147,698,1791,0.16831444417651314,0.43187846636122496
214021382,Mount Martha,5436,883,2280,0.1624356144223694,0.4194260485651214
214021383,Point Nepean,6402,1482,1788,0.23149015932521086,0.27928772258669166
214021384,Rosebud - McCrae,8489,2231,1962,0.26281069619507597,0.231122629284957
214021385,Somerville,5719,990,2178,0.17310718657107885,0.3808358104563735
214021591,Mornington - East,4859,1068,1624,0.2197983124099609,0.3342251492076559
214021592,Mornington - West,3913,963,1054,0.2461027344748275,0.26935854842831586
215011386,Ararat,2863,709,685,0.24764233321690535,0.23925951798812434
215011387,Ararat Surrounds,1057,226,317,0.21381267738883633,0.29990539262062443
215011388,Horsham,6105,1409,1738,0.2307944307944308,0.28468468468468466
215011389,Horsham Surrounds,1059,190,350,0.1794145420207743,0.3305004721435316
215011390,Nhill Region,2543,701,577,0.27565867086118756,0.22689736531655524
215011391,St Arnaud,1286,425,239,0.33048211508553654,0.18584758942457233
215011392,Stawell,3038,785,726,0.2583936800526662,0.238973008558262
215011393,West Wimmera,958,273,221,0.2849686847599165,0.23068893528183715
215011394,Yarriambiack,2369,689,498,0.2908400168847615,0.21021528070915999
215021395,Irymple,2184,363,806,0.1662087912087912,0.36904761904761907
215021396,Merbein,1478,320,411,0.2165087956698241,0.2780784844384303
215021398,Mildura Surrounds,1218,292,316,0.23973727422003285,0.2594417077175698
215021399,Red Cliffs,1888,406,498,0.21504237288135594,0.263771186440678
215021469,Mildura - North,6196,1576,1432,0.2543576500968367,0.23111684958037443
215021470,Mildura - South,5344,1157,1637,0.21650449101796407,0.3063248502994012
215031400,Buloke,2232,625,452,0.2800179211469534,0.2025089605734767
215031401,Gannawarra,2352,619,505,0.26318027210884354,0.2147108843537415
215031402,Kerang,1476,450,269,0.3048780487804878,0.18224932249322492
215031403,Robinvale,897,215,258,0.23968784838350055,0.28762541806020064
215031404,Swan Hill,3848,841,1126,0.21855509355509356,0.2926195426195426
215031405,Swan Hill Surrounds,1971,410,559,0.20801623541349568,0.28361237950279045
216011406,Echuca,5290,1232,1491,0.2328922495274102,0.28185255198487713
216011407,Kyabram,3774,929,944,0.24615792262851086,0.25013248542660305
216011408,Lockington - Gunbower,1169,223,357,0.19076133447390933,0.30538922155688625
216011409,Rochester,1386,374,343,0.2698412698412698,0.2474747474747475
216011410,Rushworth,1493,443,316,0.29671801741460146,0.2116543871399866
216021411,Cobram,2267,649,513,0.286281429201588,0.2262902514336127
216021412,Moira,900,183,245,0.20333333333333334,0.2722222222222222
216021413,Numurkah,4199,1000,1047,0.23815194093831865,0.24934508216241963
216021414,Yarrawonga,3020,749,726,0.2480132450331126,0.24039735099337747
216031415,Mooroopna,2936,796,650,0.27111716621253407,0.22138964577656675
216031416,Shepparton - North,6200,1220,2001,0.1967741935483871,0.322741935483871
216031418,Shepparton Surrounds - East,1136,182,422,0.1602112676056338,0.3714788732394366
216031419,Shepparton Surrounds - West,3269,742,941,0.22698072805139186,0.28785561333741205
216031593,Kialla,2455,303,1066,0.12342158859470469,0.43421588594704685
216031594,Shepparton - South East,5367,1327,1126,0.24725172349543506,0.2098006335010248
217011420,Glenelg (Vic.),3118,824,772,0.2642719692110327,0.24759461193072482
217011421,Hamilton (Vic.),3852,943,921,0.24480789200415368,0.23909657320872274
217011422,Portland,4032,1040,1008,0.25793650793650796,0.25
217011423,Southern Grampians,2105,496,542,0.2356294536817102,0.25748218527315914
217031471,Camperdown,1290,337,303,0.26124031007751936,0.23488372093023255
217031472,Colac,4557,1155,1163,0.2534562211981567,0.25521176212420454
217031473,Colac Surrounds,1827,359,560,0.19649698960043788,0.3065134099616858
217031474,Corangamite - North,1891,490,467,0.2591221575885775,0.2469592808038075
217031475,Corangamite - South,2223,456,611,0.20512820512820512,0.27485380116959063
217031476,Otway,1395,357,307,0.25591397849462366,0.22007168458781362
217041477,Moyne - East,2104,410,628,0.19486692015209126,0.2984790874524715
217041478,Moyne - West,3188,597,999,0.18726474278544541,0.3133626097867001
217041479,Warrnambool - North,7616,1496,2419,0.19642857142857142,0.3176207983193277
217041480,Warrnambool - South,4643,1104,1333,0.23777729916002585,0.28709885849666167
297979799,Migratory - Offshore - Shipping (Vic.),0,0,0,,
299999499,No usual address (Vic.),0,0,0,,
