rental_id,top_distances,top_school_ids
17731453,"[2072.2, 5739.72, 7765.6, 23491.15, 23806.67]","[1526, 1500, 5144, 1187, 2436]"
16888264,"[2065.84, 3042.46, 5784.11, 7809.99, 24046.3]","[8797, 1526, 1500, 5144, 1187]"
14024048,"[2168.03, 6427.55, 8453.43, 24008.64, 25943.58]","[8797, 1500, 5144, 2436, 6261]"
17711629,"[1400.27, 6411.08, 8436.96, 23476.86, 25411.8]","[8797, 1500, 5144, 2436, 6261]"
17748383,"[1460.6, 7044.6, 9070.47, 23537.2, 25472.14]","[8797, 1500, 5144, 2436, 6261]"
17693976,"[5971.93, 7997.81, 23615.71, 23690.95, 24386.8]","[1500, 5144, 1187, 2436, 6261]"
17705109,"[1624.32, 5883.84, 7909.72, 24019.89, 24091.07]","[8797, 1500, 5144, 1187, 2436]"
17659357,"[5305.61, 7331.49, 22465.96, 23257.95, 32373.8]","[1500, 5144, 1187, 2436, 1004]"
17682937,"[5855.38, 7881.26, 22572.59, 23253.96, 31577.57]","[1500, 5144, 1187, 2436, 1004]"
17692627,"[1915.95, 2605.53, 21256.97, 21335.73, 87677.98]","[1111, 1503, 1505, 5240, 4910]"
15598722,"[1664.74, 2445.55, 4418.2, 23208.71, 23621.84]","[1111, 1503, 4687, 1570, 6368]"
15168318,"[2375.26, 2661.71, 21795.04, 24993.74, 86886.74]","[1111, 1503, 5240, 1570, 4910]"
17716837,"[1466.98, 2005.87, 20881.29, 24079.99, 87078.32]","[1111, 1503, 5240, 1570, 4910]"
17722765,"[1213.37, 2259.5, 20971.7, 25990.11, 87331.95]","[1111, 1503, 5240, 1570, 4910]"
17746155,"[1835.94, 2525.52, 21255.72, 24454.43, 87597.97]","[1111, 1503, 5240, 1570, 4910]"
17742473,"[966.82, 3033.33, 20834.02, 24445.85, 25743.55]","[1111, 1503, 5240, 6368, 1570]"
17636404,"[424.55, 3087.53, 19038.56, 24695.43, 25553.95]","[1111, 1503, 2232, 1570, 6368]"
17746794,"[663.03, 2923.15, 18592.26, 24053.74, 24933.92]","[1111, 1503, 2232, 6368, 1570]"
17686062,"[4665.05, 5593.69, 6212.0, 7015.55, 7150.33]","[6368, 2232, 1503, 267, 1111]"
17725222,"[3703.91, 4632.55, 5250.87, 5676.56, 6928.47]","[6368, 2232, 1503, 267, 1111]"
17754301,"[4469.71, 5398.34, 6016.66, 6820.21, 6954.99]","[6368, 2232, 1503, 267, 1111]"
17658245,"[4528.05, 5456.69, 6075.0, 6878.55, 7013.33]","[6368, 2232, 1503, 267, 1111]"
17741192,"[2691.9, 4776.44, 5705.07, 6323.39, 7126.93]","[3754, 6368, 2232, 1503, 267]"
17745264,"[2618.83, 4703.37, 5632.01, 6250.32, 7053.87]","[3754, 6368, 2232, 1503, 267]"
17753992,"[2903.87, 4914.44, 5843.08, 6461.4, 7399.73]","[4318, 6368, 2232, 1503, 1111]"
17707440,"[2738.18, 4748.75, 5677.39, 6295.71, 7234.04]","[4318, 6368, 2232, 1503, 1111]"
17746773,"[1890.21, 2654.4, 2788.39, 4011.59, 5759.99]","[4429, 5240, 1503, 1111, 8739]"
17721852,"[1146.89, 4054.03, 4377.53, 4709.48, 6897.39]","[4429, 1503, 6368, 1111, 8739]"
17724544,"[1048.86, 2826.02, 3483.25, 4147.41, 5417.9]","[4429, 6368, 1503, 1111, 8739]"
17725952,"[3423.95, 4352.59, 4970.9, 7009.65, 9197.57]","[6368, 2232, 1503, 1111, 8739]"
17741164,"[3416.58, 4345.22, 4963.53, 7002.28, 9190.2]","[6368, 2232, 1503, 1111, 8739]"
17743426,"[3944.07, 4872.71, 5491.02, 6494.61, 8682.53]","[6368, 2232, 1503, 1111, 8739]"
17744858,"[3358.39, 4287.03, 4905.34, 5885.5, 7041.63]","[6368, 2232, 1503, 8739, 1111]"
15908046,"[3392.06, 3441.17, 4940.52, 5573.66, 5999.83]","[3631, 4429, 1503, 4803, 8739]"
17658819,"[2752.42, 4399.01, 4836.96, 5765.6, 6383.91]","[3754, 1025, 6368, 2232, 1503]"
17713859,"[2250.88, 3848.78, 6628.41, 7588.74, 9528.2]","[8030, 4803, 1554, 1505, 84]"
17726499,"[2290.17, 4007.0, 6667.71, 7628.04, 9567.5]","[8030, 4803, 1554, 1505, 84]"
17166783,"[2431.94, 2928.09, 8265.96, 9984.09, 10205.42]","[4754, 8030, 1505, 2950, 84]"
17693051,"[2100.22, 3226.47, 5152.05, 9622.65, 9843.98]","[4754, 8030, 1505, 2950, 84]"
17745069,"[4289.43, 4517.49, 4994.49, 5842.49, 7781.95]","[4803, 8739, 4429, 1505, 84]"
17714871,"[725.26, 2488.48, 4957.16, 9063.5, 9751.88]","[4754, 5101, 1505, 5422, 84]"
17704509,"[1661.96, 4666.92, 5404.77, 7514.08, 8202.46]","[4754, 1505, 7720, 5422, 84]"
17716353,"[2306.02, 3819.61, 5025.09, 6666.77, 7355.15]","[4754, 1505, 7720, 5422, 84]"
17741842,"[999.8, 5046.65, 5784.5, 7893.81, 8582.19]","[4754, 1505, 7720, 5422, 84]"
17748626,"[1572.08, 4284.54, 5952.55, 8216.04, 8904.42]","[4754, 1505, 7720, 5422, 84]"
17751011,"[2425.96, 3939.55, 5145.03, 6786.71, 7475.09]","[4754, 1505, 7720, 5422, 84]"
17751259,"[1973.52, 4625.12, 5362.97, 7472.28, 8160.66]","[4754, 1505, 7720, 5422, 84]"
17752386,"[500.96, 5140.39, 6983.25, 9246.73, 9935.11]","[4754, 1505, 7720, 5422, 84]"
15097773,"[1695.34, 3886.71, 5092.19, 6733.87, 7422.25]","[4754, 1505, 7720, 5422, 84]"
17194618,"[2469.63, 3983.21, 5188.69, 6830.37, 7518.75]","[4754, 1505, 7720, 5422, 84]"
17636178,"[1532.09, 5129.97, 7007.83, 9271.32, 9959.7]","[4754, 1505, 7720, 5422, 84]"
17740292,"[1461.24, 4682.92, 6525.78, 8789.27, 9477.64]","[4754, 1505, 7720, 5422, 84]"
17740790,"[2493.29, 4006.88, 5212.36, 6854.04, 7542.42]","[4754, 1505, 7720, 5422, 84]"
17745099,"[701.6, 5183.17, 6699.3, 8030.32, 8718.7]","[4754, 1505, 7720, 5422, 84]"
17730063,"[1375.2, 2968.39, 4255.58, 8221.33, 8909.71]","[4754, 8030, 1505, 5422, 84]"
17740537,"[1802.78, 3868.19, 4979.77, 9121.13, 9809.5]","[4754, 8030, 1505, 5422, 84]"
17753809,"[3693.49, 3724.6, 4914.28, 6540.65, 7229.03]","[1505, 5240, 7720, 5422, 84]"
17717765,"[1069.62, 3162.7, 5948.33, 10054.68, 10284.79]","[4754, 5101, 1505, 5422, 2950]"
17753182,"[4736.86, 33118.5, 40558.92, 229285.56, 416405.25]","[4754, 5422, 5101, 4955, 1505]"
13013517,"[4535.91, 31724.56, 39164.98, 414609.91, 414802.5]","[4754, 5422, 5101, 7720, 1505]"
16788762,"[5514.7, 33104.87, 40545.29, 415588.69, 415781.31]","[4754, 5422, 5101, 7720, 1505]"
17031126,"[4149.16, 31778.86, 39219.27, 414223.16, 414415.75]","[4754, 5422, 5101, 7720, 1505]"
17119838,"[4094.04, 32248.02, 39688.43, 414168.03, 414360.66]","[4754, 5422, 5101, 7720, 1505]"
17729785,"[3537.59, 32332.98, 39773.4, 415013.38, 415205.97]","[4754, 5422, 5101, 7720, 1505]"
17748301,"[3001.62, 32799.07, 40239.49, 414477.41, 414670.0]","[4754, 5422, 5101, 7720, 1505]"
17749189,"[4636.15, 33104.52, 40544.94, 416111.94, 416304.53]","[4754, 5422, 5101, 7720, 1505]"
17335041,"[3225.81, 32300.21, 39740.62, 414701.59, 414894.19]","[4754, 5422, 5101, 7720, 1505]"
17599059,"[2446.04, 32960.47, 38133.52, 413738.47, 413931.06]","[4910, 5422, 5240, 7720, 1505]"
17699801,"[2059.1, 33572.53, 38745.57, 413632.59, 413825.19]","[4910, 5422, 5240, 7720, 1505]"
17725066,"[1628.85, 4162.31, 35614.27, 114336.34, 398300.16]","[5121, 4879, 2900, 8912, 1509]"
17748345,"[1653.38, 4375.59, 36191.4, 113821.93, 398877.28]","[5121, 4879, 2900, 8912, 1509]"
15673611,"[1844.45, 4199.16, 37863.2, 79139.81, 400549.09]","[4916, 5132, 2900, 7757, 1509]"
17215392,"[1789.62, 4144.33, 37808.37, 79084.98, 400494.28]","[4916, 5132, 2900, 7757, 1509]"
17724693,"[1775.29, 3590.45, 38232.44, 78531.1, 400918.34]","[4916, 5132, 2900, 7757, 1509]"
17746150,"[1873.39, 4191.77, 37892.14, 79620.96, 400578.03]","[4916, 5132, 2900, 7757, 1509]"
17751481,"[2713.69, 39215.11, 39518.9, 78096.35, 401901.0]","[4916, 2900, 8815, 7757, 1509]"
16616631,"[1267.8, 4577.1, 37669.91, 78462.28, 400355.81]","[4916, 1633, 2900, 7757, 1509]"
17332730,"[2063.06, 5177.32, 38465.17, 79062.49, 401151.06]","[4916, 1633, 2900, 7757, 1509]"
17751866,"[2144.16, 5469.93, 38601.3, 78426.34, 401287.19]","[4916, 1633, 2900, 7757, 1509]"
17752136,"[2738.76, 2973.2, 114417.93, 114540.13, 397234.28]","[1080, 4879, 4702, 8912, 1509]"
16837707,"[3214.79, 34140.27, 114893.96, 115016.16, 397292.66]","[1080, 5075, 4702, 8912, 1509]"
17733748,"[1236.51, 1853.44, 3410.34, 113943.99, 397253.44]","[5121, 4886, 4879, 8912, 1509]"
17726207,"[1962.46, 2432.85, 3383.27, 114234.23, 397979.38]","[5121, 1080, 4879, 8912, 1509]"
17735810,"[1565.87, 3913.05, 4463.1, 113909.44, 398237.19]","[5121, 1658, 4879, 8912, 1509]"
17749791,"[657.63, 4371.14, 4512.12, 113398.48, 398214.22]","[5121, 4879, 1658, 8912, 1509]"
17753997,"[1357.81, 4186.04, 4692.07, 114065.3, 398029.13]","[5121, 4879, 1658, 8912, 1509]"
17750489,"[1088.5, 4802.0, 112730.82, 113829.34, 398645.09]","[5121, 4879, 1789, 8912, 1509]"
17694831,"[3725.05, 6714.12, 34805.41, 115277.5, 399350.31]","[1080, 5132, 5075, 5210, 1509]"
17635238,"[40597.32, 432831.53, 434522.34, 442469.47, 445408.22]","[1208, 8842, 1510, 5432, 6223]"
17741253,"[23627.51, 64079.54, 414719.94, 422667.06, 425605.81]","[1208, 8872, 1510, 5432, 6223]"
17601309,"[111243.22, 111566.52, 112751.05, 147439.8, 483981.66]","[1512, 7505, 3931, 699, 912]"
17662662,"[111146.41, 111469.7, 112654.23, 147342.98, 483884.84]","[1512, 7505, 3931, 699, 912]"
17752320,"[112176.37, 112499.66, 113684.2, 148372.95, 484914.78]","[1512, 7505, 3931, 699, 912]"
17652745,"[111694.43, 112017.72, 113202.25, 114708.29, 509670.53]","[1512, 7505, 3931, 814, 912]"
17526917,"[20068.83, 97886.11, 111100.95, 128271.03, 130182.79]","[3931, 7505, 1669, 1512, 912]"
16618502,"[60121.26, 60243.46, 199705.06, 199859.48, 201771.23]","[3931, 1895, 1935, 1512, 912]"
17680397,"[99.33, 1295.52, 22671.34, 24891.36, 135090.3]","[3139, 8797, 3806, 1516, 824]"
17693392,"[541.6, 1086.38, 22258.58, 24478.61, 134952.08]","[3139, 8797, 3806, 1516, 824]"
17694786,"[1998.57, 21134.2, 22580.33, 24800.35, 134251.58]","[8797, 7300, 3806, 1516, 824]"
17738884,"[1180.61, 20772.35, 22218.47, 24438.5, 134445.47]","[8797, 7300, 3806, 1516, 824]"
17752132,"[1577.3, 3315.46, 23659.34, 23897.21, 26117.24]","[3139, 8797, 6261, 3806, 1516]"
16366087,"[538.16, 1908.88, 23048.89, 23286.77, 25506.79]","[3139, 8797, 6261, 3806, 1516]"
17604705,"[1867.61, 3605.77, 23978.82, 24216.69, 26436.71]","[3139, 8797, 6261, 3806, 1516]"
17685861,"[1915.78, 3653.94, 23999.47, 24237.34, 26457.37]","[3139, 8797, 6261, 3806, 1516]"
17734295,"[936.02, 2306.73, 23372.79, 23610.66, 25830.68]","[3139, 8797, 6261, 3806, 1516]"
17719777,"[2237.59, 2647.5, 2659.14, 23006.85, 23478.64]","[4811, 1521, 2969, 1765, 1761]"
17743705,"[953.55, 3544.66, 23520.54, 23992.33, 115208.86]","[4811, 1521, 1765, 1761, 4741]"
17701729,"[1166.71, 3338.02, 23585.9, 24057.69, 115274.22]","[4811, 1521, 1765, 1761, 4741]"
17745521,"[4292.87, 22901.1, 23372.88, 30761.5, 114589.41]","[1521, 1765, 1761, 8330, 4741]"
17704689,"[4058.61, 23142.96, 23614.75, 31003.36, 114831.28]","[1521, 1765, 1761, 8330, 4741]"
17687753,"[1469.11, 1839.02, 2560.72, 22873.05, 23344.84]","[5539, 4811, 1521, 1765, 1761]"
17736085,"[1719.18, 1784.41, 3440.51, 23888.82, 115105.35]","[4811, 5539, 1521, 1761, 4741]"
17689603,"[2489.9, 3806.76, 22803.04, 30191.65, 114019.57]","[4811, 1521, 1761, 8330, 4741]"
15649206,"[4640.04, 5338.89, 22959.45, 30348.06, 114175.98]","[4948, 1521, 1761, 8330, 4741]"
16301169,"[849.55, 3211.83, 24388.63, 25137.5, 165462.97]","[2969, 1521, 5047, 1765, 1764]"
17719503,"[1456.15, 1877.7, 2841.08, 24011.06, 115699.38]","[4811, 2969, 1521, 1765, 4741]"
17749581,"[1591.78, 2013.33, 2705.37, 24146.7, 115835.02]","[4811, 2969, 1521, 1765, 4741]"
17699636,"[1993.3, 2303.33, 2414.84, 23372.51, 115735.55]","[4811, 1521, 2969, 1765, 4741]"
17654499,"[1611.1, 1678.0, 3758.53, 24166.01, 115854.34]","[4811, 2969, 1521, 1765, 4741]"
17668266,"[2274.33, 2562.55, 2695.87, 23284.84, 115647.88]","[4811, 1521, 2969, 1765, 4741]"
17662328,"[1674.94, 3879.38, 23310.16, 31170.56, 114998.48]","[2969, 1521, 1765, 8330, 4741]"
17131252,"[1751.46, 1755.44, 2875.48, 23324.44, 24073.3]","[4811, 2969, 1521, 5047, 1765]"
17714661,"[1216.03, 2974.33, 3315.73, 24285.93, 25034.8]","[2969, 1521, 4811, 5047, 1765]"
17728191,"[1993.63, 2104.38, 2694.47, 23673.38, 24422.25]","[4811, 2969, 1521, 5047, 1765]"
17725650,"[1584.86, 2602.92, 3295.16, 23905.28, 210906.0]","[1521, 2969, 4811, 1765, 5336]"
17752637,"[1414.57, 2500.52, 3192.76, 23802.88, 210803.59]","[1521, 2969, 4811, 1765, 5336]"
14063593,"[335.15, 2033.11, 4457.49, 23752.18, 31612.58]","[2969, 4811, 1521, 1765, 8330]"
17724519,"[267.1, 1965.06, 4389.43, 23684.13, 31544.53]","[2969, 4811, 1521, 1765, 8330]"
17671877,"[857.91, 3164.63, 4070.22, 23364.91, 31225.31]","[2969, 4948, 1521, 1765, 8330]"
17126521,"[2615.26, 41666.9, 46675.33, 72141.83, 72322.57]","[5047, 2969, 1521, 5179, 1765]"
17720423,"[1455.3, 2374.07, 41425.71, 46434.14, 72081.38]","[8891, 5047, 2969, 1521, 1765]"
17594849,"[1336.23, 41306.64, 41605.86, 46315.07, 71962.31]","[8891, 2969, 8330, 1521, 1765]"
17652873,"[41274.32, 42354.81, 46321.32, 71968.56, 71989.76]","[8330, 4741, 1521, 1765, 4811]"
17723118,"[40996.2, 42076.68, 43804.17, 46242.28, 71889.52]","[8330, 4741, 4948, 1521, 1765]"
17149546,"[40342.54, 41423.02, 43150.51, 46247.15, 71894.39]","[8330, 4741, 4948, 1521, 1765]"
17722091,"[47671.46, 47693.86, 48512.77, 74181.2, 175042.64]","[5539, 5336, 1521, 4811, 1877]"
17747053,"[2808.22, 45930.18, 46400.8, 186378.52, 187486.06]","[4863, 1522, 5511, 4860, 1628]"
17639708,"[46506.08, 46887.62, 46976.7, 186954.42, 188061.95]","[1522, 5285, 5511, 4860, 1628]"
17588011,"[1374.51, 46297.06, 46767.68, 186745.41, 187852.94]","[1712, 1522, 5511, 4860, 1628]"
17734966,"[2452.82, 45811.59, 46282.2, 46741.23, 187367.47]","[4863, 1522, 5511, 5285, 1628]"
17752269,"[43000.56, 43375.24, 44728.3, 165760.95, 189452.97]","[1652, 7610, 1522, 4715, 2923]"
17602384,"[42468.35, 42843.04, 44196.1, 165228.75, 188920.77]","[1652, 7610, 1522, 4715, 2923]"
16287851,"[1773.71, 42681.05, 44034.12, 165066.77, 188758.78]","[7635, 7610, 1522, 4715, 2923]"
17747463,"[1037.59, 42815.45, 44168.51, 165201.16, 188893.17]","[7635, 7610, 1522, 4715, 2923]"
17748596,"[975.39, 42865.25, 44218.32, 165250.95, 188942.98]","[7635, 7610, 1522, 4715, 2923]"
17012052,"[975.39, 42865.25, 44218.32, 165250.95, 188942.98]","[7635, 7610, 1522, 4715, 2923]"
16449702,"[2579.84, 43373.09, 44726.15, 165758.8, 189450.81]","[1712, 7610, 1522, 4715, 2923]"
17732824,"[2579.84, 43373.09, 44726.15, 165758.8, 189450.81]","[1712, 7610, 1522, 4715, 2923]"
16760769,"[1794.54, 42613.56, 45604.69, 186053.03, 190329.36]","[1712, 1508, 1522, 4860, 2923]"
16228910,"[649.43, 1917.09, 43685.98, 45039.05, 189763.72]","[7635, 4863, 7610, 1522, 2923]"
17747708,"[999.94, 1391.3, 43018.2, 44371.27, 189095.92]","[7635, 4863, 7610, 1522, 2923]"
15935751,"[2806.19, 41509.36, 43147.42, 44500.49, 189225.16]","[1712, 1508, 7610, 1522, 2923]"
17750072,"[2806.19, 41509.36, 43147.42, 44500.49, 189225.16]","[1712, 1508, 7610, 1522, 2923]"
17682160,"[3450.53, 41565.84, 43203.89, 44556.96, 189281.63]","[1712, 1508, 7610, 1522, 2923]"
17747501,"[984.06, 4177.46, 44209.66, 47200.79, 187649.13]","[1712, 4808, 1508, 1522, 4860]"
17750001,"[335.43, 4089.32, 44321.99, 47313.12, 187761.45]","[1712, 4808, 1508, 1522, 4860]"
17707727,"[154001.75, 168116.55, 168805.83, 215458.61, 220312.83]","[1455, 1523, 6238, 1126, 1458]"
17691522,"[63694.57, 67855.88, 70088.27, 70706.41, 90923.48]","[1537, 4867, 1525, 7856, 4962]"
17684023,"[2438.83, 5699.41, 8724.38, 96332.97, 96422.34]","[1537, 4962, 1525, 8901, 7856]"
17721938,"[2467.62, 5728.2, 8753.17, 96361.76, 96451.13]","[1537, 4962, 1525, 8901, 7856]"
17727354,"[2808.58, 6069.15, 9094.13, 96702.72, 96792.08]","[1537, 4962, 1525, 8901, 7856]"
17729157,"[2122.39, 5382.96, 8407.94, 96016.52, 96105.88]","[1537, 4962, 1525, 8901, 7856]"
17735333,"[2233.71, 4805.54, 8519.26, 96127.84, 96217.2]","[1537, 4962, 1525, 8901, 7856]"
17741515,"[3644.09, 6914.54, 8956.26, 96564.85, 96654.21]","[1537, 4962, 1525, 8901, 7856]"
17723149,"[2406.93, 4824.84, 8692.48, 96301.06, 96390.43]","[1537, 4962, 1525, 8901, 7856]"
17746735,"[4089.47, 7359.92, 9401.65, 96729.13, 96818.49]","[1537, 4962, 1525, 8901, 7856]"
17717723,"[5033.83, 8385.53, 9034.12, 11714.67, 92642.42]","[1525, 1741, 450, 769, 8901]"
17740031,"[3914.85, 3936.87, 4249.8, 8087.3, 95695.89]","[4962, 1741, 4867, 1525, 8901]"
17683659,"[3343.97, 3725.81, 3794.48, 8488.91, 96097.5]","[1741, 4867, 4962, 1525, 8901]"
15355823,"[5103.47, 5373.45, 5483.29, 7237.83, 94846.41]","[2000, 4867, 1741, 1525, 8901]"
15961063,"[4775.81, 4910.32, 5290.13, 8239.29, 95847.88]","[4867, 2000, 1741, 1525, 8901]"
17694810,"[3785.08, 3891.75, 4164.89, 8372.91, 95981.49]","[2000, 4867, 1741, 1525, 8901]"
17710697,"[4075.5, 4345.48, 4455.32, 8659.14, 96267.73]","[2000, 4867, 1741, 1525, 8901]"
17749454,"[4471.01, 4850.82, 4934.79, 8346.31, 95954.9]","[2000, 1741, 4867, 1525, 8901]"
17750779,"[5311.6, 5581.57, 5691.41, 7920.61, 95529.2]","[2000, 4867, 1741, 1525, 8901]"
17576965,"[4724.02, 5363.79, 5431.56, 8692.75, 96301.34]","[4867, 2000, 1741, 1525, 8901]"
17700624,"[4004.63, 4111.3, 4384.45, 8592.46, 96201.05]","[2000, 4867, 1741, 1525, 8901]"
17703380,"[3978.07, 4328.39, 4708.2, 8916.22, 98436.83]","[4867, 2000, 1741, 1525, 8901]"
17705636,"[4762.75, 5296.84, 5470.29, 8625.81, 96234.39]","[4867, 2000, 1741, 1525, 8901]"
17714861,"[4097.8, 4805.34, 4828.59, 9133.33, 98556.55]","[4867, 1741, 2000, 1525, 8901]"
17723865,"[3713.99, 4421.53, 4555.17, 9143.0, 98172.75]","[4867, 1741, 2000, 1525, 8901]"
17692955,"[3763.18, 5091.8, 8116.78, 95725.37, 95814.73]","[1741, 4962, 1525, 8901, 7856]"
17698219,"[3470.56, 4661.28, 8568.26, 96176.85, 96266.21]","[1741, 4962, 1525, 8901, 7856]"
17724653,"[4089.38, 4261.29, 8034.13, 95642.72, 95732.09]","[1741, 4962, 1525, 8901, 7856]"
17728141,"[4646.49, 5108.66, 7805.71, 95414.3, 95503.66]","[4962, 1741, 1525, 8901, 7856]"
17733524,"[4337.17, 4828.57, 7843.67, 95452.26, 95541.63]","[1741, 4962, 1525, 8901, 7856]"
17741722,"[4475.18, 4740.41, 7755.51, 95364.1, 95453.46]","[1741, 4962, 1525, 8901, 7856]"
17742862,"[4046.89, 5425.37, 8178.28, 95786.87, 95876.23]","[1741, 4962, 1525, 8901, 7856]"
17743244,"[4724.75, 5186.92, 7739.86, 95348.45, 95437.8]","[4962, 1741, 1525, 8901, 7856]"
17235368,"[3743.75, 5122.23, 8147.21, 95755.8, 95845.16]","[1741, 4962, 1525, 8901, 7856]"
17650844,"[4572.19, 5899.61, 7941.34, 95549.92, 95639.29]","[1741, 4962, 1525, 8901, 7856]"
17677692,"[3637.96, 4088.47, 8782.9, 96391.49, 96480.85]","[1741, 4962, 1525, 8901, 7856]"
17732037,"[4854.24, 5316.41, 7869.35, 95477.93, 95567.3]","[4962, 1741, 1525, 8901, 7856]"
17743521,"[3288.85, 3644.76, 3668.67, 8339.2, 95947.78]","[2000, 4962, 1741, 1525, 8901]"
17125451,"[3613.29, 4175.23, 4555.04, 8050.53, 95659.11]","[4962, 2000, 1741, 1525, 8901]"
17665268,"[4104.73, 4187.09, 4566.9, 7594.83, 95203.42]","[4962, 2000, 1741, 1525, 8901]"
17699245,"[4328.67, 4411.03, 4790.84, 7554.6, 95163.19]","[4962, 2000, 1741, 1525, 8901]"
17748730,"[4925.15, 5007.5, 5387.32, 7112.83, 94721.41]","[4962, 2000, 1741, 1525, 8901]"
17610804,"[7214.82, 9779.82, 9960.57, 10589.52, 95220.59]","[1525, 1741, 2000, 450, 8901]"
17731035,"[5659.35, 6397.29, 6777.1, 10619.13, 93267.94]","[1525, 2000, 1741, 450, 8901]"
17742105,"[6115.28, 6495.1, 6554.6, 6720.92, 94163.19]","[2000, 1741, 1525, 450, 8901]"
17744729,"[5194.36, 5574.17, 6222.76, 6769.49, 94378.08]","[2000, 1741, 450, 1525, 8901]"
17750887,"[5380.82, 5760.64, 5986.46, 7183.16, 94791.74]","[2000, 1741, 450, 1525, 8901]"
17750999,"[6068.42, 6448.24, 6507.75, 6674.06, 94116.34]","[2000, 1741, 1525, 450, 8901]"
17751670,"[5370.57, 5750.38, 6364.82, 6398.97, 93973.41]","[2000, 1741, 1525, 450, 8901]"
17720497,"[5672.66, 6052.48, 6278.3, 7025.81, 94634.4]","[2000, 1741, 450, 1525, 8901]"
17725597,"[4819.53, 7585.27, 7965.09, 11223.97, 92428.12]","[1525, 2000, 1741, 450, 8901]"
17728567,"[5386.99, 7208.61, 7588.42, 10600.65, 92995.58]","[1525, 2000, 1741, 450, 8901]"
17729508,"[6354.18, 6733.99, 6848.5, 9629.88, 94457.09]","[2000, 1741, 1525, 450, 8901]"
17753271,"[1992.31, 5348.88, 5509.56, 8838.53, 96447.12]","[1794, 1741, 2000, 1525, 8901]"
17728334,"[2173.55, 5517.3, 5698.05, 8679.56, 96288.15]","[1794, 1741, 2000, 1525, 8901]"
17753544,"[2977.18, 3737.35, 9239.35, 98948.63, 99037.98]","[4867, 4962, 1525, 8901, 7856]"
17294358,"[1141.39, 2808.12, 3101.36, 92283.05, 93746.71]","[1526, 1582, 4568, 8890, 4753]"
11643528,"[1336.37, 1898.03, 2646.1, 92755.55, 94219.21]","[1526, 294, 4568, 8890, 4753]"
17688916,"[864.13, 2776.46, 5442.03, 25388.08, 28875.91]","[5144, 8890, 1526, 4568, 294]"
17712094,"[465.1, 5556.87, 25057.32, 25184.78, 28672.61]","[5144, 1526, 1972, 4568, 294]"
17725229,"[483.51, 5538.47, 25075.73, 25203.19, 28691.02]","[5144, 1526, 1972, 4568, 294]"
17660982,"[696.17, 5496.39, 25314.98, 25442.44, 28930.27]","[5144, 1526, 1972, 4568, 294]"
17735226,"[2426.61, 2719.85, 5249.43, 25983.74, 26988.72]","[4746, 8890, 1526, 4568, 4753]"
17738015,"[3576.23, 4896.11, 25375.93, 25503.38, 26508.37]","[8890, 1526, 1972, 4568, 4753]"
17738046,"[3576.23, 4896.11, 25375.93, 25503.38, 26508.37]","[8890, 1526, 1972, 4568, 4753]"
17738067,"[3576.23, 4896.11, 25375.93, 25503.38, 26508.37]","[8890, 1526, 1972, 4568, 4753]"
17739485,"[3239.83, 4983.39, 25319.68, 25447.14, 26452.12]","[8890, 1526, 1972, 4568, 4753]"
17746258,"[3535.36, 4630.56, 25671.27, 25798.72, 26803.71]","[8890, 1526, 1972, 4568, 4753]"
12004354,"[3942.73, 4141.65, 25443.23, 25570.69, 45052.68]","[8890, 1526, 1972, 4568, 4764]"
17688882,"[3602.93, 4475.8, 25103.43, 25230.88, 45386.83]","[8890, 1526, 1972, 4568, 4764]"
17537702,"[3835.6, 4321.13, 25336.1, 25463.55, 45232.16]","[8890, 1526, 1972, 4568, 4764]"
17736783,"[3844.0, 4069.38, 25344.49, 25471.95, 44980.4]","[8890, 1526, 1972, 4568, 4764]"
15187642,"[4006.19, 4753.28, 24863.21, 24990.67, 28603.05]","[8890, 1526, 1972, 4568, 4764]"
16579538,"[3998.24, 4761.23, 24855.26, 24982.72, 28595.1]","[8890, 1526, 1972, 4568, 4764]"
17699139,"[3946.3, 4819.18, 24803.32, 24930.78, 28543.16]","[8890, 1526, 1972, 4568, 4764]"
17678267,"[3846.36, 4719.24, 24892.97, 25020.43, 28632.81]","[8890, 1526, 1972, 4568, 4764]"
17723690,"[985.77, 3293.56, 5271.02, 25089.62, 25217.07]","[5144, 8890, 1526, 1972, 4568]"
17740686,"[957.33, 3333.61, 5242.58, 25061.17, 25188.63]","[5144, 8890, 1526, 1972, 4568]"
16579198,"[467.39, 3070.74, 5117.42, 24936.02, 25063.48]","[5144, 8890, 1526, 1972, 4568]"
17736009,"[315.94, 2919.29, 5094.83, 24913.43, 25040.89]","[5144, 8890, 1526, 1972, 4568]"
17118882,"[2896.68, 3954.74, 4216.11, 25568.01, 25695.47]","[2258, 1526, 8890, 1972, 4568]"
17686164,"[2580.15, 3899.58, 4359.41, 25972.68, 26100.14]","[2258, 8890, 1526, 1972, 4568]"
17664045,"[933.67, 3310.59, 4398.25, 24216.85, 27956.69]","[5144, 7300, 1526, 1972, 4764]"
17706506,"[1658.73, 3587.81, 4195.14, 24013.74, 27753.57]","[5144, 7300, 1526, 1972, 4764]"
17713235,"[674.08, 3570.18, 4657.84, 24111.73, 27851.56]","[5144, 7300, 1526, 1972, 4764]"
17719327,"[919.31, 3645.96, 4506.56, 24105.47, 27845.31]","[5144, 7300, 1526, 1972, 4764]"
