rental_id,top_distances,top_school_ids
17739837,"[50564.82, 277604.38, 336309.38, 336879.28, 338589.63]","[401, 2225, 8883, 518, 2069]"
17749357,"[49352.57, 277415.5, 336120.53, 336690.44, 338400.78]","[401, 2225, 8883, 518, 2069]"
17749627,"[49825.42, 277118.19, 335823.22, 336393.13, 338103.47]","[401, 2225, 8883, 518, 2069]"
17754204,"[50842.95, 277859.5, 336564.5, 337134.41, 338844.78]","[401, 2225, 8883, 518, 2069]"
17685979,"[1275.56, 2015.01, 2226.22, 55924.42, 57750.97]","[457, 590, 404, 1838, 1075]"
17733079,"[588.9, 802.64, 1078.19, 2744.77, 276089.56]","[83, 457, 404, 590, 259]"
17749870,"[356.23, 1592.78, 1823.82, 1946.31, 275079.09]","[83, 457, 404, 590, 259]"
17735542,"[1535.19, 2589.96, 232050.75, 275684.28, 287534.03]","[8819, 404, 2036, 293, 5271]"
17737895,"[1458.35, 2716.54, 231930.19, 275563.72, 287413.47]","[8819, 404, 2036, 293, 5271]"
17718037,"[1934.59, 2233.95, 231694.73, 242818.44, 275328.25]","[8819, 404, 2036, 1559, 293]"
17733655,"[3044.88, 58569.63, 274738.41, 275212.56, 287062.31]","[404, 1075, 2105, 293, 5271]"
17729882,"[545.07, 1245.02, 2107.69, 243707.17, 276217.0]","[1508, 404, 8819, 1559, 293]"
11488513,"[621.2, 1316.1, 2134.87, 243335.0, 275844.81]","[1508, 404, 8819, 1559, 293]"
17737663,"[1676.27, 2083.42, 2249.53, 243115.17, 275625.0]","[404, 457, 8819, 1559, 293]"
17710602,"[1514.43, 1760.46, 242622.31, 275132.13, 275388.63]","[404, 457, 1559, 293, 259]"
17751658,"[1710.21, 211738.81, 213159.08, 247806.22, 324308.22]","[1075, 457, 2105, 404, 1838]"
17726606,"[1073.52, 211102.13, 212522.38, 247169.52, 323671.53]","[1075, 457, 2105, 404, 1838]"
17068618,"[1174.28, 211482.8, 212903.06, 247550.2, 324052.22]","[1075, 457, 2105, 404, 1838]"
16094463,"[692.61, 1685.53, 6311.1, 246683.84, 274999.66]","[1508, 7366, 259, 404, 83]"
17114941,"[567.57, 1841.7, 6468.98, 247015.14, 275330.97]","[1508, 7366, 259, 404, 83]"
17648668,"[137274.48, 244406.2, 246493.06, 279228.53, 280131.84]","[409, 688, 486, 5434, 618]"
17721380,"[58752.28, 203556.56, 215331.53, 261463.73, 266211.38]","[409, 486, 6215, 2662, 854]"
17688830,"[104428.34, 252037.63, 275394.41, 279827.22, 280676.25]","[409, 486, 196, 5434, 1825]"
17693781,"[1873.81, 120078.74, 146525.98, 149573.27, 207663.86]","[4995, 4720, 800, 594, 411]"
17711825,"[1728.05, 119932.98, 146380.22, 149427.5, 207518.09]","[4995, 4720, 800, 594, 411]"
17677153,"[120678.64, 147125.88, 150173.16, 157637.08, 208263.77]","[4720, 800, 594, 8753, 411]"
17711421,"[119436.43, 145883.67, 149080.06, 156394.86, 207170.66]","[4720, 800, 594, 8753, 411]"
17713816,"[118495.92, 144943.16, 149913.88, 155454.34, 208004.47]","[4720, 800, 594, 8753, 411]"
17721330,"[118221.07, 144668.3, 149954.27, 155179.5, 208044.88]","[4720, 800, 594, 8753, 411]"
17730483,"[4589.88, 145301.81, 150613.23, 161124.42, 203392.41]","[4995, 594, 800, 8753, 411]"
16735688,"[3067.43, 121272.37, 147719.59, 158230.8, 208857.48]","[4995, 4720, 800, 8753, 411]"
17657761,"[3662.9, 121867.84, 148315.06, 158826.27, 209452.95]","[4995, 4720, 800, 8753, 411]"
17725628,"[2117.84, 120322.77, 146770.02, 157281.2, 207907.89]","[4995, 4720, 800, 8753, 411]"
17135145,"[3794.33, 4070.24, 224998.92, 232603.59, 249200.61]","[414, 28, 8777, 5200, 5369]"
17600780,"[2855.61, 3689.94, 225334.45, 232939.13, 249536.13]","[414, 28, 8777, 5200, 5369]"
17717566,"[1517.55, 3660.52, 226607.03, 234211.69, 250808.7]","[414, 28, 8777, 5200, 5369]"
17745701,"[2746.4, 2882.98, 227022.81, 234627.48, 251224.5]","[414, 28, 8777, 5200, 5369]"
17747506,"[3262.41, 3453.63, 225394.66, 232999.33, 249596.34]","[414, 28, 8777, 5200, 5369]"
17751533,"[2865.56, 3524.34, 226364.77, 233969.44, 250566.45]","[28, 414, 8777, 5200, 5369]"
17682385,"[2514.6, 2906.07, 147792.89, 227182.48, 234787.16]","[28, 414, 1919, 8777, 5200]"
17746239,"[3037.5, 4014.98, 147607.41, 226997.0, 234601.67]","[28, 414, 1919, 8777, 5200]"
14730060,"[2345.23, 5361.51, 147794.94, 227184.53, 251386.22]","[28, 414, 1919, 8777, 5369]"
17177745,"[2848.19, 4426.58, 146860.02, 226249.61, 250451.28]","[28, 414, 1919, 8777, 5369]"
17721236,"[2767.5, 4345.9, 146779.33, 226168.92, 250370.59]","[28, 414, 1919, 8777, 5369]"
17548503,"[6131.91, 10116.91, 153709.34, 180741.5, 236476.89]","[28, 414, 1919, 5600, 8777]"
17642814,"[37586.98, 86712.98, 254905.2, 290652.38, 290949.25]","[445, 599, 1109, 6247, 618]"
17749745,"[25472.71, 157282.19, 241385.75, 277429.78, 277521.16]","[445, 648, 1109, 618, 7395]"
17728561,"[542.92, 1710.18, 1825.29, 282655.44, 286249.81]","[4980, 468, 579, 467, 450]"
17740765,"[560.85, 1718.93, 1834.04, 282832.94, 286427.28]","[4980, 468, 579, 467, 450]"
17749194,"[1219.95, 1249.17, 283085.06, 286679.44, 286718.84]","[468, 579, 467, 450, 6212]"
8558150,"[187.31, 1181.13, 276575.47, 282053.59, 285687.41]","[579, 468, 8748, 467, 6212]"
17741868,"[714.24, 944.11, 969.63, 1548.66, 2854.9]","[467, 1252, 450, 4980, 468]"
16967372,"[713.94, 890.33, 1428.99, 1954.57, 2599.21]","[450, 467, 4980, 2605, 468]"
17730949,"[1148.88, 1325.27, 1515.47, 2022.5, 2389.5]","[450, 467, 4980, 468, 2605]"
17634744,"[1114.54, 1290.93, 1829.59, 2049.39, 2355.16]","[450, 467, 4980, 468, 2605]"
17691932,"[713.94, 890.33, 1428.99, 1954.57, 2599.21]","[450, 467, 4980, 2605, 468]"
17533261,"[445.87, 616.56, 1658.86, 1838.09, 2925.24]","[467, 450, 2605, 4980, 468]"
15695475,"[399.18, 495.71, 2340.21, 2453.57, 2707.86]","[450, 467, 4980, 2605, 468]"
17680938,"[221.19, 1161.63, 2162.22, 2275.58, 2529.87]","[450, 467, 4980, 2605, 468]"
16299723,"[821.97, 873.05, 1503.65, 1935.92, 2389.13]","[467, 2024, 450, 2605, 468]"
17731399,"[710.29, 987.48, 1183.23, 1836.64, 2699.31]","[467, 450, 2024, 8748, 468]"
17746808,"[746.71, 1023.91, 1219.66, 1873.07, 2735.73]","[467, 450, 2024, 8748, 468]"
17750474,"[959.11, 1236.3, 1432.64, 2085.46, 2966.74]","[467, 450, 2024, 8748, 468]"
17690417,"[710.29, 987.48, 1183.23, 1836.64, 2699.31]","[467, 450, 2024, 8748, 468]"
17713686,"[826.7, 1103.89, 1299.64, 1953.05, 2815.71]","[467, 450, 2024, 8748, 468]"
17747073,"[548.12, 1336.43, 1567.06, 1840.83, 2631.29]","[1252, 4980, 467, 468, 2605]"
17736615,"[912.72, 1653.28, 1689.54, 1932.89, 3661.52]","[1252, 468, 4980, 467, 2605]"
17746250,"[319.99, 1108.3, 1550.09, 2225.06, 2614.32]","[1252, 4980, 467, 468, 2605]"
17733654,"[631.93, 1420.24, 1650.87, 1943.12, 2715.1]","[1252, 4980, 467, 468, 2605]"
16546226,"[514.19, 1067.22, 1302.5, 2131.45, 2424.98]","[1252, 467, 4980, 2605, 468]"
17716656,"[916.35, 1656.9, 1693.16, 1936.51, 3665.14]","[1252, 468, 4980, 467, 2605]"
17662502,"[589.13, 1377.44, 1608.07, 1785.55, 2672.3]","[1252, 4980, 467, 468, 2605]"
17748940,"[1004.73, 1321.39, 1683.51, 1833.51, 2806.41]","[2024, 468, 467, 4980, 2605]"
17725327,"[1131.45, 1191.46, 1810.24, 2017.03, 2933.14]","[2024, 468, 467, 4980, 2605]"
17739235,"[1193.87, 1253.88, 1872.66, 2079.45, 2995.56]","[2024, 468, 467, 4980, 2605]"
17730608,"[1138.41, 1198.42, 1817.2, 2023.99, 2940.1]","[2024, 468, 467, 4980, 2605]"
17722834,"[778.58, 898.29, 1537.53, 1568.56, 2660.43]","[8748, 2024, 467, 468, 2605]"
17690290,"[778.58, 898.29, 1537.53, 1568.56, 2660.43]","[8748, 2024, 467, 468, 2605]"
17731589,"[481.07, 1498.44, 1591.57, 2604.34, 2627.17]","[2024, 467, 8748, 468, 2605]"
17734848,"[711.76, 1055.32, 1485.88, 1958.44, 2608.78]","[2024, 8748, 467, 468, 2605]"
16088420,"[709.65, 1469.44, 1908.65, 2370.53, 3037.38]","[2024, 8748, 467, 468, 2605]"
15483048,"[711.76, 1055.32, 1485.88, 1958.44, 2608.78]","[2024, 8748, 467, 468, 2605]"
17741218,"[656.14, 1415.92, 1855.13, 2317.01, 2983.87]","[2024, 8748, 467, 468, 2605]"
17729855,"[711.76, 1055.32, 1485.88, 1958.44, 2608.78]","[2024, 8748, 467, 468, 2605]"
15695092,"[428.7, 1135.89, 1711.18, 2039.01, 2834.08]","[2024, 8748, 467, 468, 2605]"
17710303,"[709.65, 1469.44, 1908.65, 2370.53, 3037.38]","[2024, 8748, 467, 468, 2605]"
17736302,"[711.76, 1055.32, 1485.88, 1958.44, 2608.78]","[2024, 8748, 467, 468, 2605]"
17737925,"[778.58, 898.29, 1537.53, 1568.56, 2660.43]","[8748, 2024, 467, 468, 2605]"
17602453,"[1005.01, 1283.71, 1326.04, 1683.79, 2806.69]","[2024, 468, 2111, 467, 2605]"
13973904,"[949.48, 1323.01, 1442.44, 1535.25, 2658.15]","[2024, 2111, 468, 467, 2605]"
17708449,"[902.98, 1312.19, 1431.62, 1581.77, 2704.67]","[2024, 2111, 468, 467, 2605]"
17733699,"[817.43, 1523.49, 1642.92, 1648.78, 2771.68]","[2024, 2111, 468, 467, 2605]"
17748123,"[765.74, 1508.68, 1597.08, 1628.11, 2719.98]","[2024, 2111, 467, 468, 2605]"
17149668,"[950.21, 1222.75, 1342.18, 1628.99, 2751.89]","[2024, 2111, 468, 467, 2605]"
17257293,"[949.48, 1323.01, 1442.44, 1535.25, 2658.15]","[2024, 2111, 468, 467, 2605]"
17721907,"[1382.43, 1539.48, 1708.22, 2103.15, 2916.52]","[2024, 6212, 467, 8748, 468]"
17688476,"[1481.14, 1638.19, 1806.93, 2201.86, 3015.23]","[2024, 6212, 467, 8748, 468]"
17745082,"[714.28, 1710.6, 1731.65, 1866.56, 2611.69]","[2024, 8748, 467, 2100, 468]"
17741963,"[1393.59, 2070.73, 2789.93, 3912.83, 4870.56]","[2079, 4980, 467, 2605, 8405]"
8555266,"[1324.87, 1835.09, 2078.45, 3680.45, 4638.18]","[2079, 4980, 467, 2605, 8405]"
8524633,"[1324.87, 1835.09, 2078.45, 3680.45, 4638.18]","[2079, 4980, 467, 2605, 8405]"
17734009,"[1474.5, 1956.17, 2093.25, 2363.68, 3486.58]","[2111, 2079, 4980, 467, 2605]"
15470071,"[1258.38, 1740.04, 2134.1, 2402.47, 3525.37]","[2111, 2079, 4980, 467, 2605]"
17479735,"[1639.27, 1668.43, 1858.58, 2289.58, 3412.48]","[2079, 2111, 4980, 467, 2605]"
8442039,"[1503.03, 1725.54, 2036.85, 2275.84, 2346.81]","[467, 2079, 2111, 8405, 2605]"
17651338,"[1412.01, 1775.51, 2086.82, 2255.79, 3581.89]","[467, 2079, 2111, 2605, 2024]"
17654725,"[1412.01, 1775.51, 2086.82, 2255.79, 3581.89]","[467, 2079, 2111, 2605, 2024]"
17707581,"[1431.86, 1683.86, 1995.18, 2275.64, 3601.74]","[467, 2079, 2111, 2605, 2024]"
16014099,"[1505.34, 1641.38, 1952.7, 2349.12, 3675.22]","[467, 2079, 2111, 2605, 2024]"
17474077,"[1431.86, 1683.86, 1995.18, 2275.64, 3601.74]","[467, 2079, 2111, 2605, 2024]"
17723348,"[1523.63, 1594.53, 1917.01, 2367.41, 3693.51]","[467, 2111, 2079, 2605, 2024]"
17728333,"[1505.34, 1641.38, 1952.7, 2349.12, 3675.22]","[467, 2079, 2111, 2605, 2024]"
17714540,"[1523.63, 1594.53, 1917.01, 2367.41, 3693.51]","[467, 2111, 2079, 2605, 2024]"
17718973,"[1431.86, 1683.86, 1995.18, 2275.64, 3601.74]","[467, 2079, 2111, 2605, 2024]"
16565361,"[1531.07, 1709.81, 2021.12, 2374.85, 3700.94]","[467, 2079, 2111, 2605, 2024]"
13480636,"[1517.8, 1588.69, 1911.18, 2361.58, 3687.67]","[467, 2111, 2079, 2605, 2024]"
17132541,"[1449.78, 1609.34, 1909.44, 2453.12, 3779.21]","[2111, 467, 2079, 2605, 2024]"
17748838,"[1434.16, 1504.48, 2069.75, 2352.94, 3685.85]","[2111, 467, 2079, 2605, 2024]"
16371142,"[1437.23, 1501.41, 2072.82, 2349.87, 3682.78]","[2111, 467, 2079, 2605, 2024]"
17743520,"[1437.23, 1501.41, 2072.82, 2349.87, 3682.78]","[2111, 467, 2079, 2605, 2024]"
17600912,"[1434.16, 1504.48, 2069.75, 2352.94, 3685.85]","[2111, 467, 2079, 2605, 2024]"
17683401,"[558.59, 1402.37, 1475.73, 1891.08, 3042.37]","[467, 2605, 1252, 4980, 8405]"
17710785,"[559.14, 1402.92, 1476.28, 1891.63, 3042.93]","[467, 2605, 1252, 4980, 8405]"
17718813,"[559.14, 1402.92, 1476.28, 1891.63, 3042.93]","[467, 2605, 1252, 4980, 8405]"
17302679,"[680.56, 1524.34, 1597.7, 2013.06, 3164.35]","[467, 2605, 1252, 4980, 8405]"
17701480,"[697.52, 1541.3, 1614.66, 2030.01, 2835.73]","[467, 2605, 1252, 4980, 8405]"
17662108,"[521.17, 1364.95, 1438.31, 1853.67, 3004.96]","[467, 2605, 1252, 4980, 8405]"
17738258,"[458.16, 1451.55, 1524.92, 1940.27, 4904.51]","[467, 2605, 1252, 4980, 1819]"
17753288,"[1359.18, 1959.73, 2736.54, 2745.48, 4129.61]","[2111, 467, 2016, 2605, 2024]"
17748971,"[1359.18, 1959.73, 2736.54, 2745.48, 4129.61]","[2111, 467, 2016, 2605, 2024]"
17723592,"[1628.71, 1984.19, 2623.23, 2761.0, 4154.06]","[2111, 467, 2605, 2016, 2024]"
17746867,"[1628.71, 1984.19, 2623.23, 2761.0, 4154.06]","[2111, 467, 2605, 2016, 2024]"
17744097,"[1359.18, 1959.73, 2736.54, 2745.48, 4129.61]","[2111, 467, 2016, 2605, 2024]"
17739938,"[1266.57, 1867.13, 2643.94, 2652.88, 4037.0]","[2111, 467, 2016, 2605, 2024]"
15907593,"[1359.18, 1959.73, 2736.54, 2745.48, 4129.61]","[2111, 467, 2016, 2605, 2024]"
17748022,"[761.08, 2397.45, 2777.56, 3174.26, 4567.32]","[2113, 467, 2605, 2016, 2024]"
17655202,"[879.82, 2516.19, 2896.3, 3293.0, 4686.06]","[2113, 467, 2605, 2016, 2024]"
17741656,"[802.54, 2438.91, 2819.03, 3215.73, 4608.79]","[2113, 467, 2605, 2016, 2024]"
17704902,"[693.43, 2329.8, 2709.92, 3106.62, 4499.68]","[2113, 467, 2605, 2016, 2024]"
17748308,"[973.27, 2610.69, 2989.76, 3387.5, 4334.49]","[2113, 467, 2605, 2016, 2024]"
17749062,"[904.23, 2540.6, 2920.72, 3317.41, 4710.47]","[2113, 467, 2605, 2016, 2024]"
17737898,"[817.66, 1830.9, 2434.43, 2619.21, 3779.16]","[2113, 467, 2605, 2016, 2024]"
17740786,"[904.23, 2540.6, 2920.72, 3317.41, 4710.47]","[2113, 467, 2605, 2016, 2024]"
17741509,"[904.23, 2540.6, 2920.72, 3317.41, 4710.47]","[2113, 467, 2605, 2016, 2024]"
17728519,"[1599.02, 2667.93, 2968.39, 3145.69, 3570.21]","[2100, 5044, 467, 8748, 2024]"
17747768,"[946.22, 2427.49, 2487.66, 2607.09, 4017.04]","[2113, 467, 7384, 8748, 2024]"
17743416,"[946.22, 2427.49, 2487.66, 2607.09, 4017.04]","[2113, 467, 7384, 8748, 2024]"
17744364,"[946.22, 2427.49, 2487.66, 2607.09, 4017.04]","[2113, 467, 7384, 8748, 2024]"
17739479,"[872.62, 2353.9, 2414.07, 2533.5, 3943.44]","[2113, 467, 7384, 8748, 2024]"
17719058,"[2176.49, 2372.91, 3814.14, 4590.95, 5984.01]","[2113, 7384, 467, 2016, 2024]"
17627386,"[1154.41, 2233.96, 2791.83, 3568.64, 4220.51]","[2113, 7384, 467, 2016, 2024]"
17672579,"[1114.29, 2193.84, 2751.71, 3528.52, 4475.51]","[2113, 7384, 467, 2016, 2024]"
17735756,"[582.5, 875.68, 1098.88, 3351.95, 3850.83]","[1252, 579, 450, 468, 1819]"
16593969,"[1128.99, 1865.96, 1912.02, 2730.13, 3411.64]","[6212, 579, 450, 468, 1360]"
17744327,"[1230.38, 1245.01, 1484.71, 2201.79, 3096.07]","[450, 579, 6212, 1360, 468]"
17748400,"[951.36, 1123.29, 1473.16, 1922.77, 2734.66]","[450, 6212, 579, 1360, 468]"
13516844,"[1042.17, 1519.61, 2587.85, 3337.5, 3836.39]","[579, 450, 1360, 468, 1819]"
15218291,"[1042.17, 1519.61, 2587.85, 3337.5, 3836.39]","[579, 450, 1360, 468, 1819]"
17720540,"[1112.01, 1449.76, 2657.7, 3099.35, 3598.24]","[579, 450, 1360, 468, 1819]"
17569645,"[926.06, 1110.19, 1897.48, 3115.35, 3614.24]","[450, 579, 1360, 468, 1819]"
17700622,"[933.41, 1002.98, 1904.83, 3201.46, 3700.35]","[450, 579, 1360, 468, 1819]"
17741537,"[926.23, 1110.35, 1897.65, 3115.19, 3614.07]","[450, 579, 1360, 468, 1819]"
17741646,"[1007.69, 1689.19, 1691.15, 9351.63, 11217.43]","[1819, 579, 1360, 468, 450]"
17750770,"[1232.35, 1472.04, 1915.57, 9576.05, 11441.85]","[1819, 579, 1360, 468, 450]"
17751837,"[1140.4, 1596.22, 1823.63, 9484.11, 11349.91]","[1819, 579, 1360, 468, 450]"
17598171,"[975.9, 1657.4, 1659.36, 9319.84, 11185.64]","[1819, 579, 1360, 468, 450]"
17185482,"[496.79, 526.84, 1211.83, 9470.12, 11335.92]","[579, 8748, 6212, 468, 450]"
17656931,"[1072.09, 1088.39, 2154.34, 8696.33, 10562.13]","[8748, 579, 6212, 468, 450]"
17691841,"[345.37, 678.38, 1212.0, 9651.71, 11517.51]","[8748, 579, 6212, 468, 450]"
17736383,"[532.43, 757.77, 1495.31, 8890.45, 10756.25]","[8748, 579, 6212, 468, 450]"
17737342,"[1007.2, 1106.27, 2089.45, 8587.39, 10453.19]","[8748, 579, 6212, 468, 450]"
17748917,"[791.07, 1441.87, 2126.86, 9318.73, 11184.53]","[579, 8748, 6212, 468, 450]"
17751152,"[605.64, 830.98, 1568.52, 8817.24, 10683.04]","[8748, 579, 6212, 468, 450]"
15983626,"[508.81, 631.47, 1369.0, 9514.88, 11380.68]","[8748, 579, 6212, 468, 450]"
17658865,"[394.91, 1103.7, 1788.7, 9466.48, 11332.28]","[579, 8748, 6212, 468, 450]"
17713217,"[749.71, 930.28, 1723.93, 8663.48, 10529.28]","[579, 8748, 6212, 468, 450]"
17716138,"[921.76, 1214.13, 1899.12, 8932.83, 10798.63]","[579, 8748, 6212, 468, 450]"
17717605,"[717.18, 1034.59, 1911.08, 9228.37, 11094.17]","[8748, 579, 6212, 468, 450]"
17750911,"[655.41, 1024.38, 1737.66, 8646.52, 10512.32]","[8748, 579, 6212, 468, 450]"
8434073,"[1252.17, 1268.33, 1954.96, 2847.51, 9625.75]","[5044, 579, 8748, 6212, 468]"
17442484,"[1115.63, 1498.38, 1631.39, 2316.38, 8863.01]","[5044, 579, 8748, 6212, 468]"
17742261,"[1115.63, 1498.38, 1631.39, 2316.38, 8863.01]","[5044, 579, 8748, 6212, 468]"
17696096,"[1100.01, 1369.6, 1392.38, 2077.38, 8624.01]","[579, 5044, 8748, 6212, 468]"
17696512,"[1115.63, 1498.38, 1631.39, 2316.38, 8863.01]","[5044, 579, 8748, 6212, 468]"
17749015,"[843.02, 1355.79, 8551.22, 9162.21, 10417.02]","[1819, 1252, 468, 4980, 450]"
12609661,"[1023.48, 1536.25, 8731.68, 9342.67, 10597.48]","[1819, 1252, 468, 4980, 450]"
17659805,"[644.03, 1190.98, 8892.93, 9503.92, 10758.73]","[1819, 1252, 468, 4980, 450]"
17699987,"[1151.8, 1326.05, 8860.01, 9471.0, 10725.81]","[1819, 1252, 468, 4980, 450]"
17687167,"[974.13, 1095.94, 9094.89, 9705.88, 10960.69]","[1819, 1252, 468, 4980, 450]"
17701945,"[1143.64, 1334.21, 8851.85, 9462.84, 10717.65]","[1819, 1252, 468, 4980, 450]"
17733516,"[1336.74, 1518.55, 8281.57, 8892.56, 39791.51]","[1819, 1252, 468, 4980, 2605]"
17739992,"[1546.34, 1566.0, 8491.17, 9102.16, 40001.11]","[1819, 1252, 468, 4980, 2605]"
17707793,"[1336.74, 1518.55, 8281.57, 8892.56, 39791.51]","[1819, 1252, 468, 4980, 2605]"
17737293,"[5100.92, 39333.3, 40545.14, 47931.39, 52948.5]","[2091, 7219, 474, 876, 567]"
17724602,"[4771.84, 7203.33, 41122.76, 48509.02, 53526.13]","[2091, 7995, 474, 876, 567]"
17750224,"[4510.41, 6941.9, 40212.68, 47598.93, 52616.04]","[2091, 7995, 474, 876, 567]"
17751639,"[880.57, 5762.39, 6019.62, 44792.98, 52179.23]","[1034, 5127, 2234, 474, 876]"
17598229,"[1428.7, 1948.59, 8369.72, 8485.88, 47622.6]","[1146, 477, 478, 253, 1912]"
17737913,"[1430.72, 1946.35, 8371.74, 8487.9, 47624.62]","[1146, 477, 478, 253, 1912]"
15592071,"[1428.7, 1948.59, 8369.72, 8485.88, 47622.6]","[1146, 477, 478, 253, 1912]"
17723990,"[1470.69, 1906.38, 8411.71, 8527.87, 47664.59]","[1146, 477, 478, 253, 1912]"
17712016,"[1470.69, 1906.38, 8411.71, 8527.87, 47664.59]","[1146, 477, 478, 253, 1912]"
16588834,"[1732.07, 2238.51, 7984.45, 8100.62, 47237.34]","[2832, 477, 478, 253, 1912]"
17740021,"[1662.87, 2618.27, 7735.57, 7851.73, 46988.45]","[2832, 477, 478, 253, 1912]"
17743226,"[1793.92, 2298.76, 7802.3, 7918.46, 47055.18]","[2832, 477, 478, 253, 1912]"
17717841,"[1688.63, 2247.03, 8587.92, 8704.09, 47840.8]","[477, 2832, 478, 253, 1912]"
17699261,"[1656.56, 2225.38, 8196.04, 8312.21, 47448.92]","[2832, 477, 478, 253, 1912]"
17711298,"[1743.43, 1901.84, 8618.18, 8734.34, 47871.06]","[477, 2832, 478, 253, 1912]"
17739971,"[1511.14, 2000.85, 8624.0, 8740.16, 47876.88]","[2832, 477, 478, 253, 1912]"
17750233,"[1914.56, 1991.61, 8255.46, 8371.62, 47508.34]","[2832, 477, 478, 253, 1912]"
16026235,"[2521.25, 7638.55, 7754.71, 46891.43, 47211.86]","[477, 478, 253, 1912, 7842]"
17712647,"[3087.77, 7896.53, 8012.69, 46114.7, 46435.13]","[477, 478, 253, 1912, 7842]"
17713946,"[2325.84, 7932.88, 8049.05, 47185.77, 47506.2]","[477, 478, 253, 1912, 7842]"
17724046,"[1348.94, 2768.78, 8910.58, 47689.39, 48163.46]","[477, 2832, 478, 5278, 1912]"
15642677,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
15952252,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
16066763,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
16302218,"[604.84, 2100.06, 2107.81, 2150.78, 2987.81]","[7842, 253, 477, 1912, 1033]"
16888124,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
17698150,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
17703212,"[291.21, 1786.43, 2189.99, 2232.96, 2674.17]","[7842, 253, 477, 1912, 1033]"
17716966,"[339.19, 1834.41, 2237.97, 2280.94, 2722.15]","[7842, 253, 477, 1912, 1033]"
17716988,"[339.19, 1834.41, 2237.97, 2280.94, 2722.15]","[7842, 253, 477, 1912, 1033]"
17733264,"[332.89, 1828.11, 2231.68, 2274.65, 2715.86]","[7842, 253, 477, 1912, 1033]"
17753491,"[639.01, 2073.65, 2116.62, 2134.23, 3021.97]","[7842, 477, 1912, 253, 1033]"
15097855,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
17746338,"[339.19, 1834.41, 2237.97, 2280.94, 2722.15]","[7842, 253, 477, 1912, 1033]"
17747469,"[606.16, 2101.38, 2106.49, 2149.46, 2989.13]","[7842, 253, 477, 1912, 1033]"
17747529,"[339.19, 1834.41, 2237.97, 2280.94, 2722.15]","[7842, 253, 477, 1912, 1033]"
15665193,"[339.19, 1834.41, 2237.97, 2280.94, 2722.15]","[7842, 253, 477, 1912, 1033]"
17014467,"[291.21, 1786.43, 2189.99, 2232.96, 2674.17]","[7842, 253, 477, 1912, 1033]"
17695091,"[408.5, 1993.12, 2481.46, 2524.43, 2880.86]","[7842, 253, 477, 1912, 1033]"
17698658,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
17738583,"[459.48, 1954.7, 2361.83, 2404.8, 2842.44]","[7842, 253, 477, 1912, 1033]"
17744067,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
15336283,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
17730491,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
17731173,"[408.5, 1993.12, 2481.46, 2524.43, 2880.86]","[7842, 253, 477, 1912, 1033]"
17735498,"[291.21, 1786.43, 2189.99, 2232.96, 2674.17]","[7842, 253, 477, 1912, 1033]"
17735746,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
16587889,"[339.19, 1834.41, 2237.97, 2280.94, 2722.15]","[7842, 253, 477, 1912, 1033]"
17022830,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
17711897,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
17717122,"[574.2, 2069.42, 2234.55, 2277.52, 2957.16]","[7842, 253, 477, 1912, 1033]"
17722090,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
17722384,"[334.66, 1829.88, 2233.44, 2276.41, 2717.62]","[7842, 253, 477, 1912, 1033]"
17722468,"[604.84, 2100.06, 2107.81, 2150.78, 2987.81]","[7842, 253, 477, 1912, 1033]"
17722690,"[574.2, 2069.42, 2234.55, 2277.52, 2957.16]","[7842, 253, 477, 1912, 1033]"
17723588,"[639.01, 2073.65, 2116.62, 2134.23, 3021.97]","[7842, 477, 1912, 253, 1033]"
15459474,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
16024597,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
16338832,"[611.23, 2101.42, 2106.45, 2144.39, 2994.2]","[7842, 477, 253, 1912, 1033]"
