rental_id,top_distances,top_station_ids,distance_to_cbd
17752172,"[2099.59, 2458.0, 3159.63]","['vic:rail:OAK', '26251', '13722']",19915.76
17738436,"[3436.47, 3816.38, 4518.01]","['vic:rail:OAK', '26251', '13722']",21252.64
17706175,"[2063.17, 2443.08, 3144.71]","['vic:rail:OAK', '26251', '13722']",19879.34
17677473,"[1779.86, 2138.27, 4298.07]","['vic:rail:OAK', '26251', '13723']",19596.02
14926060,"[1425.31, 1783.72, 3943.52]","['vic:rail:OAK', '26251', '13723']",19241.47
15395774,"[710.17, 1609.25, 3049.78]","['vic:rail:OAK', '26251', '13723']",18407.19
17726211,"[1265.9, 1273.21, 3952.19]","['26251', 'vic:rail:OAK', '13723']",19309.6
17724422,"[1394.99, 2154.12, 6860.92]","['13727', '13725', '13726']",17738.44
17748459,"[689.35, 2149.56, 6856.36]","['13727', '13725', '13726']",17246.57
17713828,"[1231.09, 1990.22, 6697.02]","['13727', '13725', '13726']",19804.13
17722832,"[2771.63, 4506.97, 6866.94]","['13725', 'vic:rail:HUG', '13726']",17304.47
16958855,"[1829.38, 3564.72, 6536.18]","['13725', 'vic:rail:HUG', '13726']",18731.78
17167628,"[2783.24, 3760.58, 6293.28]","['13725', 'vic:rail:HUG', '13726']",18250.72
17703341,"[2074.46, 3809.8, 6781.26]","['13725', 'vic:rail:HUG', '13726']",17516.31
17745728,"[2248.82, 3984.16, 6955.62]","['13725', 'vic:rail:HUG', '13726']",18124.59
17619487,"[2021.29, 3756.63, 6728.09]","['13725', 'vic:rail:HUG', '13726']",18923.69
17739409,"[3285.56, 3662.11, 3669.79]","['13725', '26198', 'vic:rail:HUG']",21099.48
17737221,"[2793.9, 3170.45, 3178.12]","['13725', '26198', 'vic:rail:HUG']",20607.81
17746788,"[2865.46, 3242.01, 3249.69]","['13725', '26198', 'vic:rail:HUG']",18791.56
17743071,"[1902.09, 2278.64, 3633.35]","['13725', '26198', 'vic:rail:HUG']",19716.01
15019148,"[1216.12, 3166.24, 6137.7]","['26198', 'vic:rail:HUG', '13726']",18090.67
17741678,"[1720.07, 3524.33, 6495.79]","['26198', 'vic:rail:HUG', '13726']",18448.77
17744952,"[1550.38, 3354.64, 6326.11]","['26198', 'vic:rail:HUG', '13726']",18279.08
17753336,"[2268.33, 4072.6, 6677.36]","['26198', 'vic:rail:HUG', '13726']",18006.3
17753913,"[1671.78, 3476.04, 6447.51]","['26198', 'vic:rail:HUG', '13726']",18400.48
17723748,"[1733.97, 3538.23, 6267.68]","['26198', 'vic:rail:HUG', '13726']",16866.66
17724135,"[1519.41, 3323.67, 6270.95]","['26198', 'vic:rail:HUG', '13726']",17150.7
17736122,"[1431.0, 3235.26, 5975.69]","['26198', 'vic:rail:HUG', '13726']",17572.96
17744306,"[1759.34, 3563.61, 6293.05]","['26198', 'vic:rail:HUG', '13726']",16645.24
17747164,"[1359.93, 1473.45, 1716.84]","['13727', '26239', '13728']",18279.47
17743954,"[1378.38, 1557.3, 50245.78]","['13728', '13727', 'vic:rail:MRB']",17077.74
17746216,"[1600.53, 2029.09, 50477.43]","['13727', '13728', 'vic:rail:MRB']",17309.38
15219081,"[1225.6, 1433.72, 50122.2]","['13728', '13727', 'vic:rail:MRB']",16954.16
15982275,"[1434.7, 1963.28, 50840.13]","['13728', '13727', 'vic:rail:MRB']",17672.09
17651991,"[1296.0, 1915.64, 50604.12]","['13728', '13727', 'vic:rail:MRB']",17436.07
16593986,"[1126.91, 1808.82, 50497.3]","['13728', '13727', 'vic:rail:MRB']",17329.25
17529174,"[1503.49, 2141.19, 50784.7]","['13728', '13727', 'vic:rail:MRB']",17616.65
17658988,"[1189.26, 1470.06, 50158.54]","['13728', '13727', 'vic:rail:MRB']",16990.5
17740876,"[1419.91, 2284.28, 50927.79]","['13728', '13727', 'vic:rail:MRB']",17759.75
16868226,"[1100.84, 1351.13, 49927.07]","['13728', '13727', 'vic:rail:MRB']",16759.02
17437712,"[1408.35, 2272.72, 50916.23]","['13728', '13727', 'vic:rail:MRB']",17748.19
17609333,"[1353.38, 1582.3, 50041.86]","['13727', '13728', 'vic:rail:MRB']",16873.82
14717528,"[342.94, 1402.28, 49978.22]","['13728', '13727', 'vic:rail:MRB']",16810.18
15341516,"[1046.73, 2106.07, 50682.01]","['13728', '13727', 'vic:rail:MRB']",17513.97
17689510,"[673.88, 1733.22, 50309.16]","['13728', '13727', 'vic:rail:MRB']",17141.12
17715597,"[296.4, 1355.74, 49931.68]","['13728', '13727', 'vic:rail:MRB']",16763.63
17743518,"[1077.37, 2136.71, 50712.66]","['13728', '13727', 'vic:rail:MRB']",17544.61
17745534,"[430.33, 1489.67, 50065.61]","['13728', '13727', 'vic:rail:MRB']",16897.56
17748964,"[561.28, 1620.61, 50196.56]","['13728', '13727', 'vic:rail:MRB']",17028.51
17749276,"[621.87, 1681.2, 50257.15]","['13728', '13727', 'vic:rail:MRB']",17089.1
17752077,"[341.62, 1400.96, 49976.9]","['13728', '13727', 'vic:rail:MRB']",16808.86
17603584,"[824.43, 1883.77, 50459.71]","['13728', '13727', 'vic:rail:MRB']",17291.67
17688811,"[840.82, 1900.16, 50476.1]","['13728', '13727', 'vic:rail:MRB']",17308.05
17709070,"[430.33, 1489.67, 50065.61]","['13728', '13727', 'vic:rail:MRB']",16897.56
17737419,"[561.28, 1620.61, 50196.56]","['13728', '13727', 'vic:rail:MRB']",17028.51
17739294,"[498.37, 1557.71, 50133.66]","['13728', '13727', 'vic:rail:MRB']",16965.61
17741869,"[424.01, 1483.35, 50059.29]","['13728', '13727', 'vic:rail:MRB']",16891.25
12696857,"[1053.13, 48060.59, 49629.07]","['13727', '26239', 'vic:rail:MRB']",16461.02
17751937,"[1121.86, 48129.32, 49697.8]","['13727', '26239', 'vic:rail:MRB']",16529.75
17752599,"[911.3, 47918.76, 49487.24]","['13727', '26239', 'vic:rail:MRB']",16319.19
17752858,"[1216.5, 48223.96, 49792.44]","['13727', '26239', 'vic:rail:MRB']",16624.4
16206735,"[861.48, 47532.82, 49101.31]","['13728', '26239', 'vic:rail:MRB']",15933.26
16104039,"[484.57, 48055.04, 49623.52]","['13728', '26239', 'vic:rail:MRB']",16455.48
15560904,"[250.24, 47082.88, 48651.36]","['13728', '26239', 'vic:rail:MRB']",15483.31
17141220,"[715.63, 46600.21, 48168.7]","['13728', '26239', 'vic:rail:MRB']",15000.65
17718286,"[171.22, 46842.9, 48411.38]","['13728', '26239', 'vic:rail:MRB']",15243.34
17647470,"[1040.36, 46924.95, 48493.43]","['13728', '26239', 'vic:rail:MRB']",15325.38
17720194,"[278.51, 47111.15, 48679.63]","['13728', '26239', 'vic:rail:MRB']",15511.58
16731759,"[584.44, 1248.63, 47854.78]","['13730', '13729', '26239']",16255.22
17739175,"[866.27, 1236.45, 1236.45]","['13729', '13730', 'vic:rail:CNE']",15855.97
17723088,"[502.55, 1263.66, 1263.66]","['13729', 'vic:rail:CNE', '13730']",15509.14
17744629,"[991.68, 1054.4, 1054.4]","['13729', '13730', 'vic:rail:CNE']",15998.26
17750528,"[802.78, 802.78, 1099.38]","['13730', 'vic:rail:CNE', '13729']",16105.96
17751953,"[1262.45, 1506.92, 1506.92]","['13729', '13730', 'vic:rail:CNE']",16269.04
17752692,"[868.99, 885.2, 885.2]","['13729', '13730', 'vic:rail:CNE']",15875.58
17016761,"[1028.7, 1091.42, 1091.42]","['13729', '13730', 'vic:rail:CNE']",16035.29
17691749,"[1459.33, 1645.43, 1645.43]","['13729', '13730', 'vic:rail:CNE']",16465.91
17721478,"[278.83, 1284.64, 1284.64]","['13729', 'vic:rail:CNE', '13730']",15439.99
17739086,"[1141.25, 1198.76, 1198.76]","['13729', '13730', 'vic:rail:CNE']",16147.84
17744070,"[775.98, 775.98, 1072.57]","['13730', 'vic:rail:CNE', '13729']",16079.16
16571403,"[621.01, 998.2, 998.2]","['13729', '13730', 'vic:rail:CNE']",15775.65
17684753,"[955.89, 1018.61, 1018.61]","['13729', '13730', 'vic:rail:CNE']",15962.48
17716634,"[696.75, 1057.52, 1057.52]","['13729', '13730', 'vic:rail:CNE']",15703.33
17727194,"[802.9, 802.9, 976.47]","['13730', 'vic:rail:CNE', '13729']",15983.05
17727386,"[444.11, 1083.78, 1083.78]","['13729', '13730', 'vic:rail:CNE']",15696.86
17741367,"[757.41, 1160.34, 1160.34]","['13729', '13730', 'vic:rail:CNE']",15747.11
17602986,"[757.41, 1160.34, 1160.34]","['13729', '13730', 'vic:rail:CNE']",15747.11
17711215,"[800.21, 801.56, 1223.08]","['26133', '13729', 'vic:rail:CNE']",15808.15
17741199,"[971.5, 972.85, 1902.0]","['26133', '13729', 'vic:rail:CNE']",14619.43
17753569,"[703.95, 705.3, 1724.49]","['26133', '13729', 'vic:rail:CNE']",15711.88
15154760,"[645.18, 646.53, 1378.11]","['26133', '13729', 'vic:rail:CNE']",15653.11
16820366,"[753.95, 755.3, 1269.34]","['26133', '13729', 'vic:rail:CNE']",15761.89
17740621,"[954.08, 955.43, 1884.58]","['26133', '13729', 'vic:rail:CNE']",14636.85
15245502,"[763.94, 765.29, 1784.48]","['26133', '13729', 'vic:rail:CNE']",15771.87
17684553,"[828.44, 829.79, 1445.68]","['26133', '13729', 'vic:rail:CNE']",15706.93
17685456,"[974.56, 975.91, 1905.06]","['26133', '13729', 'vic:rail:CNE']",14616.37
17706451,"[1060.94, 1062.29, 1842.29]","['26133', '13729', 'vic:rail:CNE']",14919.14
17736895,"[623.76, 625.11, 1413.47]","['26133', '13729', 'vic:rail:CNE']",15631.69
17742572,"[1198.39, 1199.74, 1864.66]","['26133', '13729', 'vic:rail:CNE']",14983.73
17742515,"[1056.79, 2125.28, 2125.28]","['26133', 'vic:rail:CNE', '13730']",14645.83
17647151,"[1029.83, 2098.32, 2098.32]","['26133', 'vic:rail:CNE', '13730']",14746.06
17723473,"[1019.17, 2087.67, 2087.67]","['26133', 'vic:rail:CNE', '13730']",14698.29
17735343,"[1029.83, 2098.32, 2098.32]","['26133', 'vic:rail:CNE', '13730']",14746.06
17745321,"[707.92, 1629.55, 1629.55]","['26133', 'vic:rail:CNE', '13730']",15337.67
15507382,"[1265.61, 2334.1, 2334.1]","['26133', 'vic:rail:CNE', '13730']",14772.48
17709768,"[1265.41, 2333.9, 2333.9]","['26133', 'vic:rail:CNE', '13730']",14772.28
17664605,"[1265.61, 2334.1, 2334.1]","['26133', 'vic:rail:CNE', '13730']",14772.48
17524634,"[128777.6, 173221.81, 174131.41]","['13732', '13733', '13731']",160153.2
17532958,"[129625.95, 174070.16, 174979.75]","['13732', '13733', '13731']",161001.56
17628681,"[128344.14, 172788.34, 173697.94]","['13732', '13733', '13731']",159719.75
14363006,"[42028.71, 86472.91, 87382.52]","['13732', '13733', '13731']",73404.31
15058005,"[42432.64, 86876.84, 87786.45]","['13732', '13733', '13731']",73808.25
15651933,"[41601.51, 86045.71, 86955.32]","['13732', '13733', '13731']",72977.12
17601834,"[42044.09, 86488.29, 87397.9]","['13732', '13733', '13731']",73419.7
17683936,"[42783.12, 87227.32, 88136.93]","['13732', '13733', '13731']",74158.73
17688146,"[42848.51, 87292.71, 88202.31]","['13732', '13733', '13731']",74224.12
17705747,"[41822.73, 86266.93, 87176.54]","['13732', '13733', '13731']",73198.34
17709736,"[43372.77, 87816.98, 88726.59]","['13732', '13733', '13731']",74748.38
17722336,"[43957.04, 88401.24, 89310.84]","['13732', '13733', '13731']",75332.64
17736969,"[41899.38, 86343.58, 87253.19]","['13732', '13733', '13731']",73274.98
17745272,"[43374.02, 87818.22, 88727.82]","['13732', '13733', '13731']",74749.63
17751609,"[41353.35, 85797.55, 86707.16]","['13732', '13733', '13731']",72728.95
17752617,"[43863.43, 88307.63, 89217.23]","['13732', '13733', '13731']",75239.03
17753878,"[42264.91, 86709.11, 87618.72]","['13732', '13733', '13731']",73640.52
17643941,"[42997.89, 87442.09, 88351.7]","['13732', '13733', '13731']",74373.49
17680687,"[42998.08, 87442.28, 88351.89]","['13732', '13733', '13731']",74373.69
17681387,"[43558.66, 88002.87, 88912.47]","['13732', '13733', '13731']",74934.27
15957037,"[53926.87, 98371.07, 99280.68]","['13732', '13733', '13731']",85302.48
16664057,"[56836.22, 101280.42, 102190.03]","['13732', '13733', '13731']",88211.83
17122437,"[54005.64, 98449.84, 99359.45]","['13732', '13733', '13731']",85381.24
17547889,"[54011.32, 98455.52, 99365.13]","['13732', '13733', '13731']",85386.93
17659829,"[55666.29, 100110.49, 101020.09]","['13732', '13733', '13731']",87041.89
17706997,"[55671.45, 100115.65, 101025.25]","['13732', '13733', '13731']",87047.05
17718928,"[56530.12, 100974.32, 101883.92]","['13732', '13733', '13731']",87905.73
17723476,"[54163.04, 98607.24, 99516.85]","['13732', '13733', '13731']",85538.65
17729989,"[53989.43, 98433.63, 99343.23]","['13732', '13733', '13731']",85365.03
17736438,"[54878.54, 99322.73, 100232.34]","['13732', '13733', '13731']",86254.14
17739886,"[54917.54, 99361.73, 100271.34]","['13732', '13733', '13731']",86293.14
17739985,"[55377.55, 99821.75, 100731.35]","['13732', '13733', '13731']",86753.16
17741536,"[56844.14, 101288.34, 102197.95]","['13732', '13733', '13731']",88219.75
17748676,"[54478.55, 98922.76, 99832.36]","['13732', '13733', '13731']",85854.16
17749717,"[56901.16, 101345.36, 102254.97]","['13732', '13733', '13731']",88276.77
17749773,"[57079.59, 101523.8, 102433.4]","['13732', '13733', '13731']",88455.2
17750574,"[55454.37, 99898.57, 100808.17]","['13732', '13733', '13731']",86829.98
17752562,"[56857.96, 101302.16, 102211.77]","['13732', '13733', '13731']",88233.56
17753715,"[56433.0, 100877.2, 101786.8]","['13732', '13733', '13731']",87808.61
17735699,"[46668.47, 91112.67, 92022.28]","['13732', '13733', '13731']",78044.08
17682415,"[47718.69, 92162.89, 93072.49]","['13732', '13733', '13731']",79094.3
17690470,"[47680.06, 92124.26, 93033.87]","['13732', '13733', '13731']",79055.66
17723303,"[47106.04, 91550.25, 92459.85]","['13732', '13733', '13731']",78481.65
17729493,"[46974.22, 91418.42, 92328.03]","['13732', '13733', '13731']",78349.83
17737979,"[47428.29, 91872.49, 92782.09]","['13732', '13733', '13731']",78803.89
17745867,"[47247.71, 91691.91, 92601.52]","['13732', '13733', '13731']",78623.32
17746030,"[47680.06, 92124.26, 93033.87]","['13732', '13733', '13731']",79055.66
17749184,"[47608.61, 92052.81, 92962.42]","['13732', '13733', '13731']",78984.22
14515001,"[55198.34, 99642.55, 100552.15]","['13732', '13733', '13731']",86573.95
17306793,"[54358.89, 98803.09, 99712.7]","['13732', '13733', '13731']",85734.5
17533251,"[54880.91, 99325.12, 100234.72]","['13732', '13733', '13731']",86256.52
17544329,"[54247.97, 98692.17, 99601.78]","['13732', '13733', '13731']",85623.58
17687606,"[54085.03, 54350.9, 54425.1]","['13731', '13733', '13732']",85800.7
17701571,"[53395.43, 53661.3, 53735.5]","['13731', '13733', '13732']",85111.11
17731878,"[54063.94, 54329.81, 54404.01]","['13731', '13733', '13732']",85779.62
17732206,"[54234.07, 54499.95, 54574.14]","['13731', '13733', '13732']",85949.75
17737763,"[55204.4, 55470.28, 55544.47]","['13731', '13733', '13732']",86920.08
17750270,"[53860.24, 54126.11, 54200.31]","['13731', '13733', '13732']",85575.91
17750684,"[54839.49, 55105.37, 55179.56]","['13731', '13733', '13732']",86555.17
17754163,"[54927.68, 55193.55, 55267.75]","['13731', '13733', '13732']",86643.36
16251810,"[53436.16, 53702.03, 53776.23]","['13731', '13733', '13732']",85151.84
17146031,"[51484.25, 51750.13, 51824.32]","['13731', '13733', '13732']",83199.93
17346018,"[54001.83, 54267.71, 54341.9]","['13731', '13733', '13732']",85717.51
17506679,"[53834.41, 54100.28, 54174.47]","['13731', '13733', '13732']",85550.08
17696802,"[53872.39, 54138.27, 54212.46]","['13731', '13733', '13732']",85588.07
17701753,"[52590.22, 52856.1, 52930.29]","['13731', '13733', '13732']",84305.9
17713700,"[53804.16, 54070.04, 54144.23]","['13731', '13733', '13732']",85519.84
17723785,"[53956.42, 54222.29, 54296.49]","['13731', '13733', '13732']",85672.09
17724204,"[54412.04, 54677.92, 54752.11]","['13731', '13733', '13732']",86127.72
17729475,"[52453.14, 52719.02, 52793.21]","['13731', '13733', '13732']",84168.82
17731784,"[53993.57, 54259.44, 54333.64]","['13731', '13733', '13732']",85709.24
17740276,"[54452.43, 54718.3, 54792.5]","['13731', '13733', '13732']",86168.1
17740560,"[54021.57, 54287.45, 54361.64]","['13731', '13733', '13732']",85737.25
17742690,"[53920.21, 54186.09, 54260.28]","['13731', '13733', '13732']",85635.89
17748848,"[53112.96, 53378.84, 53453.03]","['13731', '13733', '13732']",84828.63
17749486,"[54130.41, 54396.29, 54470.48]","['13731', '13733', '13732']",85846.09
17244275,"[53811.19, 54077.07, 54151.26]","['13731', '13733', '13732']",85526.87
17461874,"[53810.93, 54076.8, 54151.0]","['13731', '13733', '13732']",85526.6
17564169,"[53811.33, 54077.21, 54151.4]","['13731', '13733', '13732']",85527.01
17627658,"[53956.42, 54222.29, 54296.49]","['13731', '13733', '13732']",85672.09
17629824,"[54050.76, 54316.63, 54390.82]","['13731', '13733', '13732']",85766.43
17669577,"[52982.44, 53248.31, 53322.5]","['13731', '13733', '13732']",84698.11
17669596,"[52982.44, 53248.31, 53322.5]","['13731', '13733', '13732']",84698.11
17751348,"[66882.95, 67148.82, 67223.02]","['13731', '13733', '13732']",98598.63
17710390,"[57612.23, 57878.11, 57952.3]","['13731', '13733', '13732']",89327.91
17729527,"[57648.05, 57913.93, 57988.13]","['13731', '13733', '13732']",89363.73
17732732,"[57590.87, 57856.74, 57930.94]","['13731', '13733', '13732']",89306.55
17738867,"[57403.11, 57668.98, 57743.18]","['13731', '13733', '13732']",89118.78
17750995,"[57207.89, 57473.77, 57547.96]","['13731', '13733', '13732']",88923.57
17691410,"[44755.34, 45021.21, 45095.41]","['13731', '13733', '13732']",76471.02
17729550,"[44277.81, 44543.68, 44617.88]","['13731', '13733', '13732']",75993.48
17732950,"[44443.79, 44709.66, 44783.86]","['13731', '13733', '13732']",76159.46
17734070,"[45068.71, 45334.59, 45408.78]","['13731', '13733', '13732']",76784.39
17741025,"[44698.62, 44964.49, 45038.69]","['13731', '13733', '13732']",76414.3
17741478,"[44259.75, 44525.63, 44599.82]","['13731', '13733', '13732']",75975.43
17749444,"[44291.97, 44557.84, 44632.04]","['13731', '13733', '13732']",76007.65
17751711,"[45106.83, 45372.7, 45446.9]","['13731', '13733', '13732']",76822.51
17753976,"[44651.71, 44917.59, 44991.78]","['13731', '13733', '13732']",76367.39
17753508,"[41660.65, 41926.53, 42000.72]","['13731', '13733', '13732']",73376.33
16893607,"[46922.64, 47188.52, 47262.71]","['13731', '13733', '13732']",78638.32
16916036,"[41695.52, 41961.4, 42035.59]","['13731', '13733', '13732']",73411.2
17559618,"[46576.43, 46842.31, 46916.5]","['13731', '13733', '13732']",78292.11
17561418,"[46850.49, 47116.36, 47190.55]","['13731', '13733', '13732']",78566.16
17594425,"[41746.65, 42012.52, 42086.72]","['13731', '13733', '13732']",73462.33
17696610,"[47528.93, 47794.8, 47869.0]","['13731', '13733', '13732']",79244.6
17716872,"[46611.33, 46877.2, 46951.4]","['13731', '13733', '13732']",78327.01
17726503,"[47132.73, 47398.61, 47472.8]","['13731', '13733', '13732']",78848.41
17737730,"[42780.61, 43046.49, 43120.68]","['13731', '13733', '13732']",74496.29
17751569,"[47369.91, 47635.78, 47709.98]","['13731', '13733', '13732']",79085.59
14598353,"[54669.04, 54934.91, 55009.11]","['13731', '13733', '13732']",86384.72
17099541,"[52420.65, 52686.53, 52760.72]","['13731', '13733', '13732']",84136.33
17718052,"[51860.86, 52126.74, 52200.93]","['13731', '13733', '13732']",83576.54
17722055,"[53338.12, 53604.0, 53678.19]","['13731', '13733', '13732']",85053.8
17722465,"[56698.27, 56964.14, 57038.34]","['13731', '13733', '13732']",88413.94
17729879,"[52458.18, 52724.05, 52798.24]","['13731', '13733', '13732']",84173.85
17737861,"[54011.22, 54277.09, 54351.29]","['13731', '13733', '13732']",85726.89
17738873,"[53194.56, 53460.43, 53534.63]","['13731', '13733', '13732']",84910.23
17739700,"[55249.72, 55515.59, 55589.79]","['13731', '13733', '13732']",86965.39
17742452,"[54964.94, 55230.81, 55305.01]","['13731', '13733', '13732']",86680.62
17743543,"[53999.37, 54265.25, 54339.44]","['13731', '13733', '13732']",85715.05
17744126,"[53429.35, 53695.22, 53769.42]","['13731', '13733', '13732']",85145.02
17744997,"[53121.74, 53387.61, 53461.81]","['13731', '13733', '13732']",84837.41
17747234,"[56344.77, 56610.64, 56684.84]","['13731', '13733', '13732']",88060.45
17749270,"[52629.72, 52895.59, 52969.79]","['13731', '13733', '13732']",84345.39
17749402,"[52636.21, 52902.09, 52976.28]","['13731', '13733', '13732']",84351.88
17751025,"[55654.3, 55920.18, 55994.37]","['13731', '13733', '13732']",87369.98
17753204,"[56283.91, 56549.79, 56623.98]","['13731', '13733', '13732']",87999.59
17754005,"[52008.43, 52274.3, 52348.5]","['13731', '13733', '13732']",83724.11
17591648,"[54307.68, 54573.55, 54647.75]","['13731', '13733', '13732']",86023.35
17677277,"[56276.89, 56542.77, 56616.96]","['13731', '13733', '13732']",87992.57
17711168,"[53008.07, 53273.95, 53348.14]","['13731', '13733', '13732']",84723.74
17715991,"[51833.72, 52099.59, 52173.79]","['13731', '13733', '13732']",83549.4
17643690,"[3604.26, 3870.13, 3944.33]","['13731', '13733', '13732']",37971.22
17747590,"[3122.62, 3388.49, 3462.68]","['13731', '13733', '13732']",38528.39
17719791,"[4344.8, 4610.67, 4684.87]","['13731', '13733', '13732']",38021.88
17736641,"[3782.27, 4048.15, 4122.34]","['13731', '13733', '13732']",36878.45
15831118,"[3087.01, 3352.89, 3427.08]","['13731', '13733', '13732']",38492.78
16783326,"[666.83, 741.02, 1356.65]","['13733', '13732', '13731']",34229.7
16828195,"[4407.71, 4673.59, 4747.78]","['13731', '13733', '13732']",37755.01
17725561,"[3290.28, 3556.16, 3630.35]","['13731', '13733', '13732']",37556.48
15262557,"[3934.08, 4199.95, 4274.14]","['13731', '13733', '13732']",37281.36
17700938,"[3361.57, 3627.45, 3701.64]","['13731', '13733', '13732']",37192.16
17691028,"[3021.92, 3287.8, 3361.99]","['13731', '13733', '13732']",38427.69
17503316,"[3466.0, 3731.87, 3806.06]","['13731', '13733', '13732']",38260.29
15736141,"[68686.45, 68952.33, 69026.52]","['13731', '13733', '13732']",100402.13
17408287,"[69895.3, 70161.17, 70235.37]","['13731', '13733', '13732']",101610.98
17721367,"[69007.76, 69273.63, 69347.83]","['13731', '13733', '13732']",100723.43
17724537,"[71197.9, 71463.77, 71537.97]","['13731', '13733', '13732']",102913.57
17734114,"[69544.52, 69810.39, 69884.59]","['13731', '13733', '13732']",101260.2
17734126,"[69544.52, 69810.39, 69884.59]","['13731', '13733', '13732']",101260.2
17735004,"[69830.23, 70096.11, 70170.3]","['13731', '13733', '13732']",101545.91
17735052,"[69373.0, 69638.88, 69713.07]","['13731', '13733', '13732']",101088.68
17739543,"[71079.2, 71345.07, 71419.27]","['13731', '13733', '13732']",102794.88
17742313,"[71894.35, 72160.23, 72234.42]","['13731', '13733', '13732']",103610.02
17746607,"[68862.95, 69128.83, 69203.02]","['13731', '13733', '13732']",100578.63
17746636,"[71754.17, 72020.05, 72094.24]","['13731', '13733', '13732']",103469.85
17746984,"[69923.23, 70189.11, 70263.3]","['13731', '13733', '13732']",101638.91
17747643,"[70983.76, 71249.63, 71323.83]","['13731', '13733', '13732']",102699.44
17749012,"[68134.46, 68400.34, 68474.53]","['13731', '13733', '13732']",99850.14
17749379,"[68100.29, 68366.16, 68440.36]","['13731', '13733', '13732']",99815.97
17751877,"[68905.91, 69171.78, 69245.98]","['13731', '13733', '13732']",100621.59
17752215,"[72445.1, 72710.97, 72785.16]","['13731', '13733', '13732']",104160.77
17752754,"[70800.74, 71066.62, 71140.81]","['13731', '13733', '13732']",102516.42
17752922,"[68555.51, 68821.38, 68895.58]","['13731', '13733', '13732']",100271.19
16972570,"[70389.71, 70655.59, 70729.78]","['13731', '13733', '13732']",102105.39
17344925,"[71486.65, 71752.52, 71826.71]","['13731', '13733', '13732']",103202.32
17503175,"[70398.42, 70664.3, 70738.49]","['13731', '13733', '13732']",102114.1
17569079,"[70758.86, 71024.73, 71098.92]","['13731', '13733', '13732']",102474.53
17573013,"[69954.12, 70219.99, 70294.19]","['13731', '13733', '13732']",101669.79
17632005,"[68585.65, 68851.52, 68925.72]","['13731', '13733', '13732']",100301.32
17680096,"[68585.65, 68851.52, 68925.72]","['13731', '13733', '13732']",100301.32
17696004,"[70546.44, 70812.31, 70886.51]","['13731', '13733', '13732']",102262.11
17698314,"[68282.2, 68548.08, 68622.27]","['13731', '13733', '13732']",99997.88
17703736,"[68665.3, 68931.18, 69005.38]","['13731', '13733', '13732']",100380.98
17707759,"[70105.45, 70371.32, 70445.52]","['13731', '13733', '13732']",101821.13
17716319,"[72199.8, 72465.67, 72539.87]","['13731', '13733', '13732']",103915.48
17620139,"[48356.87, 48622.75, 48696.94]","['13731', '13733', '13732']",80072.55
17620225,"[48143.66, 48409.54, 48483.73]","['13731', '13733', '13732']",79859.34
17721778,"[47948.03, 48213.9, 48288.09]","['13731', '13733', '13732']",79663.7
17729602,"[47879.98, 48145.86, 48220.05]","['13731', '13733', '13732']",79595.66
17746582,"[47853.27, 48119.14, 48193.34]","['13731', '13733', '13732']",79568.95
17746653,"[49062.13, 49328.0, 49402.19]","['13731', '13733', '13732']",80777.8
17749045,"[48781.39, 49047.27, 49121.46]","['13731', '13733', '13732']",80497.06
17751830,"[73216.44, 73482.31, 73556.51]","['13731', '13733', '13732']",104932.11
17541606,"[72577.02, 72842.89, 72917.09]","['13731', '13733', '13732']",104292.7
17744272,"[73006.58, 73272.45, 73346.65]","['13731', '13733', '13732']",104722.25
17749932,"[74161.21, 74427.09, 74501.28]","['13731', '13733', '13732']",105876.88
17752008,"[73349.84, 73615.71, 73689.91]","['13731', '13733', '13732']",105065.51
17375204,"[46152.29, 46418.17, 46492.36]","['13731', '13733', '13732']",77867.97
17675725,"[46504.99, 46770.87, 46845.06]","['13731', '13733', '13732']",78220.66
17712811,"[46088.04, 46353.92, 46428.11]","['13731', '13733', '13732']",77803.72
17718923,"[46871.87, 47137.75, 47211.94]","['13731', '13733', '13732']",78587.55
17729544,"[45679.89, 45945.77, 46019.96]","['13731', '13733', '13732']",77395.56
17731607,"[44805.23, 45071.11, 45145.3]","['13731', '13733', '13732']",76520.91
17732793,"[46311.89, 46577.77, 46651.96]","['13731', '13733', '13732']",78027.56
17738376,"[46170.34, 46436.21, 46510.41]","['13731', '13733', '13732']",77886.02
17746025,"[47543.29, 47809.16, 47883.36]","['13731', '13733', '13732']",79258.96
17748994,"[46377.04, 46642.91, 46717.11]","['13731', '13733', '13732']",78092.71
17750344,"[45793.14, 46059.01, 46133.2]","['13731', '13733', '13732']",77508.81
17750492,"[45948.25, 46214.13, 46288.32]","['13731', '13733', '13732']",77663.93
17752631,"[46407.76, 46673.64, 46747.83]","['13731', '13733', '13732']",78123.44
11403132,"[54677.23, 54943.11, 55017.3]","['13731', '13733', '13732']",86392.91
14688730,"[54677.23, 54943.11, 55017.3]","['13731', '13733', '13732']",86392.91
17555945,"[56179.43, 56445.3, 56519.49]","['13731', '13733', '13732']",87895.1
17687227,"[53400.86, 53666.73, 53740.93]","['13731', '13733', '13732']",85116.53
17733797,"[53944.02, 54209.89, 54284.09]","['13731', '13733', '13732']",85659.7
17736210,"[52933.97, 53199.85, 53274.04]","['13731', '13733', '13732']",84649.65
17736233,"[53467.69, 53733.56, 53807.75]","['13731', '13733', '13732']",85183.36
