sa2_code,sa2_name,cnt_0_14,cnt_15_34,cnt_35_64,cnt_65_plus,pct_0_14,pct_15_34,pct_35_64,pct_65_plus
208031191,Moorabbin - Heatherton,1749,2052,3856,1382,0.1917342688007016,0.22495066871300154,0.42271431703573775,0.15150186362639773
208031192,Moorabbin Airport,0,23,0,0,0.0,1.0,0.0,0.0
208031193,Mordialloc - Parkdale,3844,4705,9045,3355,0.18151768428011522,0.22217500118052605,0.42711432214194645,0.15842659489068328
208041194,Malvern - Glen Iris,2984,5569,7698,3722,0.14735802469135803,0.27501234567901234,0.3801481481481481,0.18380246913580248
208041195,Malvern East,3496,6399,8301,3406,0.15964199278505867,0.292205123521622,0.37905840449335587,0.15553221608292617
209011196,Bundoora - East,1632,2650,3593,1878,0.16566846005481678,0.2690082225154807,0.3647345447162725,0.19064054410719725
209011197,Greensborough,3824,4377,8406,3992,0.18383731551367724,0.2104225758377001,0.40411518676986685,0.19191385029565886
209011198,Heidelberg - Rosanna,2884,3729,6341,2765,0.18005868764437785,0.23281513392020978,0.3958918648935506,0.17262908160079915
209011199,Heidelberg West,2449,4806,5684,1798,0.16509370365376838,0.3239854388566806,0.38317378994202506,0.12120803559390589
209011200,Ivanhoe,1913,3194,5061,2126,0.15362993896562802,0.2565049791198201,0.40644073241246387,0.17073562479922905
209011201,Ivanhoe East - Eaglemont,1212,1753,3148,1556,0.15658914728682172,0.2264857881136951,0.40671834625323,0.20103359173126614
209011202,Montmorency - Briar Hill,3173,3257,6729,3253,0.19183796856106408,0.19691656590084644,0.4068319226118501,0.19667472793228538
209011203,Viewbank - Yallambie,3649,4121,7344,3381,0.19478994288154594,0.21998612074947954,0.39203544547055996,0.18048363849890567
209011204,Watsonia,1700,2216,3635,1632,0.1838831800973499,0.239697133585722,0.3931855056787453,0.17652785289345593
209021205,Kingsbury,1309,3965,3713,1300,0.12584118438761777,0.381176696789079,0.3569505864256874,0.12497596616035378
209021428,Preston - East,2848,6671,8529,2507,0.13759783553966567,0.3223016716590975,0.4120687989177698,0.12112281379843463
209021429,Preston - West,2157,3337,5417,1681,0.16988264944475073,0.26281798850122073,0.42663621327872725,0.13239347877451366
